year,auriez_VERB eu_VERB,auriez_VERB bu_VERB
1911,9.789488331080065e-08,5.320374141248863e-10
1912,1.0262559868579046e-07,0.0
1913,9.863560990197584e-08,0.0
1914,1.1317496984020181e-07,1.3393487430235496e-09
1915,5.890380805340101e-08,0.0
1916,5.383856560570166e-08,0.0
1917,6.799183438488399e-08,0.0
1918,5.743188324913717e-08,9.189101035644853e-09
1919,1.0312790266198135e-07,0.0
1920,9.616734075734712e-08,7.572231730534895e-10
1921,1.0223209301329916e-07,0.0
1922,1.6379016187784146e-07,0.0
1923,1.2526818693459063e-07,0.0
1924,1.250487571269332e-07,1.289162443462999e-09
1925,9.128487477028102e-08,0.0
1926,1.058883185578452e-07,1.1146138456652466e-09
1927,1.3379069230268215e-07,2.2298449753321847e-09
1928,1.0854738974330758e-07,2.2852082448565625e-09
1929,1.1586022452547695e-07,1.1140406375176326e-09
1930,1.3129503884101723e-07,3.1510811737689437e-09
1931,9.238338805062085e-08,0.0
1932,8.658033578967661e-08,2.1919073223131136e-09
1933,8.02946331646126e-08,0.0
1934,9.824896096688462e-08,0.0
1935,1.1250187270661627e-07,0.0
1936,7.396075574206407e-08,0.0
1937,5.162358363008934e-08,0.0
1938,8.168085230408906e-08,1.2965214457594243e-09
1939,7.494084997006212e-08,1.5294050470515685e-09
1940,7.100192078723921e-08,0.0
1941,9.444808313219255e-08,0.0
1942,7.282108072104165e-08,0.0
1943,1.3935529352693266e-07,0.0
1944,9.318240046241044e-08,0.0
1945,9.149717072887142e-08,0.0
1946,9.744773166175946e-08,5.568441707737293e-09
1947,1.4424253436118306e-07,1.1920870957027319e-09
1948,6.631851334759631e-08,0.0
1949,8.737137591197097e-08,1.9634016634739737e-09
1950,1.1592543813776501e-07,0.0
1951,1.151431376911205e-07,1.0661401761424827e-09
1952,8.119499028680366e-08,0.0
1953,9.696444891460487e-08,0.0
1954,1.1140691213995524e-07,9.772536113672459e-10
1955,1.0605737088553724e-07,9.385607846468247e-10
1956,9.854890237193104e-08,0.0
1957,9.718541349457155e-08,0.0
1958,8.685855590329083e-08,8.272243445794913e-10
1959,8.758345160231329e-08,7.750747821333448e-10
1960,8.651041838447782e-08,0.0
1961,9.17157052526818e-08,2.08444772553662e-09
1962,9.068997997019324e-08,6.341956404476434e-10
1963,7.823924619287936e-08,1.2932106496776896e-09
1964,1.320221088008111e-07,1.8251904432275978e-09
1965,1.1272409494722524e-07,0.0
1966,7.477751040596559e-08,5.539074754423723e-10
1967,1.0304401598659751e-07,1.4791006197611978e-09
1968,9.70145848100401e-08,1.7965663401398047e-09
1969,8.129746476015498e-08,1.8167031212712459e-09
1970,1.1174901715094165e-07,0.0
1971,8.529740114227025e-08,1.0276794970565106e-09
1972,9.182962656950622e-08,1.5390440033513642e-09
1973,7.277429148189185e-08,0.0
1974,6.694430254583494e-08,0.0
1975,5.8257096924307916e-08,0.0
1976,5.713526718409412e-08,0.0
1977,5.641710743020667e-08,0.0
1978,7.306927329864266e-08,0.0
1979,7.72460495568339e-08,5.851973350345929e-10
1980,5.2871900635409474e-08,1.7055452605774235e-09
1981,8.159958753140018e-08,1.2651099057237047e-09
1982,5.710901973543514e-08,1.2415004579935385e-09
1983,5.7469375036589554e-08,0.0
1984,6.72685018798802e-08,0.0
1985,5.233535560478231e-08,1.2031116103372597e-09
1986,6.773768745915731e-08,0.0
1987,4.949761489569937e-08,6.110816852533674e-10
1988,5.696726290693732e-08,0.0
1989,5.488122312158339e-08,0.0
1990,4.6858399826987807e-08,0.0
1991,7.561290260582609e-08,0.0
1992,6.171137556520989e-08,1.1019888335184191e-09
1993,6.536264862688768e-08,2.7696036575264316e-09
1994,6.646407513244412e-08,1.0549853213248639e-09
1995,6.073145186746842e-08,1.626735190995987e-09
1996,5.4982351116450445e-08,5.338092190498855e-10
1997,5.6100265766190205e-08,1.438468344439059e-09
1998,5.4833485307881347e-08,0.0
1999,7.129514045800533e-08,4.570201161957499e-10
2000,4.329670844072098e-08,8.836062992401139e-10
2001,4.950769394440613e-08,4.3812117822561447e-10
2002,4.468845915539532e-08,4.38122149670761e-10
2003,6.583738354493107e-08,1.2500769308587678e-09
2004,4.052407831522942e-08,4.404791253964646e-10
2005,6.620511783239635e-08,0.0
2006,6.218013481884554e-08,0.0
2007,7.749289920866431e-08,3.994479469415779e-10
2008,7.70596599863893e-08,4.257439678578834e-10
2009,7.629108011997232e-08,1.430457752249481e-09
2010,9.636537612323082e-08,4.723793023408973e-10
2011,1.2274949767743237e-07,3.82397197240536e-10
2012,1.3038287249855784e-07,2.382976926895708e-09
2013,1.6790532697541494e-07,1.1156500168141292e-09
2014,1.6977089956071723e-07,1.0827225782605865e-09
2015,1.861923379919972e-07,8.866301581811342e-10
2016,1.895276113828004e-07,8.285360175719347e-10
2017,1.3383052532844886e-07,5.031222660711876e-10
2018,1.719256772503286e-07,1.0325866828253538e-09
2019,1.7984463340781076e-07,1.2754939326953263e-09
