year,autres_ADJ oies_NOUN,autres_ADJ foies_NOUN
1971,1.0276794970565106e-09,0.0
1972,8.721249833421041e-09,2.565073486948677e-09
1973,3.859242647674677e-09,5.513203782392395e-10
1974,3.375343005096454e-09,0.0
1975,2.2845920710778955e-09,5.711480177694739e-10
1976,4.570821499072508e-09,2.856763492431469e-09
1977,6.464460078348111e-09,1.1753563677885381e-09
1978,3.5643548113029055e-09,5.940591352171509e-10
1979,4.0963813452421505e-09,5.851973350345929e-10
1980,5.116635559687666e-09,1.1370301367108482e-09
1981,6.325549528618524e-10,2.5302198114474095e-09
1982,8.069752865935698e-09,0.0
1983,5.683784221055532e-09,0.0
1984,2.319603453759811e-09,0.0
1985,1.8046674155058895e-09,1.8046674155058895e-09
1986,4.795588481876223e-09,1.1988970927134801e-09
1987,5.499735000746853e-09,1.2221633705067347e-09
1988,1.7989661427186832e-09,1.1993107618124554e-09
1989,2.7440609784434855e-09,0.0
1990,8.717841448735442e-09,1.089730194969718e-09
1991,7.033758298025106e-09,5.861465202094962e-10
1992,3.305966445044106e-09,5.509944167592096e-10
1993,3.3235245111562506e-09,5.539207426075166e-10
1994,6.8574046441227665e-09,0.0
1995,7.591431261388948e-09,0.0
1996,2.135236876199542e-09,5.338092190498855e-10
1997,5.753873377756236e-09,4.79489448146353e-10
1998,5.244942036242151e-09,9.536258449571733e-10
1999,9.140402212892695e-09,1.3710603763428253e-09
2000,4.4180314962005696e-09,0.0
2001,1.7524847129024579e-09,4.3812117822561447e-10
2002,4.81934359086722e-09,4.38122149670761e-10
2003,3.333538334260311e-09,0.0
2004,5.726228602398464e-09,0.0
2005,6.3052495447024626e-09,0.0
2006,5.353256948836815e-09,4.1178899179428186e-10
2007,2.7961355453243186e-09,2.3966877371606188e-09
2008,5.108927725316903e-09,2.9802078582719105e-09
2009,2.860915504498962e-09,2.860915504498962e-09
2010,6.140930985942816e-09,1.8895172093635892e-09
2011,1.7207874236646603e-08,4.206369030868018e-09
2012,1.0553183549255607e-08,3.744677901096338e-09
2013,1.0319762933086452e-08,2.5102124823206395e-09
2014,7.57905826986871e-09,2.165445156521173e-09
2015,7.314698624583116e-09,3.546520632724537e-09
2016,1.2428039930512114e-08,2.6927420293532123e-09
2017,5.7859059765519305e-09,3.2702947017071438e-09
2018,4.904786798931582e-09,2.8396134332808742e-09
2019,6.377469219387422e-09,2.2958890344426663e-09
