year,pas_ADV ôté_VERB,pas_ADV oté_VERB,pas_ADV fauté_VERB
1897,3.26295968022805e-08,2.330685422435863e-09,1.7480140668268973e-09
1898,2.998928039232851e-08,1.13167097914868e-09,3.960848538042683e-09
1899,4.477338677588705e-08,3.3165470370022376e-09,5.527578395003729e-10
1900,2.9589003247565415e-08,1.038210628578895e-09,5.19105292084987e-09
1901,2.9061443029831935e-08,5.588738916095792e-10,5.588738916095792e-10
1902,4.517461249520238e-08,1.9641135384773634e-09,9.820567692386817e-10
1903,2.970121215639665e-08,5.400220270956879e-10,0.0
1904,3.6009989656804464e-08,1.0749250378694342e-09,2.6873125946735854e-09
1905,2.0126959654476195e-08,2.0643036724443675e-09,5.160759042333041e-10
1906,4.423998589686562e-08,5.144184522798412e-10,2.0576738091193647e-09
1907,3.9085609415678846e-08,2.0571372938427146e-09,5.142843373384665e-10
1908,4.0273391732625896e-08,1.964555629285769e-09,3.929111258571538e-09
1909,4.8958753495753626e-08,2.200393367512987e-09,5.500983557560346e-10
1910,4.542528131423751e-08,1.6032452032632705e-09,1.068830135508847e-09
1911,3.458243114096149e-08,4.25629931299909e-09,6.384448969498635e-09
1912,3.229841283314272e-08,5.209421227725386e-10,1.5628263128064646e-09
1913,3.712092677687906e-08,1.5908969142053309e-09,5.30298971401777e-10
1914,4.620753202289052e-08,0.0,5.357394972094198e-09
1915,2.709575319670421e-08,1.1780761921542648e-09,0.0
1916,7.1418504887788e-08,4.394984820521586e-09,4.394984820521586e-09
1917,4.276905585243185e-08,2.1932848870420685e-09,7.676496771580332e-09
1918,4.2499593178035866e-08,0.0,0.0
1919,2.6702760891339494e-08,1.8415696745321952e-09,0.0
1920,3.7861159540852896e-08,2.2716695191604686e-09,3.028892692213958e-09
1921,4.998013380941302e-08,7.572747429129834e-10,1.5145494858259667e-09
1922,5.2383342108441866e-08,2.951174193910333e-09,9.591316185719734e-09
1923,3.927900849021171e-08,1.0615948120573648e-09,5.307974060286824e-09
1924,3.480738541838946e-08,2.578324886925998e-09,0.0
1925,3.959344141435395e-08,0.0,2.1996355847875293e-09
1926,4.7928395474627905e-08,1.1146138456652466e-09,0.0
1927,8.027441822378023e-08,1.1149224876660924e-09,2.2298449753321847e-09
1928,4.6846768242403414e-08,0.0,3.4278122562625413e-09
1929,3.8991423423340166e-08,0.0,2.2280812750352652e-09
1930,5.566909777598994e-08,2.100720708497761e-09,0.0
1931,5.018356930008849e-08,0.0,4.5621426636444085e-09
1932,5.150982218538047e-08,1.0959536611565568e-09,2.1919073223131136e-09
1933,3.670611903316967e-08,0.0,1.1470662197865522e-09
1934,2.3963160344919743e-08,2.3963160344919743e-09,2.3963160344919743e-09
1935,6.223507398317452e-08,0.0,4.787313656606784e-09
1936,3.758661648589623e-08,1.2124714565686645e-09,8.487299751891442e-09
1937,3.777335422228134e-08,1.2591118148108649e-09,0.0
1938,3.8895642262559704e-08,0.0,5.186085783037697e-09
1939,5.047036566452334e-08,3.058810094103137e-09,0.0
1940,4.3108308034334186e-08,0.0,0.0
1941,5.312704587367989e-08,2.9515025978810172e-09,2.9515025978810172e-09
1942,5.461581054078124e-08,0.0,6.068423541449874e-09
1943,7.548411673496958e-08,0.0,0.0
1944,6.42637232317611e-08,0.0,0.0
1945,3.703456741277478e-08,0.0,2.178504043826024e-09
1946,5.568441707737293e-08,0.0,5.568441707737293e-09
1947,5.602809238780537e-08,0.0,0.0
1948,5.6533817627268945e-08,2.174377566888097e-09,2.174377566888097e-09
1949,4.0249734212238764e-08,0.0,7.853606653895895e-09
1950,4.2541444145172136e-08,0.0,4.2541445921528975e-09
1951,4.584402901741669e-08,0.0,6.396841278899501e-09
1952,5.799642011083961e-08,0.0,3.1634410646574906e-09
1953,4.740483916521043e-08,1.0773827385790469e-09,1.0773827385790469e-09
1954,6.352148318455875e-08,4.886268278880834e-09,1.9545072227344917e-09
1955,3.9419553843345057e-08,0.0,3.754243138587299e-09
1956,5.4943193106282706e-08,3.488456634670456e-09,8.72114114258693e-09
1957,5.1243219445495924e-08,0.0,2.6505113659425206e-09
1958,5.707848060865217e-08,8.272243445794913e-10,0.0
1959,4.650448559573306e-08,1.5501495642666896e-09,1.5501495642666896e-09
1960,4.567749911643659e-08,2.7683333403416555e-09,1.3841666701708277e-09
1961,7.156604198144123e-08,0.0,6.948159270159238e-10
1962,5.834600003140622e-08,1.2683912808952869e-09,0.0
1963,6.53071410283701e-08,0.0,2.5864212993553792e-09
1964,7.604960217122425e-08,6.083968329129164e-10,1.8251904432275978e-09
1965,5.034279837445865e-08,0.0,5.472043373977442e-10
1966,5.9822006903687e-08,0.0,6.6468897053084675e-09
1967,4.289391952738697e-08,4.930335584241163e-10,4.930335695263466e-09
1968,4.8058151236318736e-08,8.982831700699023e-10,1.3474247273492779e-09
1969,4.7688455850902756e-08,4.5417578031781147e-10,9.083515606356229e-10
1970,4.598724956395017e-08,4.5987250119061684e-10,2.7592350626548523e-09
1971,5.652237078379585e-08,1.0276794970565106e-09,2.569198631618974e-09
1972,4.6171322765076184e-08,0.0,1.5390440033513642e-09
1973,3.528450420731133e-08,5.513203782392395e-10,2.205281512956958e-09
1974,2.981553137715309e-08,0.0,5.625571564138454e-09
1975,4.226495420311949e-08,2.2845920710778955e-09,4.569184142155791e-09
1976,3.428116102099921e-08,5.713526873840635e-10,7.998937512354587e-09
1977,4.58388988988645e-08,5.876781838942691e-10,2.938390863960194e-09
1978,4.099008066305032e-08,1.1881182704343018e-09,1.7821774056514528e-09
1979,5.734933949952392e-08,2.925986564150662e-09,1.7555920051037788e-09
1980,3.979605622816962e-08,0.0,5.685150683554241e-10
1981,4.99718417756867e-08,0.0,5.69299452024552e-09
1982,5.338451813940992e-08,1.2415004579935385e-09,1.8622506869903077e-09
1983,4.736487113632393e-08,0.0,5.68378455412244e-09
1984,3.653375202361531e-08,5.799008495621649e-10,6.958810416790584e-09
1985,4.511668549866954e-08,2.4062232206745193e-09,3.609334831011779e-09
1986,5.2152024920815165e-08,0.0,4.196139880008332e-09
1987,3.972030881982391e-08,6.110816852533674e-10,5.49973533381376e-09
1988,4.257553243292023e-08,0.0,5.396898483667201e-09
1989,4.9941910162942804e-08,1.0976244357863152e-09,7.134558721588746e-09
1990,4.304434142454738e-08,1.089730194969718e-09,2.724325431913144e-09
1991,4.4547135757966316e-08,1.1722930404189924e-09,5.2753188484189195e-09
1992,4.0773585396891576e-08,5.509944167592096e-10,3.856960972825618e-09
1993,4.5421501226883265e-08,1.1078414852150331e-09,1.661762283333701e-09
1994,4.589186275438806e-08,5.274926606624319e-10,4.2199412852994556e-09
1995,4.0668382439434936e-08,5.422450821690461e-10,8.133675954979935e-09
1996,5.97866289808735e-08,1.067618438099771e-09,5.3380921904988554e-09
1997,5.178485906753849e-08,4.79489448146353e-10,2.876936688878118e-09
1998,4.5297227302398824e-08,0.0,5.2449422582867555e-09
1999,4.707307255102933e-08,0.0,5.484241505371301e-09
2000,4.9923755796044134e-08,1.7672125984802278e-09,5.743440834038438e-09
2001,5.695575211461801e-08,0.0,7.0099388516098315e-09
2002,4.8631559224077137e-08,0.0,5.257465574004527e-09
2003,4.5419458416517955e-08,4.1669229178253886e-10,5.000307723435071e-09
2004,5.109557932314601e-08,0.0,1.3214373595360485e-08
2005,4.909087181204086e-08,0.0,9.457874483587148e-09
2006,5.68268809786332e-08,8.235779835885637e-10,1.1941880373456115e-08
2007,5.152878657099791e-08,0.0,9.98619853476157e-09
2008,5.875266850807748e-08,1.2772318758180745e-09,1.4475294740634581e-08
2009,5.48342136141855e-08,4.76819250749827e-10,9.53638501499654e-09
2010,9.353109930998471e-08,4.723793023408973e-10,8.502827775203059e-09
2011,9.559929736724371e-08,3.82397197240536e-10,8.795135286732148e-09
2012,1.1302118707590125e-07,0.0,1.0893608681783462e-08
2013,1.115650007932345e-07,0.0,1.0319762822064149e-08
2014,1.2754472322740185e-07,0.0,1.3425760059249114e-08
2015,1.3210789973072679e-07,0.0,1.440773989003219e-08
2016,1.1392370424800902e-07,0.0,1.0563834251797743e-08
2017,9.936664469023526e-08,0.0,1.8363962794865074e-08
2018,1.2649186942326196e-07,5.162933414126769e-10,1.1874746519424662e-08
2019,1.14539346895981e-07,0.0,1.0459049626376782e-08
