year,quelques_DET îles_NOUN,quelques_DET iles_NOUN,quelques_DET fils_NOUN
1843,3.5382397367555996e-07,3.7804230856863796e-08,1.4590071040210262e-07
1844,2.876006179874935e-07,3.677335985718955e-08,1.4819115273789762e-07
1845,3.772234160592802e-07,3.9061595402678506e-08,1.2109094482681826e-07
1846,3.863970849948828e-07,4.683601084742861e-08,1.516315875083052e-07
1847,3.510988584309871e-07,4.0988498817284835e-08,1.1595430926547579e-07
1848,3.588168828727589e-07,5.390298735141741e-08,1.0297883790144624e-07
1849,3.276351243641784e-07,5.7817962639816756e-08,1.2988092912280536e-07
1850,2.389726541096593e-07,4.412847331991543e-08,9.844044246420935e-08
1851,2.631370996653004e-07,3.1602249261908355e-08,1.3543821197892214e-07
1852,2.3112435965089162e-07,4.036538281404489e-08,2.1875432043572118e-07
1853,3.636906455994904e-07,4.001194309211087e-08,1.2600775978199863e-07
1854,2.857615513107703e-07,3.325225317318825e-08,1.3664598208507073e-07
1855,3.0090333069665576e-07,4.8823821430232783e-08,1.51247707691482e-07
1856,2.2727860571336578e-07,2.6403664143970218e-08,6.678574226981482e-08
1857,2.0258262711791986e-07,2.3431243612037633e-08,1.1325100723880155e-07
1858,1.7421486298019317e-07,1.517039577292323e-08,1.2038443036876956e-07
1859,2.0725145688516022e-07,1.7822606501738392e-08,1.3341494131680065e-07
1860,2.489988166765045e-07,2.1970483377042882e-08,1.6432089600115773e-07
1861,1.711894812572723e-07,2.1693433105429705e-08,1.485528522415791e-07
1862,2.213813283802324e-07,2.25899317307654e-08,1.7213527359061231e-07
1863,2.0278161017017737e-07,1.8480097063733325e-08,1.3685261013307581e-07
1864,2.6275108844231454e-07,2.0617330287464597e-08,1.5726707225383052e-07
1865,2.038063549036906e-07,1.8827377157304426e-08,1.2096590218391157e-07
1866,1.990035638499421e-07,2.6760870741604492e-08,1.5910554118647724e-07
1867,1.9653886518256058e-07,1.1161466417775046e-08,1.9314190069508186e-07
1868,2.474876978908469e-07,1.8771521115290568e-08,1.575819807975165e-07
1869,2.14874845916313e-07,1.416220518635214e-08,1.4748228016614462e-07
1870,1.7431507659537715e-07,1.204150290590178e-08,1.6571401184606316e-07
1871,1.6250401202455578e-07,1.5931766128574054e-08,7.647247701747517e-08
1872,1.941195870713841e-07,1.6932549695702903e-08,1.179231183812135e-07
1873,2.0951015677894702e-07,2.8134221785602875e-08,1.2929770054626033e-07
1874,2.1030623598150555e-07,1.3144140331711185e-08,1.4757284461097697e-07
1875,2.1055219256993496e-07,1.2015206996007777e-08,1.390331050288296e-07
1876,2.0616910134663158e-07,2.2974855795609983e-08,1.6203319486152168e-07
1877,2.4430022849131205e-07,2.5976226503132693e-08,1.8245207855649426e-07
1878,2.2646582742424926e-07,2.1136810302024855e-08,1.5158113231272807e-07
1879,2.2299037194528637e-07,3.8488748299592146e-08,1.869453551961442e-07
1880,2.304006780917689e-07,2.1820677487127682e-08,1.1359587936965454e-07
1881,1.847714512503984e-07,2.789002989667111e-08,1.6734018792874394e-07
1882,2.4292156286520594e-07,1.9966155617723302e-08,1.9300617104534012e-07
1883,1.453447899812943e-07,1.5166413291911596e-08,1.5229607291944447e-07
1884,2.627475295113868e-07,2.5086449362277108e-08,1.6108140599158105e-07
1885,1.8176692373472747e-07,1.4180398244523218e-08,1.9659189209875194e-07
1886,1.6649936718238223e-07,2.7104548327994138e-08,1.5940055408947273e-07
1887,2.2002475930094079e-07,1.8280988667296327e-08,1.6518179801749966e-07
1888,1.7690314457752265e-07,1.5851536305788727e-08,1.9021844543942734e-07
1889,2.3243656777083288e-07,1.691586909435827e-08,1.8920713618086893e-07
1890,1.7500212479149013e-07,2.3595791043273806e-08,1.6844773398361212e-07
1891,1.6445487993621555e-07,2.740914517573856e-08,1.6827940285679688e-07
1892,1.6235446764767403e-07,2.19397926493059e-08,1.7050354017555946e-07
1893,1.884475446800593e-07,2.7712874106633478e-08,1.6073467268284958e-07
1894,1.4808616999317792e-07,1.2603078136663726e-08,1.7329232449014853e-07
1895,1.0953878515351789e-07,9.027921521465032e-09,1.7393796358788904e-07
1896,1.4565661321519485e-07,1.2973463803245266e-08,1.4093899114442365e-07
1897,1.1012488787542907e-07,1.631479740193953e-08,1.5207723080834512e-07
1898,1.069429046429704e-07,1.2448381103702388e-08,1.5673643272151594e-07
1899,1.1331536065029013e-07,1.6029977345510815e-08,1.6859114282397059e-07
1900,1.6040354555713066e-07,1.609226463195057e-08,1.3756290817568129e-07
1901,1.1568689872731852e-07,1.5089595462036698e-08,1.4418946769900742e-07
1902,1.0949933315629323e-07,9.329539363278627e-09,1.3699692491542237e-07
1903,9.018367830293528e-08,1.674068261792172e-08,1.7064695789770212e-07
1904,1.1555443979460733e-07,1.7198800605910947e-08,1.6392607360415923e-07
1905,1.4088871669315495e-07,2.270733934217617e-08,1.4759771183037174e-07
1906,1.3940739940210278e-07,2.1605575717398295e-08,1.7027251075774075e-07
1907,9.617117013860366e-08,8.742833679242779e-09,1.6045671724640442e-07
1908,9.03695556164763e-08,2.9468334439286537e-09,1.773011426564608e-07
1909,1.1772104713259068e-07,7.70137675853988e-09,1.4907665057961594e-07
1910,9.886679031012591e-08,9.085056262847502e-09,1.5604919934020245e-07
1911,1.4631028566469695e-07,1.2236860857939291e-08,1.558869637818816e-07
1912,1.0783502091271657e-07,7.814131675054625e-09,2.010836599453114e-07
1913,1.1878696870581962e-07,1.1666577537372547e-08,2.0628629826546785e-07
1914,1.5670380815180351e-07,1.2054139020278853e-08,1.4063162145916408e-07
1915,2.002729564409833e-07,1.5314990053916233e-08,1.307664572181011e-07
1916,1.2086208855954794e-07,5.493731025651982e-09,1.7470065216684816e-07
1917,1.3159709633114858e-07,1.425635154372884e-08,1.8862250428242078e-07
1918,1.1256648591029261e-07,1.72295644418341e-08,1.6195790752959738e-07
1919,1.2246438529928128e-07,7.366278753639932e-09,1.7679068409215404e-07
1920,1.3175683255539639e-07,9.086678076641874e-09,1.2494182399791498e-07
1921,9.46593394779427e-08,9.844571879913389e-09,1.612995204069989e-07
1922,1.1878476202653587e-07,8.853522970309058e-09,1.6231458488391581e-07
1923,9.978991410974913e-08,3.1847844361720945e-09,1.6773198652231258e-07
1924,6.574728628194748e-08,1.5469949210533684e-08,1.1989210602081357e-07
1925,9.458432681519469e-08,7.698724546756353e-09,1.8256975753416782e-07
1926,1.0700293184839893e-07,4.458455493683289e-09,1.7722360468042098e-07
1927,9.69982549836601e-08,8.919379901328739e-09,1.8284729419448809e-07
1928,1.2225863510462176e-07,1.599645738092903e-08,1.3596988557296186e-07
1929,8.35530460374656e-08,6.684243825105796e-09,1.6487800991171753e-07
1930,1.1974108327095223e-07,7.352522701786768e-09,1.6490657106515982e-07
1931,1.0949142303928738e-07,6.843213995466613e-09,1.5169124711889026e-07
1932,1.5672137454458834e-07,6.575722188983946e-09,2.082311958417904e-07
1933,1.605892749889648e-07,4.588264879146209e-09,1.6747166364794452e-07
1934,1.3778816843057484e-07,5.990790086229936e-09,1.41382651364097e-07
1935,1.1250186737754575e-07,1.0771455727365264e-08,1.699496374740761e-07
1936,1.188222018555507e-07,1.333718602225531e-08,1.2973444007968737e-07
1937,1.133200659975131e-07,7.554670999887492e-09,1.6746187814220548e-07
1938,1.4132083359097436e-07,1.8151300351654243e-08,1.6595473795177895e-07
1939,1.1164657109929976e-07,6.117620188206274e-09,1.192935918936655e-07
1940,1.4453962449145763e-07,5.0715658339584024e-09,1.318607090183832e-07
1941,1.3576912083479442e-07,0.0,1.5938114561464545e-07
1942,1.274368912618229e-07,1.2136847082899749e-08,1.8508691357332907e-07
1943,1.219358836124229e-07,5.806470415592457e-09,1.8580705352100324e-07
1944,1.7672523355827252e-07,6.4263723231761105e-09,1.5744612014145787e-07
1945,1.7645882888217557e-07,8.714016175304096e-09,1.895298478160612e-07
1946,1.4060314867947454e-07,1.6705325123211878e-08,1.4477947818392067e-07
1947,1.3232167361820757e-07,1.0728784083369192e-08,1.215928859821247e-07
1948,1.3372422014157337e-07,9.784698828951832e-09,1.7068864099911707e-07
1949,1.3645641505632966e-07,1.2762110923603132e-08,1.5020022603451366e-07
1950,8.61464244383825e-08,4.2541445921528975e-09,1.137983673960008e-07
1951,1.2900295509599147e-07,8.529121409139861e-09,1.4073050325080771e-07
1952,1.402458943422502e-07,7.381362521208246e-09,1.3075557170338925e-07
1953,1.3790499675536694e-07,1.1851209791302608e-08,1.7776814642544991e-07
1954,1.3290648670505334e-07,4.886268278880834e-09,1.1042965608609734e-07
1955,1.4078412036155896e-07,1.2201290200408721e-08,1.16381534631671e-07
1956,1.0116524373771085e-07,2.703553869665143e-08,1.0988638354803015e-07
1957,1.1308848402169502e-07,1.4136059989233729e-08,9.806891565489195e-08
1958,1.0340304124056843e-07,8.272243445794913e-09,1.141569594409475e-07
1959,1.2168673713119915e-07,1.0851046838844525e-08,1.1161076596266639e-07
1960,7.75133308650311e-08,4.844583401109048e-09,1.1696208179756695e-07
1961,9.866386319057341e-08,1.04222386276831e-08,1.6189210594319547e-07
1962,1.166919982864556e-07,1.331810839388936e-08,1.0908164949086085e-07
1963,1.1897538321203882e-07,1.2285501060915749e-08,9.50509830843771e-08
1964,1.2837172902457894e-07,4.8671746077921796e-09,1.1681219147519073e-07
1965,9.576076198669625e-08,1.1491291085352628e-08,8.700548903561867e-08
1966,1.235213660244483e-07,1.4401594583546284e-08,1.1576666114621048e-07
1967,9.466244543787639e-08,7.395503098805989e-09,8.973210707807766e-08
1968,1.0509912751199835e-07,1.2126822879210408e-08,9.027746106227141e-08
1969,9.67394446771408e-08,5.450109141769133e-09,8.720175070919822e-08
1970,9.887258944907273e-08,9.197450273612517e-09,1.0852990994791867e-07
1971,7.964516335334793e-08,9.249115584530898e-09,1.0328178978724623e-07
1972,9.490771901710104e-08,3.5911026929902334e-09,9.234264553015237e-08
1973,8.04927766662189e-08,4.961883459664307e-09,9.317314075829586e-08
1974,1.1701189084334374e-07,1.2376257685353664e-08,9.957261859483424e-08
1975,7.938957535813529e-08,3.998036124386317e-09,1.0109319781292925e-07
1976,8.456020017533206e-08,5.713526762818333e-09,1.0341483669407125e-07
1977,7.874887630876515e-08,1.2928920267718524e-08,1.0049296950143116e-07
1978,7.188115880296664e-08,1.1881182926387623e-08,1.3306925206180154e-07
1979,6.144572095578837e-08,9.363157360553487e-09,1.0123913796178385e-07
1980,8.755131919446768e-08,9.096240982664483e-09,1.1654559006757381e-07
1981,7.843681104624523e-08,6.3255494731073725e-09,1.1765522156537145e-07
1982,1.2787454561902223e-07,8.069752754913395e-09,1.086312892972785e-07
1983,7.578379168649008e-08,5.052252727288931e-09,9.283514401658977e-08
1984,7.07479002604039e-08,9.278413815039244e-09,1.0844145981181441e-07
1985,8.602247802969032e-08,9.02333718855175e-09,9.865515293583371e-08
1986,9.351397478596368e-08,5.395036861699509e-09,7.972665416744462e-08
1987,8.371818882579873e-08,8.555143538035992e-09,1.1182795134345724e-07
1988,9.47455509603401e-08,4.7972429917386705e-09,9.954279489576834e-08
1989,9.220044971947061e-08,2.7440609784434855e-09,1.0153026064330106e-07
1990,1.1932545884718593e-07,2.7243255429354463e-09,1.0733842570331831e-07
1991,1.0257564131421759e-07,1.7584395606284886e-09,8.850812438510047e-08
1992,1.1736181337873575e-07,4.95894991736634e-09,1.2948368421916712e-07
1993,8.087242986398735e-08,3.323524566667402e-09,1.240782463440837e-07
1994,9.653115973229376e-08,3.164956019485743e-09,1.1657587517532875e-07
1995,1.0302656683336409e-07,4.880205572987961e-09,9.163942049639218e-08
1996,1.0996470112267787e-07,1.0142375161947825e-08,9.661947064643073e-08
1997,8.34311633113316e-08,3.835915585170824e-09,9.829533365035559e-08
1998,1.0156115137771593e-07,2.8608774238492174e-09,9.202489081872045e-08
1999,1.0328654598268372e-07,3.1991407856146736e-09,1.0191548449611787e-07
2000,1.0249832849140716e-07,3.0926219363180962e-09,1.1486881579259034e-07
2001,9.857726590567495e-08,8.762423564512289e-10,1.0252035731461717e-07
2002,7.71094963436525e-08,1.752488598683044e-09,1.1303551517016786e-07
2003,1.0125622829093572e-07,1.2500768753476166e-09,9.333907247111028e-08
2004,7.664336898471902e-08,1.7619165015858584e-09,1.1892936546686883e-07
2005,8.737274059811284e-08,1.8014998381943315e-09,1.2340273958244552e-07
2006,9.924114885428992e-08,4.1178899179428186e-10,9.965293301661404e-08
2007,8.42835161662947e-08,1.9972397624634652e-09,1.154404589698288e-07
2008,9.53666501324335e-08,2.1287198115338413e-09,1.017528106217469e-07
2009,1.010856802707849e-07,9.53638501499654e-10,1.339862052418539e-07
2010,9.872727235737955e-08,4.723793023408973e-10,1.284871720130809e-07
2011,1.0401203520693514e-07,0.0,1.4989969709944262e-07
2012,1.0519140669629223e-07,1.3617010852229328e-09,1.4297862005463458e-07
2013,8.478940261014145e-08,1.9523875849358774e-09,1.7459922752038892e-07
2014,8.986597599403012e-08,0.0,1.7843268196315876e-07
2015,1.1105043018488914e-07,6.649726186358507e-10,1.8752227859408777e-07
2016,1.0625974233846591e-07,8.285360175719347e-10,1.9387742877796654e-07
2017,7.672614654730125e-08,2.0124890642847504e-09,1.5546477882821819e-07
2018,7.692770642719893e-08,7.744400121190154e-10,1.6030908867037397e-07
2019,8.749888324999233e-08,5.1019755087367e-10,1.5254906227113452e-07
