year,trois_DET eaux_NOUN,trois_DET faux_ADJ
1932,1.8631212128639163e-08,9.863582839386709e-09
1933,2.0647192178202545e-08,9.176529758292418e-09
1934,1.4377896206951846e-08,8.38710612072191e-09
1935,1.6755597798123745e-08,2.2739740757060645e-08
1936,2.182448710641438e-08,9.699771652549316e-09
1937,1.1332006222275481e-08,2.2664012888640173e-08
1938,6.482607339819424e-09,5.186085783037697e-09
1939,1.6823456405745674e-08,1.6823456405745674e-08
1940,1.0143131667916805e-08,1.0143131667916805e-08
1941,1.7709016475464523e-08,8.854508237732261e-09
1942,6.068423541449874e-09,9.102635090130207e-09
1943,1.7419411690866582e-08,2.9032351633873077e-08
1944,3.2131861615880553e-09,9.639558484764166e-09
1945,8.714016175304096e-09,1.9606536838523425e-08
1946,1.3921104269343232e-08,1.1136883415474585e-08
1947,2.8610090296865565e-08,8.344609447874518e-09
1948,1.0871888278529696e-08,9.784699273041042e-09
1949,1.3743811422273211e-08,4.908504269707237e-09
1950,1.70165788127008e-08,2.5524867108828175e-08
1951,1.0661401539380222e-08,1.4925962688039363e-08
1952,1.7926167217297007e-08,1.3708244650523227e-08
1953,1.185120990232491e-08,1.2928592640903958e-08
1954,1.2704296725729591e-08,1.5636057781875934e-08
1955,4.6928039232341234e-09,1.2201289756319511e-08
1956,2.8779767013986657e-08,1.831439710997529e-08
1957,2.47381048978923e-08,8.835037423882142e-09
1958,1.8198935247681902e-08,1.4062813580295597e-08
1959,1.705164498488898e-08,1.007597205671118e-08
1960,9.689166802218097e-09,7.612916519406099e-09
1961,8.33779090214648e-09,1.5980766376877398e-08
1962,1.268391242037481e-08,1.1415521861124489e-08
1963,2.392439713005956e-08,2.0044765847160306e-08
1964,1.0951143103454797e-08,1.0342746159519578e-08
1965,1.860494691641179e-08,1.2038495811328431e-08
1966,1.1632056873267516e-08,9.970334780007306e-09
1967,1.4791006530678885e-08,1.18328057352457e-08
1968,1.7067379731727783e-08,1.661823822995956e-08
1969,1.0446042669753908e-08,1.1354394285900682e-08
1970,1.655541059797372e-08,9.197449912790034e-09
1971,2.6719667811647696e-08,1.798439130951124e-08
1972,1.8468529372484e-08,2.2572646196650226e-08
1973,1.0475087075523248e-08,1.2680368366435602e-08
1974,1.2938814686336286e-08,2.0814615808717463e-08
1975,2.1703624231150798e-08,1.3707551982378163e-08
1976,1.142705374768127e-08,1.7711933031350213e-08
1977,2.8796231177352638e-08,7.639816612670103e-09
1978,1.8415833413776284e-08,7.72276909088987e-09
1979,2.0481905949054635e-08,1.0533552252667278e-08
1980,1.8192481354706302e-08,1.0801786576308814e-08
1981,3.09951919685858e-08,2.4037088541817297e-08
1982,1.8622506647858472e-08,1.9243256987877544e-08
1983,2.084054306905614e-08,1.5788289786655696e-08
1984,1.681712458179163e-08,2.4935735809528126e-08
1985,3.128090220183566e-08,2.0452897042666507e-08
1986,1.3187867908825979e-08,1.1389522214244607e-08
1987,2.077677729861449e-08,1.0388388482773792e-08
1988,1.798966176025374e-08,1.2592763054541933e-08
1989,1.8659615408367358e-08,2.250130037850795e-08
1990,1.9070277801347402e-08,1.9615143953544134e-08
1991,2.2859715009815318e-08,1.758439494015107e-08
1992,1.1019888224161889e-08,1.157088269643225e-08
1993,2.4926434250005514e-08,1.938722604677423e-08
1994,2.215469208088905e-08,1.4769794220992338e-08
1995,1.8436332793747567e-08,1.3556127331781909e-08
1996,1.3345230698291743e-08,1.441284935843612e-08
1997,8.151320618488e-09,1.0069278189028807e-08
1998,1.8118891276230897e-08,1.1443509806419172e-08
1999,1.1882523187622951e-08,1.325358303660984e-08
2000,1.6788519130450652e-08,1.590491338632205e-08
2001,1.8401088985875447e-08,2.4096664219541708e-08
2002,1.2267419968736704e-08,2.1029863794819192e-08
2003,1.750107614384433e-08,2.3334768339822176e-08
2004,1.3214373428827031e-08,2.1583477588515976e-08
2005,1.0808999029165989e-08,1.5763123695222703e-08
2006,1.4412614657288714e-08,1.1941880539989569e-08
2007,1.2382886716011399e-08,1.1983438241713884e-08
2008,1.0217855089811323e-08,9.792111343998045e-09
2009,1.1443661795951243e-08,1.3350939020995156e-08
2010,1.1809482836078189e-08,7.0856894796023084e-09
2011,6.1183551280930004e-09,1.988465370139636e-08
2012,7.829781378809741e-09,1.5319137181002418e-08
2013,6.972812605088308e-09,1.4224537325802089e-08
2014,9.311414264634443e-09,1.2559581735738234e-08
2015,7.536356427806368e-09,1.3742767479563156e-08
2016,7.45682449121432e-09,1.7606389679514223e-08
2017,4.528100561174142e-09,1.4842106765833307e-08
2018,7.48625367252842e-09,1.2391040138393095e-08
2019,5.35707450621814e-09,1.2754939049397507e-08
