year,autres_ADJ âmes_NOUN,autres_ADJ ames_NOUN,autres_ADJ femmes_NOUN
1856,2.0398125855081162e-07,2.2779633290781476e-08,1.4770521374884993e-06
1857,3.5146865684509976e-07,2.147864019974577e-08,1.8095754512614803e-06
1858,2.941099239706091e-07,1.9085335867252695e-08,1.8674268176255282e-06
1859,3.4779543511831434e-07,6.110608019582742e-09,1.5210322317216196e-06
1860,2.2107798258730327e-07,9.612086460109026e-09,1.6198654293475556e-06
1861,3.5605526704785007e-07,4.244367357575385e-09,1.3166970802558353e-06
1862,3.14451853000719e-07,1.1294965879260488e-08,1.4462074204857345e-06
1863,2.64215429979231e-07,7.491931519609807e-09,1.4844013094261754e-06
1864,2.382979857884493e-07,2.06173303984869e-08,1.4849272247374756e-06
1865,2.033356736319547e-07,6.589582213223366e-09,1.4581803498003865e-06
1866,2.2819725131739688e-07,4.37905156580598e-09,1.3146885748938075e-06
1867,1.9265661421741243e-07,4.367530337390235e-09,1.3529638636100572e-06
1868,2.025348351253342e-07,5.433861360870651e-09,1.4345393992698519e-06
1869,2.6126826924155466e-07,2.441759683335931e-09,1.7976234403249691e-06
1870,1.9667787398702785e-07,8.027668307875047e-09,1.4897058235874283e-06
1871,1.4338588982809597e-07,8.496941816815706e-09,1.153459834313253e-06
1872,1.9411959328863304e-07,4.8378714367913744e-09,1.2306335293033044e-06
1873,2.0711576098619844e-07,8.979006316245375e-09,1.0637129435053794e-06
1874,1.1530995891462226e-07,4.779687312606029e-09,1.320986029895721e-06
1875,1.4418247928915662e-07,1.0298749131276708e-08,1.3811766166327288e-06
1876,1.6868381180756842e-07,3.02300739996042e-09,1.3917925798523356e-06
1877,1.7193788437452895e-07,6.184815992682502e-09,1.2808753808712936e-06
1878,1.437303041029736e-07,8.454723976480949e-09,1.158901113740285e-06
1879,1.6250805856543593e-07,7.94212251520321e-09,1.4344695955514908e-06
1880,1.5852080537115398e-07,2.5671385017744797e-09,1.3734190815739566e-06
1881,1.3526664588425774e-07,2.7890030285249168e-09,1.2341338333499152e-06
1882,1.457529350545883e-07,5.324307883469714e-09,1.4242524457586114e-06
1883,1.6430281846169237e-07,3.791603475633565e-09,1.214576968777692e-06
1884,1.5381954199256143e-07,1.3203393933736152e-09,1.2351774785201997e-06
1885,1.443822412738882e-07,5.156508664505566e-09,1.1801959090007585e-06
1886,1.3745878391091537e-07,5.1627709884982664e-09,1.0841819175766432e-06
1887,1.4037188122983935e-07,2.6115698492645834e-09,1.0394047649242566e-06
1888,1.6231973631875007e-07,6.340614699951175e-10,1.0956582627841271e-06
1889,1.4723070762556745e-07,2.506054641582267e-09,1.135242769123579e-06
1890,1.3108773089243186e-07,7.865263995654459e-09,1.249921524504316e-06
1891,1.5043158896332898e-07,4.46195413950079e-09,1.1084769084845902e-06
1892,1.8366741016961896e-07,1.8805537127519756e-09,1.1157951576024061e-06
1893,1.576554637949812e-07,1.2316833108982905e-09,1.1386912319721887e-06
1894,1.4934647651898558e-07,1.0082462864602348e-08,1.1216740176678286e-06
1895,2.2991108039605024e-07,5.416753046105782e-09,1.2199731145301485e-06
1896,1.8752551511624915e-07,1.179405795248556e-09,1.1222045941394754e-06
1897,2.1733642086019245e-07,6.992056045262984e-09,1.1169810250066803e-06
1898,2.1275414496813028e-07,6.2241901632731356e-09,1.1973079381277785e-06
1899,2.1447004883157206e-07,4.9748205555033564e-09,1.3448598110699095e-06
1900,2.0089375141196797e-07,1.038210628578895e-09,1.2006905762973474e-06
1901,2.0398897504492197e-07,1.1177477832191585e-09,1.2295225815250888e-06
1902,1.5860216251439851e-07,3.437198747846537e-09,1.0075902991957264e-06
1903,1.5714641676822794e-07,2.1600881083827517e-09,1.0292819752066862e-06
1904,1.8811188340350782e-07,5.374625189347171e-10,9.63132833931013e-07
1905,1.96624924342359e-07,4.6446830825885854e-09,1.019765932142036e-06
1906,2.2017110268279794e-07,2.0576738091193647e-09,1.1651577551674563e-06
1907,2.2525654230776126e-07,7.199980611716228e-09,1.1946825679842732e-06
1908,1.9449100818746956e-07,7.858222517143076e-09,1.4090775266595301e-06
1909,2.7834977345264633e-07,7.151278569317299e-09,1.463811713620089e-06
1910,1.6620307974335446e-07,1.068830135508847e-09,1.5743868289064267e-06
1911,2.2930812804133893e-07,1.5961122423746588e-09,1.2486917739806813e-06
1912,2.2140039845908177e-07,1.0418842455450772e-09,1.306522790400777e-06
1913,2.391648479260766e-07,3.7120927443012874e-09,1.2716569699477986e-06
1914,2.846116160526435e-07,6.696743715117748e-10,1.1438038427513675e-06
1915,2.438617627831263e-07,1.1780761921542648e-09,9.683786856840015e-07
1916,2.8347650982141204e-07,0.0,1.0811662605192396e-06
1917,3.015766765201988e-07,6.5798546611262054e-09,1.1613443575697602e-06
1918,2.6763257210404845e-07,3.44591288836682e-09,8.741132546674635e-07
1919,2.568989714291092e-07,2.762354511798293e-09,1.1279614682280226e-06
1920,2.627564299473306e-07,3.028892692213958e-09,1.262290993508941e-06
1921,2.0825055457862618e-07,2.2718242842501013e-09,1.133640239459055e-06
1922,2.1396013494268118e-07,4.4267612908655e-09,1.5604333611918264e-06
1923,3.386487321677123e-07,4.246379248229459e-09,1.3683957149623893e-06
1924,2.1786844683902018e-07,1.4180786767070686e-08,1.412922074450762e-06
1925,2.705551764847769e-07,5.499088961968823e-09,1.4704563682244043e-06
1926,2.2738122140708583e-07,4.458455382660986e-09,1.50138487242657e-06
1927,2.2521433606925712e-07,1.1149224876660924e-09,1.6879926079127472e-06
1928,2.0109833087644802e-07,0.0,1.3357042689676746e-06
1929,1.9050095545480872e-07,0.0,1.2989713695787941e-06
1930,2.19525318811975e-07,4.201441528017824e-09,1.285641019421746e-06
1931,1.790641022125783e-07,0.0,1.114303358917823e-06
1932,1.4028206862803927e-07,8.767629400274757e-09,1.1639027661658474e-06
1933,2.58089897897662e-07,9.176529758292418e-09,1.0633303872964461e-06
1934,1.605531707582486e-07,1.1981580172459871e-09,1.1634114116532146e-06
1935,2.154291109945916e-07,8.377798899061872e-09,1.1549394685061998e-06
1936,2.0733261862915242e-07,8.487300195980652e-09,1.2949195706823957e-06
1937,1.309476260757947e-07,1.2591118148108649e-09,1.1332006124575855e-06
1938,1.6984431283617596e-07,1.2965214457594243e-09,1.1733519613699173e-06
1939,1.5446991596945736e-07,4.588215141154706e-09,1.2495239616328035e-06
1940,1.6989746143281081e-07,0.0,7.024118531262502e-07
1941,1.2986610897769424e-07,0.0,1.0595894082143786e-06
1942,2.3363431012057845e-07,6.068423541449874e-09,1.3502242381946417e-06
1943,2.1483940315647487e-07,0.0,1.2890363905171398e-06
1944,2.4741532911320974e-07,3.2131861615880553e-09,1.1760261031668051e-06
1945,2.374569447738395e-07,2.178504043826024e-09,1.3855285487807123e-06
1946,2.3665877790790546e-07,1.3921104269343232e-09,1.4296973631644505e-06
1947,1.8596558959416143e-07,3.5762612871081956e-09,1.2862619769293815e-06
1948,2.3591996978211682e-07,0.0,1.1937332828892977e-06
1949,1.5412703646688897e-07,9.817008317369869e-10,1.258540464732505e-06
1950,1.669751696908861e-07,5.317680518146517e-09,1.3613262126455083e-06
1951,2.484106573774625e-07,1.0661401761424827e-09,1.3539980727728107e-06
1952,1.5606309489157866e-07,3.1634410646574906e-09,1.2463958682928933e-06
1953,1.8638721144270676e-07,4.3095309543161875e-09,1.247609247911896e-06
1954,1.485425542568919e-07,5.86352189024808e-09,1.549924263599678e-06
1955,1.6330957919308275e-07,2.815682353940474e-09,1.3045994364802027e-06
1956,1.613411200196424e-07,8.721141364631535e-09,1.3003221965846024e-06
1957,1.4577811668914364e-07,8.835037701437898e-10,1.1750599924198468e-06
1958,1.0919361415062667e-07,5.790570245522986e-09,1.2416637673595687e-06
1959,1.0773539571573565e-07,1.3176271629333769e-08,1.175788497675967e-06
1960,1.0865708333085422e-07,4.844583401109048e-09,1.2678966641033185e-06
1961,1.5216468796097615e-07,0.0,1.2610909152499516e-06
1962,1.1732619498161512e-07,4.439369427622353e-09,1.3058088370598853e-06
1963,1.3837353662893292e-07,2.5864212993553792e-09,1.2531211268651532e-06
1964,1.6670072966462612e-07,3.6503808864551957e-09,1.3701096577278804e-06
1965,1.7893582082706416e-07,6.5664522708175355e-09,1.3756716725765727e-06
1966,1.4623157085225102e-07,6.6468897053084675e-09,1.3603967090602964e-06
1967,1.3213299610015383e-07,5.423369253687582e-09,1.4490256035060156e-06
1968,1.554029864792028e-07,8.98283158967672e-09,1.4624049526901217e-06
1969,1.0400625427564592e-07,4.087581995104728e-09,1.1985698620264884e-06
1970,1.3244327590200555e-07,6.438215072179787e-09,1.2182022146589588e-06
1971,9.968491099243693e-08,8.221435976452085e-09,1.139696564678161e-06
1972,9.080360285906863e-08,9.234264020108185e-09,1.1486398534543696e-06
1973,8.821125874192148e-08,1.1577728220579786e-08,1.156670123236836e-06
1974,7.313243344242437e-08,6.188128898187983e-09,1.0975489885822753e-06
1975,6.568202337575713e-08,2.8557400888473694e-09,1.2656639682973037e-06
1976,7.084773301357927e-08,5.713526873840635e-10,1.2626894658751553e-06
1977,8.109959281910051e-08,2.3507127355770763e-09,1.5420675936184125e-06
1978,1.0336628974982887e-07,5.346532216954358e-09,1.6508903399881092e-06
1979,1.0709111109008518e-07,3.511183899185255e-09,1.5613064761055284e-06
1980,7.674953650393945e-08,1.2507331170752423e-08,1.5702386235716403e-06
1981,9.235302655952182e-08,3.795329828193417e-09,1.7787444903660798e-06
1982,9.125028554990422e-08,3.7245013739806154e-09,1.7337554254481802e-06
1983,8.715136345927021e-08,5.052252838311233e-09,1.892068667075364e-06
1984,1.1134096666864934e-07,3.479405208395292e-09,1.8127700514014577e-06
1985,9.62489252742671e-08,4.812446441349039e-09,1.8804634009939036e-06
1986,8.632058978719215e-08,2.997242676272549e-09,1.7971467514144024e-06
1987,8.49403534175508e-08,4.888653482026939e-09,1.7531933735881466e-06
1988,7.79551996288319e-08,5.396898261622596e-09,1.7078185692298575e-06
1989,7.628489839817121e-08,2.1952488715726304e-09,1.7638824374444084e-06
1990,8.663354833515768e-08,5.44865097484859e-10,1.7691769471639418e-06
1991,9.319729343815197e-08,4.689172272698272e-09,1.8387415821052855e-06
1992,1.019339705976563e-07,3.856960972825618e-09,1.8028537169811898e-06
1993,8.807339924032931e-08,9.41665256881663e-09,1.9464775959932012e-06
1994,1.1499339791498642e-07,2.1099705871385765e-09,1.8694339587455033e-06
1995,8.24212520456058e-08,5.422450821690461e-10,1.7980846678256057e-06
1996,8.594328448907618e-08,3.2028553142993132e-09,2.0476920781220542e-06
1997,8.918503624499863e-08,2.3974471297094624e-09,1.966386207641335e-06
1998,9.250170762697962e-08,2.3840645013706308e-09,1.969714276128798e-06
1999,1.0785674930957612e-07,4.113181045761749e-09,2.1388541426858865e-06
2000,1.0161472374647929e-07,2.2090156370779823e-09,2.103424776578322e-06
2001,1.0690156670989381e-07,3.066848275334877e-09,2.247561724288971e-06
2002,9.594874939011788e-08,6.571832189550264e-09,2.423691739750211e-06
2003,1.1292360824199932e-07,1.2500768753476166e-09,2.398064225417329e-06
2004,8.457199385247804e-08,4.404791253964646e-10,2.488706968506449e-06
2005,1.0718923704189365e-07,3.6029997874109654e-09,2.3752775177854346e-06
2006,9.924114863224531e-08,3.294311934354255e-09,2.5180897864629515e-06
2007,8.468296641694906e-08,4.793375391054511e-09,2.9834766337444307e-06
2008,9.110920728971905e-08,3.405951742863067e-09,2.7732962735171895e-06
2009,1.0442341391581067e-07,7.1522885392028e-09,2.9310078843991505e-06
2010,8.313875810017635e-08,0.0,3.364757731105783e-06
2011,1.105127864775568e-07,0.0,3.25687688018661e-06
2012,1.3344670435344597e-07,3.404252713057332e-10,3.7569332107523223e-06
2013,1.358303904908098e-07,5.578250084070646e-10,3.881346401612973e-06
2014,1.8319666139632318e-07,4.330890368553497e-10,4.299491592973936e-06
2015,1.835324496823887e-07,8.86630172058922e-10,3.877233666571556e-06
2016,2.002985866056406e-07,1.86420612280358e-09,3.90447576137376e-06
2017,1.5948975828905532e-07,1.5093667704579872e-09,3.821465270448243e-06
2018,1.8173525972997595e-07,2.5814667070633845e-10,4.3724880924855825e-06
2019,2.237216278899723e-07,0.0,4.181324129604036e-06
