year,vos_DET os_NOUN,vos_DET fosses_NOUN
1866,6.179328693178832e-08,3.8924903300596725e-09
1867,6.939520602600169e-08,9.7056229719783e-10
1868,5.433861460790723e-08,4.93987406535723e-10
1869,4.590507829416168e-08,4.883519144627257e-10
1870,7.167560767129544e-08,1.7202146374017957e-09
1871,4.248470730772169e-08,5.3105884134652115e-09
1872,5.7449723089852966e-08,0.0
1873,4.6092235805872406e-08,4.190203295451056e-09
1874,3.2262889249068394e-08,1.1949218281515073e-09
1875,5.0921592276154115e-08,1.716458086775674e-09
1876,3.688068872520489e-08,6.04601479992084e-10
1877,2.473926408175231e-08,3.710889595609501e-09
1878,2.4760263839240793e-08,0.0
1879,4.215434479259983e-08,0.0
1880,3.3372799634889816e-08,3.8507077526617195e-09
1881,4.532129793677342e-08,0.0
1882,5.657077450926806e-08,1.9966155395678697e-09
1883,3.033282780506852e-08,0.0
1884,3.300848483434038e-08,1.3203393933736152e-09
1885,2.513797880965285e-08,0.0
1886,3.743009102663564e-08,0.0
1887,2.676859012229471e-08,0.0
1888,4.5018364147608736e-08,0.0
1889,3.3205225236088154e-08,2.5060546970934183e-09
1890,4.129263386776216e-08,0.0
1891,2.8683990294098294e-08,0.0
1892,1.6298132621272998e-08,1.8805537127519756e-09
1893,2.6481190629201734e-08,2.463366621796581e-09
1894,4.4110773700367645e-08,6.301539290376468e-10
1895,2.1065151400989635e-08,1.2037228991346183e-09
1896,2.653663089269287e-08,1.179405795248556e-09
1897,3.962165073811974e-08,0.0
1898,2.4896762096382474e-08,3.3950129374460403e-09
1899,2.1004797901014172e-08,0.0
1900,2.4917054419759666e-08,0.0
1901,3.185581243236868e-08,0.0
1902,1.7677022512430085e-08,0.0
1903,2.8621167658116065e-08,1.0800440541913758e-09
1904,2.741058846567057e-08,0.0
1905,4.3866453580676534e-08,0.0
1906,1.8004646107350197e-08,5.144184522798412e-10
1907,2.15999426123048e-08,0.0
1908,2.2592390180875555e-08,0.0
1909,2.970531171042623e-08,5.500983557560346e-10
1910,4.061554459422467e-08,0.0
1911,3.1390207766435196e-08,2.128149656499545e-09
1912,4.3238195857053796e-08,1.0418842455450772e-09
1913,2.545435129341911e-08,3.181793939432964e-09
1914,2.2768928353844586e-08,1.3393487430235496e-09
1915,3.2986132492140996e-08,2.3561523843085297e-09
1916,5.383856560570166e-08,3.2962386153911893e-09
1917,4.934890984742424e-08,4.386569774084137e-09
1918,4.82427813253139e-08,3.44591288836682e-09
1919,1.9336480860943084e-08,0.0
1920,6.057785206792232e-08,7.572231730534895e-10
1921,2.6504615391331754e-08,0.0
1922,4.500540562446531e-08,6.640141769764796e-09
1923,4.7771765654403e-08,4.246379248229459e-09
1924,3.9964034748152244e-08,0.0
1925,2.6395627683584166e-08,0.0
1926,3.2323799858957614e-08,2.229227691330493e-09
1927,2.787306307983073e-08,1.1149224876660924e-09
1928,3.7705937039334e-08,1.1426041224282812e-09
1929,3.0079096546842266e-08,1.1140406375176326e-09
1930,3.2561171536826805e-08,0.0
1931,2.0529641986399838e-08,0.0
1932,1.3151444377967891e-08,2.1919073223131136e-09
1933,2.982372038218273e-08,0.0
1934,2.6359476379411717e-08,0.0
1935,1.555876849579363e-08,0.0
1936,2.0612014761667297e-08,0.0
1937,1.7627565185307503e-08,1.2591118148108649e-09
1938,1.944782235252518e-08,0.0
1939,1.8352860564618823e-08,0.0
1940,1.5214697723919812e-08,0.0
1941,3.246652813260198e-08,2.9515025978810172e-09
1942,3.944475457373642e-08,0.0
1943,1.7419411690866582e-08,2.9032352077962287e-09
1944,4.819779242382083e-08,0.0
1945,3.485606470121638e-08,2.178504043826024e-09
1946,3.480275978517966e-08,6.960552134671616e-09
1947,2.1457568166738383e-08,1.3112957830685446e-08
1948,2.6092530802657166e-08,5.435944139264848e-09
1949,3.7304630495782476e-08,0.0
1950,2.2334258220624292e-08,2.1270722960764488e-09
1951,2.2388944032059044e-08,0.0
1952,3.4797853487589236e-08,1.0544803918932644e-09
1953,1.939289007157896e-08,0.0
1954,2.5408593895548393e-08,0.0
1955,2.3464019616170617e-08,9.385607846468247e-10
1956,2.703553825256222e-08,0.0
1957,3.268964121616591e-08,2.6505113659425206e-09
1958,2.978007690446205e-08,8.272243445794913e-10
1959,2.1702094343822864e-08,0.0
1960,5.052208251754564e-08,0.0
1961,3.5435612832923624e-08,0.0
1962,2.4733629200301976e-08,0.0
1963,3.103705459306383e-08,0.0
1964,3.8937397306426647e-08,1.2167936658258327e-09
1965,2.407699106754535e-08,2.73602163147757e-09
1966,4.542041442956446e-08,0.0
1967,2.021437633947798e-08,1.4791006197611978e-09
1968,3.638046786047511e-08,0.0
1969,3.360900702187308e-08,2.2708788183223305e-09
1970,3.449043717296263e-08,9.197450023812337e-10
1971,3.751030086540652e-08,0.0
1972,3.6937058189856486e-08,5.130146862875051e-10
1973,2.921997932503473e-08,1.102640756478479e-09
1974,2.7565301152776556e-08,1.1251143350321513e-09
1975,2.7415104852934746e-08,0.0
1976,2.913898611289767e-08,1.7140580066410394e-09
1977,2.879623084428573e-08,0.0
1978,3.089107636355948e-08,0.0
1979,3.2185852205657284e-08,0.0
1980,2.6720208268216084e-08,0.0
1981,4.301373757176208e-08,1.2651099057237047e-09
1982,3.600351305976801e-08,0.0
1983,2.5892795463278162e-08,0.0
1984,2.8415141350990325e-08,0.0
1985,2.406223209572289e-08,6.015558051686298e-10
1986,2.937297871596911e-08,1.1988970927134801e-09
1987,1.772136820621384e-08,6.110816852533674e-10
1988,2.6984492806914062e-08,5.996553809062277e-10
1989,2.469655058234821e-08,5.488122178931576e-10
1990,2.669838927715773e-08,1.6345953479657283e-09
1991,2.344586091940215e-08,1.1722930404189924e-09
1992,2.314176583695371e-08,5.509944167592096e-10
1993,2.437251228615267e-08,2.2156829704300662e-09
1994,4.74743406808642e-08,2.1099706426497278e-09
1995,2.2774294172744902e-08,2.1689803286761844e-09
1996,3.0427123709486636e-08,5.338092190498855e-10
1997,2.3494982959171296e-08,1.438468344439059e-09
1998,3.7191408730485875e-08,0.0
1999,2.5593125674294726e-08,2.285100553223174e-09
2000,2.6066385050427243e-08,4.4180314962005696e-10
2001,2.628727080455917e-08,8.762423564512289e-10
2002,3.855474961511618e-08,3.504977197366088e-09
2003,2.4168153534009917e-08,1.6667691671301554e-09
2004,3.347641452933203e-08,1.3214374039449694e-09
2005,3.3327748116818157e-08,4.5037495954858286e-10
2006,2.9237017695749046e-08,2.4707338397433887e-09
2007,2.9559147685098708e-08,3.1955835755326234e-09
2008,5.2792252680511353e-08,1.7029758714315335e-09
2009,4.2913731901350616e-08,2.860915504498962e-09
2010,6.282644715582819e-08,4.723793023408973e-10
2011,5.1241222709386136e-08,2.6767803529281764e-09
2012,8.782972127363564e-08,2.7234021704458655e-09
2013,8.14424541140113e-08,1.1156500168141292e-09
2014,9.116524468666398e-08,1.2992671383216248e-09
2015,1.2013838279756328e-07,3.103205470367243e-09
2016,1.2283046446626145e-07,2.278474076078396e-09
2017,1.0666191929686875e-07,2.264050280587071e-09
2018,1.1616600215091921e-07,2.8396134332808742e-09
2019,1.1198836347148244e-07,2.04079020349468e-09
