year,des_DET autos_NOUN,des_DET photos_NOUN
1902,6.383369222096036e-09,1.4730852093691738e-09
1903,1.8900770282215262e-08,3.2401321625741275e-09
1904,9.674325340824907e-09,1.0211787859759625e-08
1905,2.47716436252432e-08,5.676835002077496e-09
1906,4.063905750806285e-08,8.230695236477459e-09
1907,4.0628463704450724e-08,5.142843484406967e-09
1908,6.630375382066234e-08,1.1296195090437777e-08
1909,4.840865636124292e-08,1.1001967337165297e-08
1910,3.580581120488091e-08,2.5651923141190025e-08
1911,6.756875492452963e-08,2.2345571171200618e-08
1912,5.417798187856704e-08,2.1358627477763292e-08
1913,1.0765069202722799e-07,1.3257474229533273e-08
1914,1.1585366294086796e-07,3.4153393890790085e-08
1915,3.157244066187559e-07,5.536958258556268e-08
1916,6.196928623580789e-07,5.273981873443745e-08
1917,4.825226653792924e-07,1.1295417134959962e-07
1918,3.2621308587721387e-07,8.959373154482364e-08
1919,3.462150885980009e-07,6.445493661022539e-08
1920,2.407969716955449e-07,5.5277290744726315e-08
1921,2.597452350983076e-07,5.452378104564559e-08
1922,2.995441755748729e-07,9.148639978917572e-08
1923,2.707066890650367e-07,1.1146745837464778e-07
1924,2.3978420848891346e-07,9.024136771174085e-08
1925,2.6285645660095724e-07,9.788378596553571e-08
1926,2.853411338321621e-07,6.687682940764716e-08
1927,3.1886783702361754e-07,1.2933100546064225e-07
1928,3.199291618294353e-07,1.816740549109852e-07
1929,3.5426492717149927e-07,1.3702699908080263e-07
1930,3.8128081492061483e-07,1.649065701769814e-07
1931,3.729551671938225e-07,1.6195605923030598e-07
1932,3.002913101513016e-07,2.498774378523194e-07
1933,3.4526692016534355e-07,1.7894232584581005e-07
1934,3.546547873156669e-07,2.084794967771586e-07
1935,3.4468657261754743e-07,2.1542910744187793e-07
1936,3.249423499163129e-07,2.521940629662822e-07
1937,2.996686134792981e-07,3.3240550578739203e-07
1938,3.5524688379862113e-07,3.6172946948909157e-07
1939,3.6246900148029226e-07,3.0893981062263265e-07
1940,3.2458021337333776e-07,2.814719106680741e-07
1941,4.191133626818555e-07,3.482773003327111e-07
1942,3.216264445882189e-07,5.127817921390943e-07
1943,3.4838822005056613e-07,4.383885148229183e-07
1944,3.8879552377579785e-07,4.755515483623185e-07
1945,6.252306476994818e-07,5.533400084800633e-07
1946,4.0231991960126834e-07,5.192572025691788e-07
1947,4.0411752766367215e-07,4.6968230194011085e-07
1948,3.0006411022576174e-07,4.968452635978338e-07
1949,2.611324205759047e-07,5.065576260676607e-07
1950,2.7651939049633256e-07,5.498482167354268e-07
1951,2.5480750664996776e-07,5.970384968634335e-07
1952,2.6467458213996764e-07,7.181011376644619e-07
1953,2.0578010229144184e-07,7.778703334793136e-07
1954,2.697219900760217e-07,8.023251893973793e-07
1955,2.49657161610628e-07,8.296877496150046e-07
1956,2.2500545426851204e-07,9.113593009146825e-07
1957,2.4473054410778516e-07,7.757162805432927e-07
1958,2.655390181627304e-07,8.247426990237727e-07
1959,2.480239373880977e-07,8.184789805909531e-07
1960,2.4568958734150215e-07,8.007404019849673e-07
1961,2.0844477466308575e-07,8.636561901198547e-07
1962,2.105529475215917e-07,9.798322579968044e-07
1963,2.6252175899799113e-07,9.362845148075394e-07
1964,2.2510682384790925e-07,9.016440927211988e-07
1965,1.855022642160975e-07,8.788101908407953e-07
1966,2.0217622809237668e-07,8.508018964903385e-07
1967,2.2778150920998996e-07,9.303542967131762e-07
1968,1.9852057531188905e-07,9.813743702125066e-07
1969,1.789452588329965e-07,1.000095050329719e-06
1970,1.545171553485325e-07,8.903131671900155e-07
1971,1.4438897433244335e-07,1.0605651823425433e-06
1972,1.472352206266514e-07,1.1229891896391564e-06
1973,1.7311459643565286e-07,1.1798256380757266e-06
1974,2.0870871364486732e-07,1.2038723795626538e-06
1975,1.4792733837865057e-07,1.3421978053429484e-06
1976,1.434095242558442e-07,1.2923997729785697e-06
1977,1.5103329964460954e-07,1.3246266306055077e-06
1978,1.2415836281309822e-07,1.5308903655864015e-06
1979,1.304990047135135e-07,1.5045423609194586e-06
1980,1.4212876031649557e-07,1.7726300001186246e-06
1981,1.492829753146907e-07,1.943208786769901e-06
1982,1.3035754520274168e-07,1.986400718578807e-06
1983,1.3704236145883897e-07,2.0095335457881447e-06
1984,1.542536320897625e-07,2.074885301794893e-06
1985,1.1910804964543331e-07,2.04288360805549e-06
1986,1.1749191841659012e-07,2.117851636285195e-06
1987,1.1610551808871605e-07,2.0306244437051646e-06
1988,1.1873176752885684e-07,1.9057048561421652e-06
1989,1.426911826474253e-07,1.8066898306301482e-06
1990,1.5256222773984973e-07,2.016000863136469e-06
1991,1.3950287558461838e-07,2.0943015073271454e-06
1992,1.7411423769431167e-07,2.0772489648379633e-06
1993,1.3737234039190582e-07,1.923212806786978e-06
1994,1.1552089596023052e-07,1.925348186659903e-06
1995,1.0194207378244613e-07,2.1814518760265855e-06
1996,9.341661311168536e-08,2.2318562571399525e-06
1997,1.169954240154425e-07,2.192705210291024e-06
1998,1.363684923871844e-07,2.258185915593458e-06
1999,9.231806022413913e-08,2.192782403653837e-06
2000,9.233686015797105e-08,2.484700900140524e-06
2001,1.0339659950453495e-07,2.5871056266169035e-06
2002,1.0295870644938532e-07,2.4758283103665235e-06
2003,1.329248391357396e-07,2.683498337319179e-06
2004,9.558396740771968e-08,2.74198249883284e-06
2005,9.502911524350566e-08,2.9382461264049198e-06
2006,1.0747692469337267e-07,3.0303551454835542e-06
2007,1.0225867419499934e-07,3.6781167978006124e-06
2008,1.0345578260739785e-07,4.09139971679906e-06
2009,1.0013204021497302e-07,4.83542402207604e-06
2010,9.589300004053669e-08,5.802707391922013e-06
2011,1.0515922621578966e-07,7.077789604181817e-06
2012,1.6476582587188204e-07,7.6708028586836e-06
2013,1.4866036757155143e-07,7.078241310409794e-06
2014,1.5504586850512148e-07,7.0221056205355126e-06
2015,1.1880844452694106e-07,7.24509848737398e-06
2016,9.341743748003672e-08,6.7645821673067985e-06
2017,1.0716503950902734e-07,8.264789300937991e-06
2018,1.1410082684237821e-07,8.4615317632597e-06
2019,1.0229460833954818e-07,8.085865772500256e-06
