year,vingt - six îles,vingt - six fils
1994,0.0,0.0
1995,0.0,0.0
1996,1.1667063981590786e-09,5.833531990795393e-10
1997,0.0,1.0468480526881763e-09
1998,0.0,0.0
1999,9.970285708149618e-10,4.985142854074809e-10
2000,0.0,4.81735262791716e-10
2001,0.0,4.777466755534476e-10
2002,4.77334616277858e-10,9.54669232555716e-10
2003,4.5379322521910126e-10,0.0
2004,4.796653629846048e-10,0.0
2005,0.0,4.904935346772277e-10
2006,0.0,0.0
2007,0.0,4.3630241086667354e-10
2008,0.0,0.0
2009,0.0,0.0
2010,5.176862827305229e-10,0.0
2011,0.0,0.0
2012,7.499130205701476e-10,3.749565102850738e-10
2013,0.0,0.0
2014,4.790310370594852e-10,4.790310370594852e-10
2015,2.4514165697375745e-10,4.902833139475149e-10
2016,4.5849760099692105e-10,2.2924880049846053e-10
2017,0.0,2.78901984840374e-10
2018,2.86499379775762e-10,0.0
2019,5.665002356103344e-10,2.832501178051672e-10
