year,son_DET être_NOUN,son_DET etre_NOUN,son_DET maître_NOUN
1844,3.7333194384814306e-06,3.3480223482484917e-08,2.5498757594277777e-05
1845,3.526704007050796e-06,1.8414751945527996e-08,2.398047107021739e-05
1846,2.923737900673018e-06,2.1661655358329313e-08,2.0209152495453964e-05
1847,2.533197039689128e-06,1.833696039454935e-08,2.2214149510091374e-05
1848,2.6082608322042233e-06,4.827132860096839e-09,1.7698682569289304e-05
1849,2.88838421980131e-06,2.6814126918850434e-08,1.4561747335051223e-05
1850,2.19420352109978e-06,6.1100964288129944e-09,1.8316032793563863e-05
1851,3.0067283898205233e-06,4.514607132577453e-09,1.894458227980067e-05
1852,3.2025373233324217e-06,4.622487348449056e-08,1.8755578437890108e-05
1853,3.41952806337531e-06,1.6721409146214228e-08,2.357241007189259e-05
1854,3.5834497289499723e-06,2.415983999526361e-07,2.3428290347737857e-05
1855,3.292423880196793e-06,1.8574279891936385e-08,2.3689105887569895e-05
1856,4.303797435767365e-06,8.801221740295517e-08,2.13900749770346e-05
1857,3.1973885175062833e-06,3.3194262449853795e-08,2.1999497590741157e-05
1858,3.34678512103892e-06,4.0128143419249085e-08,2.297483050028859e-05
1859,3.622572215533637e-06,1.1202781147190422e-08,2.186426428352206e-05
1860,3.4681322791385583e-06,1.4646988066857602e-08,2.2067976146900037e-05
1861,4.184003154605875e-06,1.0375120318428799e-08,2.069836475016018e-05
1862,3.098435012560685e-06,2.033093893238913e-08,2.16239864698764e-05
1863,3.0307359004666523e-06,1.3485476291208442e-08,2.184747114597485e-05
1864,3.6909816465424683e-06,3.5001514575583315e-08,2.1893207104994872e-05
1865,3.1526442718643466e-06,1.9298062703398955e-08,1.9542346393564003e-05
1866,3.129562220038906e-06,4.087114890971577e-08,2.138826170039465e-05
1867,2.438052471021024e-06,1.844068364675877e-08,1.8491152673050237e-05
1868,2.949598789214747e-06,9.385761057245645e-09,1.886241571469327e-05
1869,4.002043841211389e-06,1.904572488609091e-08,2.0303718542891147e-05
1870,3.167488596744761e-06,1.77755516972411e-08,1.9957930277314517e-05
1871,2.1263595897380583e-06,1.805600113868877e-08,1.4544639796554293e-05
1872,2.900303977426688e-06,3.08414298544335e-08,1.608955165011139e-05
1873,1.9975297931296154e-06,1.735941257408058e-08,1.5450476496425836e-05
1874,2.2028384396577394e-06,5.974609251779839e-09,1.7025843007445474e-05
1875,2.3595578220181324e-06,1.258735993214799e-08,1.9758150273219144e-05
1876,2.3821299439674704e-06,1.571963825774958e-08,1.751530555793579e-05
1877,2.2611687224838306e-06,1.2369631985365004e-08,1.6854859751447293e-05
1878,2.026114211517438e-06,4.831270938865373e-09,1.729172345221741e-05
1879,2.3789712280120057e-06,4.887460214320072e-09,1.671328070074196e-05
1880,2.109546072048829e-06,5.776061628992579e-09,1.733652788971085e-05
1881,2.060376086632232e-06,1.1853263093275501e-08,1.5759958841954358e-05
1882,2.420563621541305e-06,3.3276925659464496e-09,1.762212863809509e-05
1883,2.143519775010816e-06,1.0110942305630033e-08,1.585016579497278e-05
1884,2.316535489654825e-06,8.582206056928499e-09,1.7061425353404047e-05
1885,2.5370023095661054e-06,1.2891271217174705e-08,1.6060590411370868e-05
1886,2.086404853329782e-06,8.38950281467632e-09,1.684225023268482e-05
1887,2.3458426348099692e-06,7.181817029966453e-09,1.607355977739644e-05
1888,2.7093446526293974e-06,1.9021844099853524e-09,1.656612457168194e-05
1889,2.376366314393863e-06,1.0650732462647028e-08,1.538717563676073e-05
1890,2.610612224174247e-06,1.573052765824201e-08,1.5036417721603357e-05
1891,2.38842033084552e-06,1.2748439970344805e-08,1.449178891732572e-05
1892,2.8283527377936934e-06,1.379072767093703e-08,1.351052475229153e-05
1893,2.8464202177502784e-06,1.7243566352576067e-08,1.3722800019877468e-05
1894,2.8741319901826046e-06,1.386338599473902e-08,1.3611324646944922e-05
1895,3.288570916026856e-06,2.2268872967856623e-08,1.3139839040832157e-05
1896,3.3365389384698574e-06,2.1229303870384797e-08,1.353014341987091e-05
1897,2.679122893312069e-06,1.2818770045441852e-08,1.1730922025776636e-05
1898,3.074750136278226e-06,1.0750874190890158e-08,1.2350491630286342e-05
1899,2.883737678871512e-06,1.1607914629507832e-08,1.2492326987967317e-05
1900,2.948518185164062e-06,1.7649580130729703e-08,1.2825535222305007e-05
1901,2.9983583722525964e-06,3.185581254339098e-08,1.1435119034786112e-05
1902,2.6996741446794204e-06,1.4239823542538943e-08,1.0671029087916395e-05
1903,3.2282516002624106e-06,1.2420506845245427e-08,1.12583794020793e-05
1904,2.8888609975297186e-06,1.7198799717732527e-08,1.1045392341202387e-05
1905,2.8306762729357615e-06,9.805442513499685e-09,1.1746403757229018e-05
1906,3.380758073490142e-06,1.9033482789865275e-08,1.195920022212249e-05
1907,3.178791430968886e-06,7.199980667227379e-09,1.1547740882633661e-05
1908,3.5032937333312475e-06,3.388858571540254e-08,1.2390452610588909e-05
1909,3.213674695246027e-06,3.905698164885507e-08,1.342239964685632e-05
1910,3.32887147180827e-06,1.9773357839980577e-08,1.2294218564079529e-05
1911,3.4220646796256915e-06,2.1281496787040055e-08,1.1821339114703733e-05
1912,3.232445962453312e-06,1.927485909769544e-08,1.2795901383810815e-05
1913,3.1717180490886676e-06,3.075734100743688e-08,1.275262934541388e-05
1914,3.1534967277480064e-06,2.8795997586428257e-08,1.1806359069055361e-05
1915,2.667164472391903e-06,1.0602685618366081e-08,8.753106428116553e-06
1916,3.138019209814047e-06,1.6481192854911342e-08,8.783377282384208e-06
1917,3.106787985984738e-06,1.3159709322252411e-08,9.299528059614204e-06
1918,2.9083505594940107e-06,1.378365155346728e-08,9.062750649491136e-06
1919,3.1978857393255566e-06,2.4861191438851904e-08,1.0203216376680757e-05
1920,3.3408685755631495e-06,1.9687802943479937e-08,1.1038041975552915e-05
1921,3.837868328915306e-06,9.844571602357632e-09,1.0353460083933896e-05
1922,3.856446873840014e-06,1.5493664295984644e-08,1.1814287645961485e-05
1923,4.493731019294955e-06,2.3355086753440446e-08,1.360752253276587e-05
1924,4.096958367227899e-06,2.4494086536819282e-08,1.3005070996996437e-05
1925,3.6997871681876404e-06,2.969508017258704e-08,1.2698496362872902e-05
1926,3.9423892559398155e-06,5.127223634548983e-08,1.2285274266332635e-05
1927,5.0717823043555654e-06,1.5608915049369898e-08,1.2875125065647808e-05
1928,4.443587641844715e-06,2.0566874314731365e-08,1.253208159823771e-05
1929,3.8868877183517725e-06,2.6736975300423182e-08,1.2599799589452232e-05
1930,3.409469631066031e-06,8.82302675364599e-08,1.2445719505649322e-05
1931,3.8014052918811103e-06,2.3951248984133144e-08,1.2314363274867901e-05
1932,4.085715467283535e-06,1.8631212350683768e-08,1.112721723472987e-05
1933,3.366639390378623e-06,2.0647191734113335e-08,1.0830599208588865e-05
1934,3.4459025641808694e-06,3.1152108448395666e-08,1.1027846042566125e-05
1935,4.097940689007373e-06,2.2739739868882225e-08,1.208676971486966e-05
1936,4.038742222434166e-06,4.7286385473910286e-08,1.0182335216768479e-05
1937,4.351490247245238e-06,2.0145788925951535e-08,1.0417891516567579e-05
1938,3.791028731825463e-06,2.852347247284115e-08,1.0219181746151662e-05
1939,4.248687439201149e-06,1.988226561167039e-08,1.0217955050961791e-05
1940,3.418235412055992e-06,3.803674486491104e-08,1.0718754211325177e-05
1941,5.861684130081812e-06,5.312704809412594e-08,1.0058720718575387e-05
1942,4.70606248015315e-06,8.192371847570712e-08,1.2497918163489885e-05
1943,8.46583371583165e-06,9.00002921078169e-08,1.2785847729901434e-05
1944,6.423158964707909e-06,2.2492303131116387e-08,1.3909882909501903e-05
1945,6.589974603343762e-06,7.1890633890348e-08,1.1090764218124605e-05
1946,6.533174030209921e-06,3.480276067335808e-08,1.1944307615863181e-05
1947,6.198852751992945e-06,5.125974378294984e-08,1.1523906351840196e-05
1948,5.662079139767684e-06,3.479004173634337e-08,1.1146947002771412e-05
1949,5.816577349548879e-06,3.043272556180199e-08,1.0067342188335715e-05
1950,5.001810357896375e-06,2.5524867108828175e-08,1.0893800578060109e-05
1951,4.9340968359956605e-06,6.07699891519431e-08,1.0841579154430292e-05
1952,4.831629212276312e-06,6.010538156075995e-08,9.662203893867627e-06
1953,5.2856396521860916e-06,4.4172691504584805e-08,1.0170493283112592e-05
1954,5.048491956927137e-06,5.081718890131981e-08,1.0408728556399183e-05
1955,4.799799867782895e-06,3.566531026066855e-08,1.0872288427776766e-05
1956,5.18995118170551e-06,4.360570882155912e-08,1.0178444313169166e-05
1957,4.739997869762647e-06,3.5340150916773894e-08,1.0213303681894104e-05
1958,4.146875426158658e-06,4.467011455178138e-08,9.188808363091994e-06
1959,4.6078194273491135e-06,4.1078963008978064e-08,9.984513695826536e-06
1960,5.4335461570076404e-06,3.5296249922822653e-08,1.0177085741247538e-05
1961,5.535598710082468e-06,3.196153253171019e-08,1.005537563969483e-05
1962,5.46803470768964e-06,5.162352332277464e-07,1.0176303419484611e-05
1963,5.2672468981995735e-06,4.6555581501017684e-08,1.0372842893957568e-05
1964,5.145212192303461e-06,5.962289040262192e-08,1.0374382895861345e-05
1965,5.9940761332200054e-06,6.292849930034095e-08,1.0678145301312725e-05
1966,5.712447844530288e-06,3.600398501557578e-08,1.0137614395944183e-05
1967,5.4179459141323605e-06,3.549841642858098e-08,1.1080435868393579e-05
1968,5.4112580301080015e-06,4.0871882656112746e-08,1.1764365410726896e-05
1969,4.976858249960969e-06,5.5409445365306453e-08,9.811559280592519e-06
1970,4.887524994501291e-06,5.4724827697194556e-08,1.0600060988963378e-05
1971,5.061321544985731e-06,7.450676475784235e-08,9.212633159449979e-06
1972,4.558648711849855e-06,2.9241837840032758e-08,1.0181289695765372e-05
1973,4.488850521511267e-06,6.67097666551264e-08,8.477653480554181e-06
1974,4.673162571577905e-06,7.256987188952735e-08,7.777353005167242e-06
1975,3.841541605709153e-06,6.625316917308055e-08,8.127436757376927e-06
1976,4.4914036649856826e-06,8.113207872195716e-08,8.093782327023291e-06
1977,4.75314097059254e-06,8.756404668019968e-08,7.448233461104792e-06
1978,4.593265288121984e-06,4.217819871144002e-08,8.998807743409998e-06
1979,4.7202018365055665e-06,5.0912169147210307e-08,9.426358900554987e-06
1980,5.060352847863214e-06,1.097234083591303e-07,8.387871687887127e-06
1981,5.068662755292053e-06,5.439972428078477e-08,9.802071829767556e-06
1982,5.957340093232233e-06,9.000878309350924e-08,8.244183675287786e-06
1983,5.753884487091909e-06,7.262613510583549e-08,7.455862146343861e-06
1984,5.735219176017381e-06,6.842830002629086e-08,8.43233870284621e-06
1985,5.202254751424107e-06,7.158513959382162e-08,8.217251874498288e-06
1986,5.323102939769342e-06,7.013548009027204e-08,8.296368022797651e-06
1987,5.446571016420876e-06,5.0108696414419285e-08,8.174440154107288e-06
1988,5.30095368134198e-06,4.437449852012776e-08,7.665394747391474e-06
1989,5.575932036094855e-06,4.6100225192802213e-08,8.043391687806434e-06
1990,5.851851049953893e-06,5.06724524562685e-08,7.77576985910855e-06
1991,5.5291199885232345e-06,5.099474675862581e-08,8.543671683014509e-06
1992,5.520412877046965e-06,3.746762033962625e-08,8.664387436851939e-06
1993,5.472182905918999e-06,5.040678718870595e-08,8.769119034468531e-06
1994,5.67107368709685e-06,4.6419354360338616e-08,8.772203102580534e-06
1995,5.348163398366523e-06,3.524593084058836e-08,8.62332383633202e-06
1996,5.919410391186375e-06,5.8719012985264385e-08,8.342370051650505e-06
1997,5.912584555289868e-06,3.740017695541553e-08,8.58621791621772e-06
1998,5.9754194126071525e-06,5.7694364619109706e-08,9.058014953211568e-06
1999,6.297737222382693e-06,3.3819489347886034e-08,9.031631989842026e-06
2000,6.2576997450491945e-06,4.1529496508374564e-08,8.45036905161578e-06
2001,5.688127352243555e-06,7.404247748254988e-08,8.687943349627858e-06
2002,7.19922299197151e-06,5.8708366168502835e-08,9.473953454630646e-06
2003,5.907446819719553e-06,4.0419152136372816e-08,9.663094019174423e-06
2004,5.993599373255165e-06,4.008360021678925e-08,9.444312695450208e-06
2005,6.33317260678723e-06,3.693074601684998e-08,9.455622659970686e-06
2006,6.48650022583297e-06,4.735573400083126e-08,1.0509266729741285e-05
2007,6.460671258423645e-06,2.7561907645079486e-08,1.0235853579843024e-05
2008,6.288238417084813e-06,3.405951776169758e-08,9.396595274324682e-06
2009,7.115096877896576e-06,1.8119131528493426e-08,9.500623775693384e-06
2010,7.0016059439126366e-06,4.7237928679777497e-08,9.473094877421318e-06
2011,7.1420323735083e-06,4.321088309389154e-08,1.0294514652287035e-05
2012,6.846973576557502e-06,6.876590652460379e-08,1.1729012300065733e-05
2013,7.52896418276805e-06,1.3108887642054867e-08,1.1719624922079674e-05
2014,7.846706722602903e-06,1.9055917954702295e-08,1.3061532541769338e-05
2015,7.425527762450201e-06,1.329945220618356e-08,1.4209799417130853e-05
2016,7.961816649526554e-06,1.1806638222644494e-08,1.483410852642919e-05
2017,8.007945666577143e-06,4.679036941235282e-08,1.1138875663618819e-05
2018,7.983443872205953e-06,1.2391039749815036e-08,1.2758899316622774e-05
2019,7.101439507550822e-06,8.163160869489872e-09,1.2546523350920324e-05
