year,pouvant_VERB être_VERB,pouvant_VERB etre_VERB,pouvant_VERB mettre_VERB
1832,4.866729796049185e-06,2.705993873419743e-09,5.817886972181441e-08
1833,4.4909729695064016e-06,6.950177322551099e-09,7.992703388026712e-08
1834,4.087591150891967e-06,7.467624740797874e-09,5.507373401769655e-08
1835,3.97213398173335e-06,1.285724948729694e-08,4.764745398233572e-08
1836,4.1030180000234395e-06,1.344150035720304e-08,7.258410050781094e-08
1837,3.888069386448478e-06,8.349468672008697e-09,6.888311787633938e-08
1838,3.884504621964879e-06,9.468243078458727e-09,7.195864526465812e-08
1839,4.552149675873807e-06,1.0487212875887053e-08,4.824117993962318e-08
1840,4.119277491554385e-06,1.592422194107712e-08,6.815567132889555e-08
1841,4.727449777419679e-06,1.0914932957462042e-08,6.934192242624704e-08
1842,4.532774710241938e-06,7.379091560011375e-09,3.018719141323345e-08
1843,4.496340807236265e-06,1.0041748765843295e-08,6.674809327478215e-08
1844,4.378225185064366e-06,1.5367971784030487e-08,6.476502534269457e-08
1845,4.537283530225977e-06,1.2834524554250493e-08,5.9150416120701266e-08
1846,4.895533948001685e-06,1.2294452567118697e-08,7.903576459966644e-08
1847,5.0496751100581605e-06,1.4561703842730367e-08,7.33478415781974e-08
1848,4.730590262624901e-06,8.84974404868899e-09,1.0136979256003542e-07
1849,5.216185854806099e-06,1.1731181359664333e-08,7.457679629396807e-08
1850,4.642315616365522e-06,8.146795238417326e-09,7.87523504186538e-08
1851,4.533310402621282e-06,1.096404567135778e-08,6.06247212431299e-08
1852,4.841892859985819e-06,7.161600201754936e-09,8.007970819789989e-08
1853,4.5392653191811405e-06,2.09017620989016e-08,7.823230419035099e-08
1854,4.613230430550175e-06,9.871762074453727e-09,5.247621004400571e-08
1855,4.393613380671013e-06,1.2736649068756378e-08,4.776243400783642e-08
1856,4.812197403225582e-06,1.1389816201301528e-08,5.5913645269356493e-08
1857,4.494405402510893e-06,1.3180074809326925e-08,8.249750038658021e-08
1858,4.594182883010944e-06,2.0064071293290908e-08,7.487324182875454e-08
1859,4.437828920345055e-06,1.3748868488150379e-08,7.740103313835789e-08
1860,4.370295300759608e-06,8.696649622663699e-09,4.531412045594152e-08
1861,4.8239594434562605e-06,1.0375120318428799e-08,8.300096254743039e-08
1862,4.495848315855255e-06,1.2650361647104091e-08,8.493814362964258e-08
1863,4.729905867861817e-06,8.490855130105501e-09,6.99246882618354e-08
1864,4.642255589715205e-06,7.1920918109924514e-09,4.3632024215867204e-08
1865,4.5458700697054155e-06,8.47231973466478e-09,6.966129717511649e-08
1866,4.255951807863312e-06,1.1677471434268227e-08,7.93094869777633e-08
1867,4.749932031700155e-06,8.73506067478047e-09,8.492420278116697e-08
1868,5.242688530415762e-06,1.2843672791973404e-08,1.0027944341572947e-07
1869,4.825893483939581e-06,1.1232093810598087e-08,5.518376511304268e-08
1870,4.741485099657439e-06,1.204150201772336e-08,9.059797179133966e-08
1871,6.04132583248429e-06,7.434824311758348e-09,1.0408754036461687e-07
1872,5.425672952696914e-06,1.5723081503438152e-08,7.135860613516343e-08
1873,5.5981113291636575e-06,1.3767810003173508e-08,9.278306833948591e-08
1874,5.65616255698842e-06,2.9873046258899194e-09,9.977597414945194e-08
1875,5.266093467071187e-06,9.726595862069587e-09,1.24157139680392e-07
1876,5.179016170586692e-06,1.1487427897804992e-08,7.436598536969541e-08
1877,5.134634193382226e-06,5.566334504436554e-09,7.731019735501832e-08
1878,5.122959009895567e-06,1.4493812372506909e-08,6.76377922559368e-08
1879,5.410418452811427e-06,9.163987790827832e-09,8.675242213485035e-08
1880,5.443617283162894e-06,1.2193907439339569e-08,1.01401973040538e-07
1881,5.439950200525345e-06,1.045876096839038e-08,9.552335455964567e-08
1882,5.823461833642796e-06,1.1314154946262533e-08,7.454030992448679e-08
1883,5.657704150507925e-06,6.319338829996468e-09,1.0742876099811838e-07
1884,5.5975788200157695e-06,1.8484751507230612e-08,1.0892799906514483e-07
1885,5.804295142297633e-06,1.2891271217174705e-08,1.121540620374617e-07
1886,5.955901997367619e-06,2.1296431285122708e-08,1.0841819175766432e-07
1887,6.510643743240507e-06,1.3710741986194819e-08,9.401651368534658e-08
1888,6.30574140814133e-06,1.014498351992188e-08,1.11594815166427e-07
1889,6.274534371186746e-06,8.771191772893872e-09,1.0588080812112821e-07
1890,6.667121851933189e-06,1.7696843102044113e-08,7.996351314432104e-08
1891,7.0486125878233e-06,8.92390783491237e-09,1.0836173913730818e-07
1892,6.494178705906961e-06,1.3790727448892426e-08,7.898325549149376e-08
1893,6.874640348542016e-06,1.539604177480669e-08,1.1208317829414227e-07
1894,7.001640369708184e-06,1.1972924429670684e-08,9.515323995401559e-08
1895,6.9406660259119235e-06,1.7453981149273545e-08,1.053257534522345e-07
1896,6.943751486687688e-06,1.5921978790967017e-08,7.84304887702092e-08
1897,7.510633622587193e-06,2.2724183423861177e-08,1.0721152676751444e-07
1898,7.458843356289435e-06,1.2448380326546271e-08,7.751945929612702e-08
1899,7.100727088982239e-06,1.5477219506010442e-08,8.788849470420246e-08
1900,7.595549050165573e-06,1.9206896073598045e-08,1.344482711829187e-07
1901,7.804114829923492e-06,1.9560586150824122e-08,1.1848126746372145e-07
1902,2.120260614901781e-05,1.473085176062483e-08,1.3012251542932063e-07
1903,7.662372809136286e-06,1.9440792975444765e-08,1.0638434133625196e-07
1904,7.447617917932803e-06,2.20359632763234e-08,1.1340458883069005e-07
1905,7.462973826477537e-06,2.270733984177653e-08,1.0837594288659602e-07
1906,7.583042588521494e-06,1.6975809202790515e-08,1.1522973153432758e-07
1907,7.742551133560482e-06,2.982849167665336e-08,1.0799971050801105e-07
1908,7.414724223053781e-06,1.6698723515062852e-08,1.2671384297391342e-07
1909,7.707978511461988e-06,2.640472018811124e-08,9.40668201110384e-08
1910,7.94301104178885e-06,2.9392829281604804e-08,1.2184663944481144e-07
1911,8.05983472673688e-06,1.8621308939259507e-08,1.2077249778030819e-07
1912,8.454891030851286e-06,3.750783150735515e-08,9.84580594831641e-08
1913,8.732963578950148e-06,3.606033005532083e-08,1.3310504698438308e-07
1914,8.678979611431714e-06,2.5447625784380534e-08,1.225504036028724e-07
1915,8.813188287604135e-06,2.0027295266622502e-08,8.128725426104211e-08
1916,8.94269578566309e-06,3.186363883855847e-08,9.888715624128963e-08
1917,9.55943232838763e-06,3.61891991929042e-08,9.102132025873289e-08
1918,8.48843228595797e-06,4.479686666059024e-08,6.087779524932557e-08
1919,8.88557406142354e-06,2.6702760502761436e-08,1.0036554698444888e-07
1920,9.173001672024839e-06,3.104615098337149e-08,1.0904013691970249e-07
1921,9.20694674277911e-06,2.423279099605935e-08,9.238751630391562e-08
1922,9.110274731938262e-06,2.8773948279603445e-08,9.369978215545416e-08
1923,8.53416077006841e-06,2.441668023323018e-08,1.1359064444604883e-07
1924,8.037927727855276e-06,3.0939898643111974e-08,9.024137170854374e-08
1925,7.87799490353791e-06,3.959343986004171e-08,1.2317958919538796e-07
1926,8.031907782424241e-06,2.1177662734572777e-08,9.36275625917915e-08
1927,7.7944232543814e-06,2.2298450197411057e-08,7.024011949852138e-08
1928,8.43584621179616e-06,2.9707707405179917e-08,9.483613894190057e-08
1929,8.154777788149659e-06,1.1140406153131721e-08,7.464072382390441e-08
1930,8.47640785650583e-06,3.046045060628444e-08,9.978423065604147e-08
1931,9.140252586803399e-06,3.193499864551086e-08,8.097803316786667e-08
1932,9.001067155622877e-06,1.6439305028370654e-08,7.342889318806556e-08
1933,8.982675353763625e-06,1.8353059072495626e-08,9.061822936473618e-08
1934,8.810055987851229e-06,1.1981580172459871e-08,6.230421689679133e-08
1935,9.279010555474088e-06,2.6330225111337313e-08,7.540018742702159e-08
1936,9.599136319593526e-06,3.152425653851765e-08,8.123559069872499e-08
1937,9.75685725279618e-06,3.1477795925383134e-08,1.0324716726017868e-07
1938,9.589072760718409e-06,3.7599123259290934e-08,9.464606876008475e-08
1939,1.0341836969018914e-05,4.5882153187903896e-08,6.117620188206274e-08
1940,9.993520507123321e-06,3.0429395447839624e-08,3.550096039361961e-08
1941,9.937709364749026e-06,4.132103770260187e-08,8.854507882460894e-08
1942,8.762803190620616e-06,4.8547389663866625e-08,3.6410540360520827e-08
1943,8.433898074144963e-06,2.9032352522051497e-08,7.258088174921795e-08
1944,8.434613846475258e-06,5.462416474699694e-08,6.42637232317611e-08
1945,7.439591172442306e-06,3.485606470121638e-08,1.0238969139209075e-07
1946,8.509970939485356e-06,3.062642939255511e-08,6.682130049284751e-08
1947,8.59017927723471e-06,3.8146785952264395e-08,8.344609625510202e-08
1948,9.048671927303076e-06,3.913879709216417e-08,6.19697573256417e-08
1949,9.072879038285464e-06,4.221313587571274e-08,7.068246077324147e-08
1950,9.02942156244535e-06,4.4668518661694634e-08,8.614642865722999e-08
1951,9.104836863116361e-06,6.610069203105695e-08,8.529121231504178e-08
1952,1.0011236554419156e-05,5.9050902834201224e-08,1.1177492353908747e-07
1953,9.93346930044936e-06,4.5250074798275364e-08,7.649417455013463e-08
1954,9.633766239858232e-06,6.254423290386057e-08,1.006571253014954e-07
1955,9.503866749582812e-06,4.3173797426021565e-08,6.757638004728506e-08
1956,9.570580914441962e-06,3.488456679079377e-08,8.721141853129666e-08
1957,9.942951692210045e-06,5.124321877936211e-08,6.361226922990681e-08
1958,9.915111149894074e-06,4.715178869574288e-08,7.858631079216138e-08
1959,9.561322258377913e-06,4.5729414033246485e-08,6.66564332618691e-08
1960,9.67947744356934e-06,4.0832917491684384e-08,8.651041838447782e-08
1961,9.36889773583971e-06,5.072156206153977e-08,6.670232721717184e-08
1962,9.03284853848163e-06,4.502789163751686e-08,9.89345210200554e-08
1963,9.183088877762202e-06,4.84954010282479e-08,8.664511597089586e-08
1964,9.581033737049438e-06,5.3538920630202824e-08,1.0890303059341022e-07
1965,8.950074516178574e-06,5.5267639798017854e-08,7.277817815065646e-08
1966,9.177692845696583e-06,3.6557891824884337e-08,8.308612109431124e-08
1967,9.217262231686618e-06,3.894964972772641e-08,1.0698828134536598e-07
1968,8.66798382048728e-06,4.8507289740484794e-08,8.66843237190551e-08
1969,8.764684025663882e-06,4.541757814280345e-08,9.537691170180551e-08
1970,9.09995742404135e-06,4.2768142805016396e-08,8.829552200495527e-08
1971,9.123738891503308e-06,5.806389147267055e-08,9.45465146173774e-08
1972,9.213743396685459e-06,7.387411615766837e-08,9.695977354340357e-08
1973,9.108363883569837e-06,3.804110670913019e-08,1.2680368399742292e-07
1974,9.703548130346462e-06,7.031964521786449e-08,1.3107582219618052e-07
1975,9.282868631999008e-06,5.6543655091445544e-08,9.70951603562753e-08
1976,9.055939699464943e-06,4.913633233627479e-08,9.655860111479342e-08
1977,8.5753999883309e-06,5.054032392592944e-08,1.0754510526567174e-07
1978,8.294253348140046e-06,7.663362922016859e-08,8.55445136949129e-08
1979,8.322676876559854e-06,8.309802268513522e-08,1.1996544913017715e-07
1980,7.989910955075175e-06,5.9125566664874896e-08,8.69828085114932e-08
1981,7.978415851539467e-06,5.9460166568214845e-08,1.0310645848221611e-07
1982,8.105135748337489e-06,6.766177484962554e-08,9.062953409966212e-08
1983,8.052659723034594e-06,5.9363969739933964e-08,1.0736037125980147e-07
1984,8.055402759055141e-06,4.6392067076794774e-08,9.046453186556391e-08
1985,8.278009772766382e-06,4.692135346928694e-08,9.324114813580309e-08
1986,8.252608495240565e-06,4.01630511071005e-08,1.019062523255343e-07
1987,7.890897904871963e-06,5.1941944079203495e-08,1.0571713460194587e-07
1988,8.036581675696652e-06,4.9771396781750354e-08,9.954279533985755e-08
1989,7.39140295991092e-06,4.335616665684938e-08,8.067539880585173e-08
1990,7.961023584357463e-06,7.192219442231362e-08,9.971031289524035e-08
1991,7.364345037785824e-06,4.044410939485488e-08,1.1019554335689463e-07
1992,7.553582236141665e-06,3.581463658974826e-08,1.2672872173880023e-07
1993,7.19598438081448e-06,4.5975420803756606e-08,9.139692025428303e-08
1994,7.418129371217219e-06,2.6902125860317483e-08,8.334384204999878e-08
1995,7.356638889177702e-06,3.958389171998533e-08,1.0302656505700725e-07
1996,7.3724390858842526e-06,4.163711952998028e-08,1.259789712548809e-07
1997,7.098841251718113e-06,8.439014465011496e-08,1.1172104308343478e-07
1998,7.1335980464937165e-06,1.0585247078864768e-07,1.2444817798495933e-07
1999,7.228687081806129e-06,5.392837332252043e-08,1.0694270713429432e-07
2000,7.281799298652913e-06,3.57860545641131e-08,1.2723930353786272e-07
2001,7.487928996852133e-06,2.2782300490575835e-08,1.2836950702421746e-07
2002,7.636906957486644e-06,2.102986318419653e-08,1.2793167059044208e-07
2003,7.571298738184851e-06,2.1667999838825835e-08,1.2667445048464288e-07
2004,7.844052561267745e-06,1.0571499065026302e-08,1.224532013566204e-07
2005,7.750052645860706e-06,2.522099729063143e-08,1.4096735867497046e-07
2006,7.444733000738779e-06,2.5530916714089358e-08,1.2683101147104026e-07
2007,7.188465133367572e-06,9.58675117068708e-09,1.2462776055599534e-07
2008,7.419014309562044e-06,2.000996718320991e-08,1.3751530048011773e-07
2009,7.487969469366362e-06,1.7165493471082982e-08,1.258802768688838e-07
2010,7.6024725785828196e-06,1.6060896612657416e-08,1.464375856130573e-07
2011,7.490396455978043e-06,1.682547606796092e-08,1.3957497912997496e-07
2012,6.499059054476675e-06,4.0851031724020714e-09,1.395743680632222e-07
2013,6.3246197896660306e-06,5.857162532763027e-09,1.1937454758026433e-07
2014,5.322447577782441e-06,2.3819897165822113e-09,1.0220901458524168e-07
2015,5.763539320469135e-06,7.979671326485693e-09,1.2368491297820583e-07
2016,5.334115030564135e-06,3.72841224560716e-09,1.0646687798043786e-07
2017,5.864141712663695e-06,3.773417134311785e-09,1.2578057351220195e-07
2018,5.4182405619940255e-06,2.0651733656507076e-09,1.060982839362623e-07
2019,5.2514633352984674e-06,5.101975730781305e-09,8.979476717740908e-08
