year,son_DET aide_NOUN,son_DET raide_ADJ
1902,2.037276717103964e-06,0.0
1903,2.1930294948901974e-06,5.400220270956879e-10
1904,2.2148830325363633e-06,0.0
1905,2.3527899699615773e-06,0.0
1906,2.2341193108843527e-06,0.0
1907,2.095194467699457e-06,5.142843373384665e-10
1908,2.1978466389072082e-06,0.0
1909,2.1596860371175808e-06,5.500983557560346e-10
1910,2.2669887798087984e-06,1.6032452032632705e-09
1911,2.436199348920809e-06,0.0
1912,2.2827684809101356e-06,0.0
1913,2.435663109423558e-06,0.0
1914,2.3652899088233426e-06,0.0
1915,2.4315491486959218e-06,0.0
1916,2.3721930659803547e-06,0.0
1917,2.517891051212473e-06,0.0
1918,2.4488955148171954e-06,0.0
1919,2.3839119620561178e-06,0.0
1920,2.0611614353072127e-06,3.028892692213958e-09
1921,2.1430874959094126e-06,2.2718242842501013e-09
1922,2.182393361138679e-06,0.0
1923,2.114696783905856e-06,2.1231896241147297e-09
1924,2.0330092134202005e-06,0.0
1925,2.0753562122166613e-06,0.0
1926,2.2504053340810515e-06,0.0
1927,2.2276151376843245e-06,0.0
1928,2.2075110912567197e-06,0.0
1929,2.1968882109035803e-06,0.0
1930,2.128030011760984e-06,0.0
1931,2.3187089475129596e-06,0.0
1932,2.1842355373280498e-06,1.0959536611565568e-09
1933,2.406544947319844e-06,0.0
1934,2.546085816845789e-06,2.3963160344919743e-09
1935,2.27995806767467e-06,0.0
1936,2.300058273618788e-06,0.0
1937,2.4149763930836343e-06,0.0
1938,2.184638709934461e-06,0.0
1939,2.2910486734417645e-06,0.0
1940,2.0260906339331086e-06,0.0
1941,2.3995716951219492e-06,0.0
1942,2.3060010416742216e-06,0.0
1943,2.6361375553562993e-06,0.0
1944,2.496645755911686e-06,0.0
1945,2.9562300696284183e-06,0.0
1946,2.501622461181796e-06,0.0
1947,2.41159222369447e-06,1.1920870957027319e-09
1948,2.3189736975126607e-06,0.0
1949,2.6447020857744974e-06,0.0
1950,2.1749313638963486e-06,0.0
1951,2.4873049895290933e-06,0.0
1952,2.219681110915417e-06,0.0
1953,2.4435039627235255e-06,0.0
1954,2.30045504423515e-06,0.0
1955,2.426179520398364e-06,0.0
1956,2.4105234253113395e-06,8.72114158667614e-10
1957,2.7503472139756013e-06,0.0
1958,2.6694530035342723e-06,0.0
1959,2.701910744917768e-06,0.0
1960,2.753799527965839e-06,0.0
1961,2.8695898848241086e-06,0.0
1962,3.0758488520632454e-06,0.0
1963,2.909077426949125e-06,0.0
1964,2.965934470466891e-06,0.0
1965,2.774325906784725e-06,5.472043373977442e-10
1966,2.9800223160236783e-06,0.0
1967,2.9828530507813866e-06,0.0
1968,2.918971262033665e-06,0.0
1969,2.7686556194339573e-06,0.0
1970,2.691633785190106e-06,0.0
1971,2.7464733634019467e-06,0.0
1972,2.7112826117559052e-06,0.0
1973,2.705880437048336e-06,0.0
1974,2.7987219759495474e-06,0.0
1975,2.741510549242321e-06,0.0
1976,2.690499758983833e-06,0.0
1977,2.570504435084331e-06,0.0
1978,2.765939342452839e-06,0.0
1979,2.7668129831681654e-06,0.0
1980,2.766394324282828e-06,0.0
1981,3.059035755370587e-06,0.0
1982,2.8126193889477236e-06,0.0
1983,2.9233597302891212e-06,0.0
1984,2.8966047196377076e-06,5.799008495621649e-10
1985,2.7701645031186217e-06,0.0
1986,2.890540791611329e-06,0.0
1987,2.7736997019189857e-06,0.0
1988,2.8807444536482762e-06,5.996553809062277e-10
1989,2.877971166270754e-06,0.0
1990,2.816407707939561e-06,0.0
1991,2.9266295200613968e-06,5.861465202094962e-10
1992,2.8855576879038836e-06,0.0
1993,2.9989268170993455e-06,0.0
1994,2.9191444426146518e-06,0.0
1995,3.1325498497380977e-06,0.0
1996,2.8580144473266955e-06,0.0
1997,2.933995954634838e-06,0.0
1998,2.9910475447536555e-06,0.0
1999,2.899792537647272e-06,0.0
2000,3.1416622974234087e-06,0.0
2001,3.0243505904081758e-06,0.0
2002,3.1833954494686623e-06,0.0
2003,3.1981134398506583e-06,4.1669229178253886e-10
2004,3.2066880351067084e-06,0.0
2005,3.0161612087908907e-06,4.5037495954858286e-10
2006,3.172010700325245e-06,0.0
2007,3.449632380636558e-06,7.988958938831558e-10
2008,3.6137147887416177e-06,0.0
2009,3.6948723050045373e-06,0.0
2010,4.118675043685016e-06,4.723793023408973e-10
2011,4.094326769177314e-06,0.0
2012,4.581783535684281e-06,0.0
2013,4.729519481827538e-06,1.1156500168141292e-09
2014,4.867271300668108e-06,4.330890368553497e-10
2015,4.887991956081805e-06,6.649726325136385e-10
2016,4.938489027495052e-06,4.1426800878596737e-10
2017,4.652371799807042e-06,0.0
2018,5.107173826957023e-06,5.162933414126769e-10
2019,4.870090599240484e-06,0.0
