year,certain_ADJ homme_NOUN,certain_ADJ rhum_NOUN
1937,3.273690818428321e-08,0.0
1938,7.00121572938528e-08,0.0
1939,3.5176316970364496e-08,0.0
1940,3.803674530900025e-08,0.0
1941,7.37875680556499e-08,0.0
1942,9.406056733496371e-08,0.0
1943,6.387117701400769e-08,0.0
1944,3.213186161588055e-08,0.0
1945,3.485606470121638e-08,2.178504043826024e-09
1946,5.290019444714744e-08,1.3921104269343232e-09
1947,6.67568780254868e-08,0.0
1948,7.719040695519652e-08,0.0
1949,5.399354641166809e-08,0.0
1950,7.444752725405124e-08,0.0
1951,7.88943721463653e-08,0.0
1952,5.061505703451985e-08,0.0
1953,4.7404840164411155e-08,0.0
1954,7.231676812935461e-08,0.0
1955,5.9129330765017585e-08,0.0
1956,5.5815306154727296e-08,0.0
1957,6.714628364434816e-08,0.0
1958,6.948684783125714e-08,0.0
1959,5.658045820755575e-08,0.0
1960,7.128458490157641e-08,0.0
1961,5.8364539146094074e-08,0.0
1962,7.673766910798463e-08,0.0
1963,5.431484673135145e-08,0.0
1964,9.004273215929004e-08,0.0
1965,8.09862445994014e-08,0.0
1966,6.979234001835977e-08,0.0
1967,5.817796044915724e-08,4.930335584241163e-10
1968,5.8837548833068354e-08,0.0
1969,8.311416865858234e-08,0.0
1970,7.31197310754883e-08,4.5987250119061684e-10
1971,8.272819762566996e-08,0.0
1972,5.643161582469247e-08,0.0
1973,5.7337319558925515e-08,0.0
1974,3.8816445169231883e-08,0.0
1975,4.968987710185502e-08,0.0
1976,6.39915000988367e-08,0.0
1977,5.406639191907203e-08,0.0
1978,6.297026666768346e-08,0.0
1979,5.559374827157626e-08,0.0
1980,3.013130012163856e-08,0.0
1981,4.5543955384808044e-08,0.0
1982,5.8350521303651703e-08,0.0
1983,3.3471176719146456e-08,1.2630632095778083e-09
1984,3.94332572151157e-08,0.0
1985,3.84995711977254e-08,6.015558051686298e-10
1986,3.8364705634563734e-08,0.0
1987,5.010869941202145e-08,0.0
1988,5.3968985669339276e-08,0.0
1989,4.006329135108899e-08,0.0
1990,5.5031374623926155e-08,0.0
1991,4.8650161232899336e-08,0.0
1992,3.4161654394182506e-08,0.0
1993,3.7112690975948937e-08,0.0
1994,2.953958855300698e-08,0.0
1995,3.524592884218691e-08,0.0
1996,3.790045610685411e-08,0.0
1997,3.452324137676044e-08,0.0
1998,2.8131962204192007e-08,0.0
1999,4.2502869446181535e-08,0.0
2000,4.1087691471375365e-08,4.4180314962005696e-10
2001,6.308944688893092e-08,0.0
2002,4.162160338605503e-08,0.0
2003,4.1252535443181415e-08,0.0
2004,4.316695570438789e-08,0.0
2005,4.098412276221097e-08,4.5037495954858286e-10
2006,5.1061834760446345e-08,0.0
2007,5.312657549993993e-08,0.0
2008,4.214865190199646e-08,0.0
2009,3.862235953278059e-08,0.0
2010,5.5268377874284624e-08,0.0
2011,4.894684124678861e-08,0.0
2012,4.017018254143245e-08,3.404252713057332e-10
2013,5.0483161762038264e-08,8.367375126105969e-10
2014,7.340859153881496e-08,2.1654451842767486e-10
2015,7.159538402412569e-08,6.649726325136385e-10
2016,5.758325216653759e-08,8.285360175719347e-10
2017,5.1821594709844376e-08,0.0
2018,6.040632111181665e-08,2.5814667070633845e-10
2019,5.994821372645731e-08,2.55098775436835e-10
