year,étant_VERB aux_ADP,étant_VERB chaud_ADJ,etant_VERB aux_ADP
1922,1.6231457600213162e-07,1.3280283539529592e-08,3.6889677423879164e-09
1923,1.9002547713142803e-07,3.1847844361720945e-09,0.0
1924,1.9982017418485043e-07,1.4180787211159895e-08,1.1602461658100083e-08
1925,1.506750435531501e-07,9.898360353588487e-09,1.0998177923937646e-09
1926,1.7610898339626146e-07,1.0031524944054127e-08,0.0
1927,1.995711187419147e-07,2.2298449753321847e-09,1.1149224876660924e-09
1928,1.325420730946547e-07,4.570416489713125e-09,2.2852082448565625e-09
1929,1.403691154422404e-07,5.570202965543558e-09,4.4561625500705304e-09
1930,2.19525318811975e-07,4.201441416995522e-09,3.1510811737689437e-09
1931,1.4941017045799754e-07,1.1405356659111021e-08,2.2810713318222042e-09
1932,1.6548900427793e-07,5.4797681947604815e-09,6.575721966939341e-09
1933,1.7550112829667341e-07,5.735331320977366e-09,3.4411986593596566e-09
1934,1.833181748622792e-07,3.5944740517379614e-09,3.5944740517379614e-09
1935,1.5439086009649827e-07,5.98414207075848e-09,1.196828414151696e-09
1936,1.6247116985113053e-07,1.4549657478823974e-08,2.424942913137329e-09
1937,1.1332006266684402e-07,6.295559185076627e-09,2.5182236296217297e-09
1938,1.1150084588962272e-07,3.8895642262559704e-09,2.5930428915188486e-09
1939,1.1011716338771294e-07,4.588215141154706e-09,3.058810094103137e-09
1940,1.5468275194052694e-07,5.0715658339584024e-09,2.5357829169792012e-09
1941,1.2396310467011062e-07,5.9030051957620344e-09,5.9030051957620344e-09
1942,1.365395263519531e-07,1.2136847082899749e-08,2.1239482617119165e-08
1943,1.8871028828471026e-07,8.709705845433291e-09,8.709705623388686e-09
1944,1.3174063084875343e-07,1.6065930807940276e-08,0.0
1945,1.1328221205531008e-07,6.535512131478072e-09,2.178504043826024e-09
1946,1.225057246756478e-07,5.568441707737293e-09,8.352662561605939e-09
1947,1.2755332079450454e-07,1.0728784083369192e-08,0.0
1948,1.2720109210384578e-07,3.2615663503321457e-09,4.348755133776194e-09
1949,1.3056620751239478e-07,8.835307596655184e-09,7.853606542873592e-09
1950,1.4676799375834548e-07,9.571825110299415e-09,3.190608444114673e-09
1951,1.226061243642107e-07,1.9190522948520083e-08,3.198420528427448e-09
1952,1.3813693244824066e-07,3.1634410646574906e-09,6.326882351359586e-09
1953,1.0558350993505883e-07,3.232148326759443e-09,1.0773827385790469e-09
1954,1.2020219575248348e-07,6.840775057526116e-09,1.9545072227344917e-09
1955,1.567396550328226e-07,6.569925492527773e-09,9.385607846468247e-10
1956,1.0203735789637847e-07,6.104799332717903e-09,8.72114158667614e-10
1957,1.0602045180663211e-07,1.8553580005686854e-08,1.7670075402875796e-09
1958,1.1498418217570361e-07,7.445019267748876e-09,2.4816730892496253e-09
1959,1.3408794075076003e-07,5.425523585955716e-09,3.100299128533379e-09
1960,1.0588875298811473e-07,5.536666680683311e-09,6.920833350854139e-10
1961,1.3409947496878516e-07,3.47407969059077e-09,1.3896318540318475e-09
1962,1.1922878118131308e-07,7.610347907416326e-09,3.8051738426858606e-09
1963,1.0668988181805616e-07,5.1728425987107585e-09,0.0
1964,1.2472134414132086e-07,3.6503808864551957e-09,5.475571440705096e-09
1965,1.2804581572822826e-07,4.377634699181954e-09,7.1136563306595235e-09
1966,1.2462917520217331e-07,7.200797291773142e-09,3.323444963676536e-09
1967,1.1684895340202672e-07,9.860671390526932e-09,1.972134178185314e-09
1968,1.4237788631410453e-07,5.838840522187638e-09,1.3474247273492779e-09
1969,1.4306537193808921e-07,3.6334062425424918e-09,4.995933444718048e-09
1970,1.1772736244197723e-07,4.1388523719376735e-09,9.197450023812337e-10
1971,1.0944786765776371e-07,8.221435976452085e-09,4.11071787720374e-09
1972,1.210714657418066e-07,1.5390440033513642e-09,2.0520587451500205e-09
1973,1.4444593432472175e-07,5.513203671370093e-09,1.102640756478479e-09
1974,1.2320002273913389e-07,3.937900228123681e-09,2.250228725575454e-09
1975,1.3364864015485978e-07,7.4249242310031605e-09,1.7134440533084216e-09
1976,1.0398618854878805e-07,2.285410749536254e-09,1.142705374768127e-09
1977,9.814225876425553e-08,2.3507127355770763e-09,1.7630345516828072e-09
1978,1.0871281952429257e-07,3.5643548113029055e-09,5.346532327976661e-09
1979,1.2464703624814888e-07,0.0,3.5111840102075575e-09
1980,1.1142895317561852e-07,5.6851505725319385e-09,2.8425752862659692e-09
1981,1.138598946237579e-07,6.958104314946922e-09,3.162774764309262e-09
1982,1.2352928990821965e-07,1.2415004579935385e-09,4.966001831974154e-09
1983,1.1178109105003387e-07,6.946847541655643e-09,3.1576580239445207e-09
1984,1.2989778497285442e-07,1.1598016769198694e-08,5.799008495621649e-10
1985,1.1309249259294774e-07,4.210890747202711e-09,6.015558051686298e-10
1986,1.1029853486110852e-07,1.1988970927134801e-09,2.9972427317837003e-09
1987,1.0388388532733828e-07,3.0554083707556856e-09,3.0554083707556856e-09
1988,7.79551994067873e-08,9.594486094499644e-09,1.1993107618124554e-09
1989,1.1360413054717355e-07,3.2928733073589456e-09,0.0
1990,1.0406923678374369e-07,4.90378582185258e-09,1.089730194969718e-09
1991,1.172293023765647e-07,1.1722930404189924e-09,1.1722930404189924e-09
1992,1.1625981954921372e-07,2.7549720282848966e-09,2.7549720282848966e-09
1993,1.1078415163012778e-07,3.323524566667402e-09,2.769603768548734e-09
1994,1.1024596335840187e-07,2.637463358823311e-09,3.164956019485743e-09
1995,1.0682228324121468e-07,4.337960657352369e-09,5.964695848348356e-09
1996,1.0782946402443372e-07,4.270473752399084e-09,1.6014276571496566e-09
1997,1.3281857524916063e-07,1.438468344439059e-09,3.3564261370244708e-09
1998,1.339844377667987e-07,4.7681290027412615e-09,9.536258449571733e-10
1999,1.2156735157420329e-07,4.113180906983871e-09,9.140402323914998e-10
2000,9.896390384955822e-08,3.092622158362701e-09,2.2090157481002848e-09
2001,1.1434962754464095e-07,3.5049694258049158e-09,8.762423564512289e-10
2002,1.1873110183913127e-07,3.9430991805033955e-09,4.38122149670761e-10
2003,1.3042468571811128e-07,7.91715315529018e-09,4.1669229178253886e-10
2004,1.255365447150325e-07,3.0833537945085254e-09,1.761916529341434e-09
2005,1.12143367814177e-07,5.404499514582994e-09,9.007499190971657e-10
2006,1.1447734316050173e-07,2.0589450144825605e-09,2.0589450144825605e-09
2007,1.2103272128971554e-07,2.7961355453243186e-09,1.1983438408247338e-09
2008,1.0430727437338305e-07,2.9802078582719105e-09,2.554463751636149e-09
2009,1.1682071754393064e-07,9.53638501499654e-10,0.0
2010,1.0675772310619891e-07,6.140930874920514e-09,0.0
2011,1.0477682854670434e-07,1.911985902935953e-09,7.64794394481072e-10
2012,1.0110630754844863e-07,4.765953853791416e-09,1.0212758416727752e-09
2013,9.845611192993431e-08,2.7891249310130206e-09,1.1156500168141292e-09
2014,1.0502409386603517e-07,4.330890313042346e-09,6.496335552830246e-10
2015,9.752932061957154e-08,5.984753581600444e-09,8.866301581811342e-10
2016,1.0004572725819116e-07,8.078226088059637e-09,1.8642060672924288e-09
2017,7.622302133913905e-08,4.024978128569501e-09,2.515611330355938e-10
2018,8.570469112179069e-08,2.581466596041082e-09,0.0
2019,8.622338532049412e-08,3.5713827450933877e-09,1.02039510174734e-09
