year,aient_VERB eu_VERB,aient_VERB chu_VERB
1970,1.3304111234901939e-06,0.0
1971,1.2157448736616061e-06,0.0
1972,1.209688662129338e-06,0.0
1973,1.269690869776241e-06,0.0
1974,1.184182792712818e-06,0.0
1975,1.2119760413042968e-06,0.0
1976,1.2169812180218287e-06,0.0
1977,1.203564920615463e-06,0.0
1978,1.2207915460749064e-06,0.0
1979,1.2195512226753635e-06,0.0
1980,1.1989982340310235e-06,0.0
1981,1.1518825431267032e-06,0.0
1982,1.234051410392567e-06,0.0
1983,1.2302235745664802e-06,0.0
1984,1.1632811265371856e-06,0.0
1985,1.0942300150418305e-06,0.0
1986,1.083802999346517e-06,0.0
1987,1.2007755003651255e-06,0.0
1988,1.1339483307892806e-06,0.0
1989,1.0976244766425225e-06,0.0
1990,1.1398577726140502e-06,0.0
1991,1.0779234571600682e-06,0.0
1992,1.126783558902389e-06,0.0
1993,1.0181063316849759e-06,0.0
1994,1.0776675480883569e-06,0.0
1995,1.0665960417099996e-06,0.0
1996,1.1135260820083204e-06,0.0
1997,1.0822076319527696e-06,0.0
1998,1.0237173455607262e-06,0.0
1999,1.0721691978687886e-06,0.0
2000,1.0294013463862939e-06,0.0
2001,9.75695911620278e-07,0.0
2002,1.0164434343096218e-06,0.0
2003,1.0354802952861064e-06,4.1669229178253886e-10
2004,1.0144234465769841e-06,0.0
2005,1.0043361271527829e-06,0.0
2006,9.084064913622569e-07,0.0
2007,9.379037919643451e-07,0.0
2008,9.366367521579377e-07,0.0
2009,8.868838108355703e-07,0.0
2010,8.554789019399323e-07,9.447586046817946e-10
2011,7.410857847389707e-07,1.1471915639660324e-09
2012,8.020419386411959e-07,6.808505426114664e-10
2013,8.646287597002811e-07,0.0
2014,9.478153515374288e-07,0.0
2015,8.278909149339597e-07,0.0
2016,8.519421612618316e-07,4.1426800878596737e-10
2017,7.841160254429269e-07,0.0
2018,7.64888568483002e-07,5.162933414126769e-10
2019,8.489687388646416e-07,5.1019755087367e-10
