year,étaient_VERB aux_ADP,etaient_VERB aux_ADP
1923,4.5223939082461584e-07,1.0615948120573648e-09
1924,4.39604406210492e-07,0.0
1925,4.5752420874123345e-07,1.0998177923937646e-09
1926,5.03805438256677e-07,0.0
1927,4.916807938570855e-07,0.0
1928,4.353321685357514e-07,0.0
1929,5.102306204207707e-07,1.1140406375176326e-09
1930,4.3589955112111056e-07,0.0
1931,4.402467652653286e-07,0.0
1932,4.964670097251656e-07,0.0
1933,4.244145088705409e-07,0.0
1934,3.7741978076155647e-07,0.0
1935,3.8896922660569544e-07,1.196828414151696e-09
1936,3.892033362262737e-07,0.0
1937,4.117295588912384e-07,0.0
1938,4.3952076111963834e-07,0.0
1939,3.76233629140188e-07,0.0
1940,3.8290320958367374e-07,0.0
1941,5.696400080523745e-07,0.0
1942,3.732080529061932e-07,3.034211770724937e-09
1943,5.138726351106015e-07,2.9032352077962287e-09
1944,4.948306582264195e-07,0.0
1945,5.816605721520318e-07,0.0
1946,5.290019657877565e-07,1.3921104269343232e-09
1947,5.292866944728303e-07,0.0
1948,4.283523935555422e-07,1.0871887834440486e-09
1949,3.818816196599073e-07,0.0
1950,4.1584263499316876e-07,1.0635361480382244e-09
1951,4.701678051333147e-07,0.0
1952,4.3550039663386997e-07,0.0
1953,4.06173285227851e-07,1.0773827385790469e-09
1954,3.957877083848871e-07,0.0
1955,3.444518199557933e-07,9.385607846468247e-10
1956,3.226822400392848e-07,0.0
1957,3.843241529466468e-07,8.835037701437898e-10
1958,3.929315539608069e-07,0.0
1959,3.4568336104712216e-07,0.0
1960,3.674962556488026e-07,0.0
1961,4.1619475155130203e-07,0.0
1962,3.5641795648189145e-07,0.0
1963,4.0930117961579526e-07,6.466053248388448e-10
1964,3.546953450950241e-07,0.0
1965,3.835902475657349e-07,0.0
1966,3.838578663817316e-07,5.539074754423723e-10
1967,3.96892005483096e-07,9.860671168482327e-10
1968,4.2309136460971786e-07,1.7965663401398047e-09
1969,3.8922863154766674e-07,9.083515606356229e-10
1970,3.40305660984086e-07,1.8394900047624674e-09
1971,3.1549760137750127e-07,0.0
1972,3.11912941697301e-07,0.0
1973,3.655254090517701e-07,5.513203782392395e-10
1974,3.499105503124156e-07,5.625571675160757e-10
1975,3.0899107628101774e-07,1.1422960355389478e-09
1976,3.279564566582849e-07,0.0
1977,3.2381066716880014e-07,5.876781838942691e-10
1978,3.5227705552642874e-07,5.940591352171509e-10
1979,3.557999832537462e-07,0.0
1980,3.30307244666983e-07,0.0
1981,3.2576579656051763e-07,6.325549528618524e-10
1982,3.7058788393551367e-07,0.0
1983,3.2460724241900607e-07,6.315316047889041e-10
1984,3.4446111385477707e-07,1.1598016991243298e-09
1985,3.3266036325585446e-07,0.0
1986,3.338928422635945e-07,5.994485463567401e-10
1987,3.140959847769409e-07,1.2221633705067347e-09
1988,3.609925443015527e-07,0.0
1989,3.452028920492012e-07,1.0976244357863152e-09
1990,3.47079065932121e-07,0.0
1991,3.1476068329538975e-07,0.0
1992,3.48228468283196e-07,0.0
1993,3.218279402972257e-07,0.0
1994,3.59222497081646e-07,5.274926606624319e-10
1995,3.2263582738778496e-07,0.0
1996,3.1654886356591305e-07,0.0
1997,3.562606707419036e-07,1.438468344439059e-09
1998,3.642850856522273e-07,1.9072516899143466e-09
1999,3.54647596623181e-07,0.0
2000,3.591859467633185e-07,8.836062992401139e-10
2001,3.504969470213837e-07,0.0
2002,3.776612800265866e-07,4.38122149670761e-10
2003,3.946076105876273e-07,0.0
2004,3.6780008372261364e-07,4.404791253964646e-10
2005,4.125434713841969e-07,4.5037495954858286e-10
2006,3.8131659607643087e-07,4.1178899179428186e-10
2007,4.0184463045989105e-07,7.988958938831558e-10
2008,3.8487254983010644e-07,1.2772318758180745e-09
2009,4.014817989173025e-07,4.76819250749827e-10
2010,4.2703089775386616e-07,0.0
2011,4.1910732306860154e-07,3.82397197240536e-10
2012,4.929357828586944e-07,3.404252713057332e-10
2013,5.304916044224228e-07,0.0
2014,5.673466603184352e-07,0.0
2015,5.685515702680277e-07,0.0
2016,5.681685593117436e-07,0.0
2017,5.848796149621194e-07,0.0
2018,5.470128030538035e-07,0.0
2019,5.777987439614662e-07,0.0
