year,mon_DET an_NOUN,mon_DET lent_ADJ
1948,5.435943917220243e-09,0.0
1949,5.890204879399619e-09,0.0
1950,8.508289184305795e-09,0.0
1951,4.264560815592233e-09,0.0
1952,8.435843135146115e-09,0.0
1953,9.696444647211422e-09,1.0773827385790469e-09
1954,9.772536113672459e-10,0.0
1955,2.815682353940474e-09,1.8771215692936494e-09
1956,1.8314396887930684e-08,0.0
1957,5.30102267637389e-09,1.7670075402875796e-09
1958,6.617794867658233e-09,0.0
1959,5.4255234749334136e-09,0.0
1960,5.536666791705613e-09,6.920833350854139e-10
1961,6.253343398654465e-09,0.0
1962,1.9025869213429303e-09,0.0
1963,7.112658351182688e-09,0.0
1964,3.6503810529886493e-09,1.2167936658258327e-09
1965,6.566451882239477e-09,1.0944086747954884e-09
1966,1.1078149508847446e-08,0.0
1967,7.395503431872896e-09,0.0
1968,1.0779397874305374e-08,3.1439910674890825e-09
1969,6.358460841182634e-09,9.083515606356229e-10
1970,8.737577383843842e-09,9.197450023812337e-10
1971,4.624557625731995e-09,5.138397485282553e-10
1972,3.591102859523687e-09,2.0520587451500205e-09
1973,4.410563081425067e-09,0.0
1974,7.875800178691605e-09,1.1251143350321513e-09
1975,6.8537762132336866e-09,0.0
1976,7.427584769459372e-09,0.0
1977,7.052138317753531e-09,5.876781838942691e-10
1978,2.3762365408686037e-09,1.7821774056514528e-09
1979,6.437170796402825e-09,0.0
1980,4.5481204913322415e-09,2.8425752862659692e-09
1981,6.95810464801383e-09,6.325549528618524e-10
1982,1.0552753781922775e-08,0.0
1983,3.789189517711122e-09,6.315316047889041e-10
1984,6.378909400694965e-09,1.1598016991243298e-09
1985,4.210890636180409e-09,0.0
1986,2.9972427317837003e-09,5.994485463567401e-10
1987,1.2832715556854168e-08,0.0
1988,4.197587666343594e-09,0.0
1989,2.7440609784434855e-09,0.0
1990,2.724325487424295e-09,0.0
1991,5.275318792907768e-09,0.0
1992,4.958949806344037e-09,3.30596661157756e-09
1993,8.308811361157353e-09,5.539207426075166e-10
1994,5.802419100753298e-09,5.274926606624319e-10
1995,5.964695848348356e-09,1.0844901643380922e-09
1996,1.2277612482236577e-08,5.338092190498855e-10
1997,3.3564261370244708e-09,9.58978896292706e-10
1998,8.10581957111367e-09,0.0
1999,4.570201245224226e-09,1.8280804647829996e-09
2000,6.185243983658495e-09,4.4180314962005696e-10
2001,2.1906058633724967e-09,1.3143635069212678e-09
2002,6.571832356083718e-09,4.38122149670761e-10
2003,4.16692297333654e-09,4.1669229178253886e-10
2004,6.607186769924667e-09,2.2023955992267474e-09
2005,1.3511248786457486e-09,1.3511248786457486e-09
2006,8.235779835885637e-10,0.0
2007,2.396687653893892e-09,3.994479469415779e-10
2008,3.83169571072095e-09,2.554463751636149e-09
2009,4.291373256748443e-09,2.384096253749135e-09
2010,1.8895172093635892e-09,4.2514138876015295e-09
2011,1.91198598620268e-09,2.2943831279320648e-09
2012,2.0425516555899748e-09,4.425528388196653e-09
2013,2.5102124823206395e-09,2.7891249310130206e-09
2014,3.4647123642317368e-09,1.5158115873603606e-09
2015,1.10828768384863e-09,1.329945265027277e-09
2016,1.8642060672924288e-09,2.899876117012923e-09
2017,2.26405022507592e-09,2.264050280587071e-09
2018,1.8070267504555204e-09,1.5488800242380307e-09
2019,2.295888978931515e-09,1.7856913725466939e-09
