year,était_VERB au_ADP,était_VERB tôt_ADV,etait_VERB au_ADP
1856,8.661955689603928e-06,4.659470143053568e-09,6.730345780692204e-09
1857,9.225564099324401e-06,7.322263684272912e-09,6.345961645060072e-09
1858,9.205494279740378e-06,9.787352039936081e-10,1.2723557762939208e-08
1859,9.632354704081081e-06,1.018434669930457e-09,7.638260024478427e-09
1860,9.672046871855855e-06,0.0,1.0985241494232412e-08
1861,8.904211426852271e-06,9.431927461278633e-10,1.2261505866195677e-08
1862,9.412320650881156e-06,4.517986262886353e-10,1.490935552794781e-08
1863,9.279506230086554e-06,0.0,1.6981711148389422e-08
1864,8.924426765588578e-06,4.794727948009836e-10,1.2945765348604255e-08
1865,8.976422577688936e-06,5.6482134525026595e-09,5.648213063924601e-09
1866,9.757500265550334e-06,2.919367858567057e-09,5.352174259343201e-09
1867,9.03447926248191e-06,1.455843445796745e-09,5.338092634588065e-09
1868,8.477318260702305e-06,0.0,1.0373735981339394e-08
1869,9.139505891653243e-06,4.883519144627257e-10,2.5882651355502162e-08
1870,8.927340786613058e-06,0.0,8.027668307875047e-09
1871,8.707241249794606e-06,0.0,1.5931766128574054e-08
1872,9.233077435055748e-06,7.256807155187062e-09,1.2699412965666568e-08
1873,8.127796718326863e-06,0.0,1.2570609775330865e-08
1874,9.236147889168933e-06,7.169530746864439e-09,6.572069888299836e-09
1875,8.740204975765664e-06,5.721527251978387e-09,5.721527251978387e-09
1876,8.483768397127278e-06,9.069021977836655e-09,7.255217537860403e-09
1877,8.591946425440256e-06,5.566334504436554e-09,6.184816214727107e-09
1878,8.56161568663083e-06,3.0195443923020093e-09,1.0870359723469392e-08
1879,8.568939847464208e-06,1.832797580370027e-09,8.55305515301552e-09
1880,7.938234375615139e-06,7.701415505323439e-09,1.0268554007097919e-08
1881,8.101356797851622e-06,8.367009307619355e-09,9.761510710859511e-09
1882,8.253343366959598e-06,4.6587693702804245e-09,7.986461936226874e-09
1883,8.058421371970326e-06,3.159669414998234e-09,5.0554711528150165e-09
1884,8.287770469905809e-06,1.9805090900604227e-09,3.300848483434038e-09
1885,8.139548299368471e-06,1.2891271383708158e-09,7.7347630522695e-09
1886,7.729313438176177e-06,3.872078213618124e-09,8.389503092232076e-09
1887,7.4116351242992096e-06,1.4363633837888301e-08,1.3710741431083306e-08
1888,7.849681423977017e-06,1.9021844099853524e-09,1.0144983297877275e-08
1889,7.586454103147844e-06,5.6386229019267375e-09,8.14467782106476e-09
1890,7.314695267268689e-06,7.865263995654459e-09,9.83157938394541e-09
1891,7.239201750053326e-06,2.5496880162734215e-09,8.92390783491237e-09
1892,7.515319339290727e-06,3.1342561879199593e-09,1.567128071755519e-08
1893,7.736818588455208e-06,6.158416554491453e-10,1.046930819814662e-08
1894,7.505763278459199e-06,3.150769645188234e-09,1.07126170156846e-08
1895,7.680353519390337e-06,6.6204757231957956e-09,9.027921521465032e-09
1896,7.210297553683631e-06,1.2973464080801023e-08,9.435246584033052e-09
1897,7.077709142322419e-06,8.740070001067579e-09,9.322741911788057e-09
1898,6.979580575716682e-06,2.26334195829736e-09,6.7900258748920805e-09
1899,7.390372502413811e-06,7.185851913504848e-09,1.2713430308508578e-08
1900,7.004287908785045e-06,6.22926377147337e-09,6.7483690857628176e-09
1901,6.6584234446054325e-06,1.1177477832191585e-09,1.676621691482083e-08
1902,5.914436769671738e-06,5.892340837476695e-09,1.2275709337927765e-08
1903,6.845859388704412e-06,1.6200660812870638e-09,6.48026410310365e-09
1904,6.594127626158297e-06,8.061937784020756e-09,1.0211787859759625e-08
1905,6.734790531481849e-06,5.676835002077496e-09,5.1607592088664944e-09
1906,6.540830781887053e-06,2.572092316910357e-09,8.745113522223846e-09
1907,6.473811026808107e-06,9.771402353919711e-09,9.771402076363955e-09
1908,6.722218131471891e-06,2.4556945366072114e-09,1.080505551698252e-08
1909,7.04235935700126e-06,8.251475058784763e-09,1.1001967337165297e-08
1910,6.762488283129642e-06,1.4429207162436342e-08,1.1222716089775986e-08
1911,6.63450646243291e-06,5.3203743632934675e-09,5.852411666396051e-09
1912,6.497711183328647e-06,5.2094213387476884e-09,9.897900277167082e-09
1913,6.532222869282123e-06,3.181793939432964e-09,1.0605979317013237e-08
1914,6.329762072709855e-06,3.3483718020477227e-09,1.1384464482233625e-08
1915,6.67380163577036e-06,1.6493066468115103e-08,8.246533234057551e-09
1916,6.469417712651193e-06,6.592477230782379e-09,1.538244731591476e-08
1917,6.971356015128549e-06,2.1932848870420685e-09,2.522277586791688e-08
1918,6.658652182522928e-06,0.0,1.4932289182922887e-08
1919,6.471275810326915e-06,2.762354567309444e-09,1.7494911408455494e-08
1920,6.426553227356635e-06,5.300562211374427e-09,9.086678076641874e-09
1921,6.256604137888644e-06,7.572747429129834e-10,1.4388219726768625e-08
1922,6.5552958403714e-06,2.951174193910333e-09,3.6889677978990676e-09
1923,6.506514637294458e-06,3.1847844361720945e-09,1.1677542488541803e-08
1924,6.5283184085274115e-06,1.2891624656674594e-08,6.445812328337297e-09
1925,6.545015821757261e-06,8.798542339150117e-09,1.5397448649423495e-08
1926,6.522720013890648e-06,1.3375366592072169e-08,4.458455382660986e-09
1927,7.399740752589423e-06,1.4493992672726108e-08,1.2264147031260109e-08
1928,6.331169515760848e-06,6.8556245125250825e-09,9.140832757381645e-09
1929,6.744402071490185e-06,1.1140405931087116e-08,8.912325100141061e-09
1930,6.378838406817522e-06,7.352522590764465e-09,8.402883056035648e-09
1931,5.80418600293342e-06,5.7026783295555106e-09,9.124285327288817e-09
1932,6.434343958972022e-06,1.0959536389520963e-08,1.2055489939655217e-08
1933,6.3318057073047385e-06,1.261772819560747e-08,8.02946376055047e-09
1934,6.121389105828712e-06,7.188948103475923e-09,8.38710612072191e-09
1935,6.011669029248878e-06,4.787313656606784e-09,2.5133395809007197e-08
1936,5.7058905440499075e-06,2.424942913137329e-09,9.699771208460106e-09
1937,5.833464911120245e-06,7.554670666820584e-09,1.8886676889096066e-08
1938,5.831753242091509e-06,3.8895642262559704e-09,1.6854778905894818e-08
1939,5.845386112923734e-06,1.070583532936098e-08,4.588215141154706e-09
1940,5.715654879168142e-06,2.5357829169792012e-09,1.5214697057785997e-08
1941,5.89119918004144e-06,1.1806010391524069e-08,1.1806010391524069e-08
1942,5.816583779960638e-06,6.068423541449874e-09,3.034211770724937e-09
1943,6.439375738409581e-06,2.322588166236983e-08,1.1612940831184915e-08
1944,6.378174475685228e-06,9.639558484764166e-09,6.4263723231761105e-09
1945,6.947249403310707e-06,1.3071024262956144e-08,1.5249527862692958e-08
1946,6.4287660279660486e-06,1.9489545977080525e-08,1.6705325123211878e-08
1947,6.447999112424441e-06,1.0728784083369192e-08,1.5497132688224724e-08
1948,6.043682333256584e-06,1.195907639583993e-08,6.523132700664291e-09
1949,5.714480721508153e-06,9.817008539414473e-09,1.178041031391075e-08
1950,5.570802386500873e-06,2.3397795700930146e-08,7.444752814222966e-09
1951,6.181480785016902e-06,1.3859822622919182e-08,1.1727541826545007e-08
1952,5.971522568870569e-06,1.370824520563474e-08,1.7926167217297007e-08
1953,5.659491307596909e-06,8.619061908632375e-09,1.1851209791302608e-08
1954,5.821499598823721e-06,4.886268278880834e-09,1.9545072227344917e-09
1955,5.620102001557825e-06,2.440258128899586e-08,1.595553333899602e-08
1956,5.547517957893433e-06,1.3953826538681824e-08,1.2209597777257386e-08
1957,5.730405518988846e-06,1.767007518083119e-08,5.301022731885041e-09
1958,5.782298103440553e-06,2.2335056470978998e-08,9.099467679352102e-09
1959,5.360417162592057e-06,1.1626121398933265e-08,6.200598368089061e-09
1960,5.657089332089527e-06,1.314958364417862e-08,7.612916630428401e-09
1961,5.694016635970911e-06,2.084447814354462e-08,2.153929390402709e-08
1962,6.0546658460225444e-06,1.3952304200870458e-08,1.4586500007851555e-08
1963,5.657796464220155e-06,1.7458344103715717e-08,1.0345685197421517e-08
1964,5.756042355642421e-06,1.4601523545820783e-08,7.30076216148845e-09
1965,5.773552857135655e-06,1.860494691641179e-08,1.4227312661319047e-08
1966,5.870311269973172e-06,1.8832853498906843e-08,5.539074754423723e-09
1967,5.805470209452324e-06,1.1339771788243524e-08,1.627010748350699e-08
1968,6.161324108688859e-06,1.392338955241712e-08,1.392338955241712e-08
1969,5.56819486519089e-06,9.537691525451919e-09,9.083515689622956e-09
1970,5.26278108736733e-06,1.0577067222072856e-08,1.057706744411746e-08
1971,5.28073087480152e-06,1.1304474689666222e-08,1.3873673321285196e-08
1972,5.181448159419233e-06,1.3851396474251487e-08,1.179933784012377e-08
1973,5.236440756561933e-06,1.4334330167287135e-08,1.3783009178425232e-08
1974,4.93868947160081e-06,9.00091468025721e-09,1.2938814686336286e-08
1975,4.755949703394435e-06,1.599214449754527e-08,1.5420996479775795e-08
1976,5.02333296026336e-06,1.199840671262109e-08,1.0284348428424295e-08
1977,5.040515588916605e-06,1.1753563455840776e-08,8.22749424145286e-09
1978,5.319799583958229e-06,1.544553818177974e-08,1.5445537515645924e-08
1979,5.09121673530899e-06,1.580032815695631e-08,1.4629933375864823e-08
1980,5.104128376842709e-06,1.2507331170752423e-08,1.1938816268930452e-08
1981,5.16860654897755e-06,1.8344094243616382e-08,1.1385989540091401e-08
1982,5.434668310044799e-06,1.8001756529884005e-08,1.738100596782033e-08
1983,5.249922196526313e-06,1.8314416649900522e-08,8.209910973278056e-09
1984,5.306092589307809e-06,9.858314165001048e-09,9.278413815039244e-09
1985,5.443478585220873e-06,1.5038894574104233e-08,9.624893104742682e-09
1986,5.475363195728278e-06,1.019062523255343e-08,2.997242765090391e-08
1987,5.401961971074343e-06,2.8720839040374813e-08,8.555143260480236e-09
1988,5.44906833965797e-06,2.0388283061834045e-08,1.3792073927376691e-08
1989,5.399763267632807e-06,1.2622680678475717e-08,1.2073868349560257e-08
1990,5.213813892623875e-06,1.5256222951620657e-08,1.5801088049105516e-08
1991,5.677415174432099e-06,2.3445860364290638e-08,9.378344600907695e-09
1992,5.654304914060049e-06,1.8182815253453555e-08,8.264916417921597e-09
1993,5.524251719180029e-06,1.0524494165053966e-08,6.64704896680135e-09
1994,5.510715709533542e-06,1.8989736005892155e-08,1.6352272202979634e-08
1995,5.680559297616128e-06,9.760411145975922e-09,8.675921092660133e-09
1996,5.557487838814268e-06,1.868332333287981e-08,8.007138063703678e-09
1997,5.609546860796399e-06,2.3494983736327413e-08,1.5343662340683295e-08
1998,5.7866018323693424e-06,1.7642078020685403e-08,3.0516027038629545e-08
1999,5.614035217149649e-06,1.553868322901053e-08,1.690974427148717e-08
2000,5.472615612234222e-06,1.4137700787841823e-08,1.0603275923948274e-08
2001,5.626790425594663e-06,2.0591695459870607e-08,9.638665865452367e-09
2002,5.887047336727846e-06,1.7963008858146168e-08,7.448076710936391e-09
2003,6.123710136307636e-06,2.0417921575699438e-08,7.91715359937939e-09
2004,6.100635800976306e-06,2.2023955992267474e-08,7.92862434040309e-09
2005,6.102580755396048e-06,2.612174831995162e-08,1.216012357474483e-08
2006,6.370787559717428e-06,2.4295550460351478e-08,1.029472451730129e-08
2007,6.924829449417302e-06,3.355362920842708e-08,6.790614959228947e-09
2008,7.200607797130942e-06,3.9594187484226495e-08,7.2376473703172906e-09
2009,7.638167517143302e-06,4.8635563132393145e-08,4.76819250749827e-09
2010,8.917576451494824e-06,5.5740756010891346e-08,7.558068837454357e-09
2011,9.417295586899854e-06,7.303786730972206e-08,3.82397197240536e-09
2012,1.1385863217583392e-05,1.065531094468497e-07,6.127654827992046e-09
2013,1.1943870049435645e-05,1.0180306730944721e-07,5.299337524355963e-09
2014,1.2907785276183859e-05,1.2061529730544862e-07,3.4647122532094343e-09
2015,1.2684352441283409e-05,1.0595230293120039e-07,2.881548111233201e-09
2016,1.2870063983427826e-05,1.0087426005611633e-07,2.485607997204653e-09
2017,1.2344607966952026e-05,1.240196354501677e-07,1.5093667982135628e-09
2018,1.3175547792343423e-05,1.332036845269613e-07,1.0842160336199669e-08
2019,1.2619480912690051e-05,1.2448819575183734e-07,1.53059265262101e-09
