year,en_ADP art_NOUN,en_ADP fard_NOUN
1884,7.189247916983277e-07,0.0
1885,5.343431936921661e-07,2.5782542767416317e-09
1886,5.97590766204803e-07,0.0
1887,5.490825607523675e-07,6.528924623161458e-10
1888,6.73373254045373e-07,0.0
1889,6.641044763000536e-07,6.265136742733546e-10
1890,6.757572421633995e-07,1.3108772956016423e-09
1891,7.272985200756921e-07,6.374220040683554e-10
1892,8.07384399337252e-07,0.0
1893,8.917387077644889e-07,0.0
1894,8.86626551732661e-07,0.0
1895,8.925605605725195e-07,3.0093072478365457e-09
1896,1.0325697559210312e-06,1.7691086373616827e-09
1897,1.0447297391635857e-06,2.330685422435863e-09
1898,1.0603756770422024e-06,2.8291773368493978e-09
1899,9.557183062725016e-07,1.6582735185011188e-09
1900,1.077143508609879e-06,0.0
1901,9.802648186507668e-07,3.912117296778206e-09
1902,1.0051350756157262e-06,6.38336894454028e-09
1903,1.1864283351314953e-06,5.400220270956879e-10
1904,1.1963915405033276e-06,0.0
1905,1.253032266390619e-06,2.580379465655369e-09
1906,1.1188601689582356e-06,0.0
1907,1.1509683268684512e-06,0.0
1908,1.2754877047882474e-06,0.0
1909,1.3389394126761545e-06,0.0
1910,1.2344987538881469e-06,0.0
1911,1.2891266258918677e-06,0.0
1912,1.4065436957366728e-06,5.209421227725386e-10
1913,1.456200919847106e-06,0.0
1914,1.4284154019605921e-06,0.0
1915,8.281875860660648e-07,1.1780761921542648e-09
1916,1.1295111193021512e-06,3.2962386153911893e-09
1917,1.1646342876758808e-06,0.0
1918,1.202623650442547e-06,0.0
1919,1.480621982352659e-06,0.0
1920,1.7787172410521634e-06,0.0
1921,1.535753170855969e-06,1.5145494858259667e-09
1922,1.690285010624848e-06,2.951174193910333e-09
1923,1.5531132007140513e-06,3.1847844361720945e-09
1924,1.5805131141632955e-06,5.156649773851996e-09
1925,1.452859351047664e-06,0.0
1926,1.4512271810929178e-06,2.229227691330493e-09
1927,1.5765004022227913e-06,2.2298449753321847e-09
1928,1.5619398716637534e-06,1.1426041224282812e-09
1929,1.3279364559082296e-06,0.0
1930,1.3287059026367842e-06,6.302162347537887e-09
1931,1.2374812570215e-06,0.0
1932,1.0203328280056212e-06,0.0
1933,1.2457138822696834e-06,0.0
1934,1.0028582657639618e-06,0.0
1935,1.18845058949546e-06,2.393656828303392e-09
1936,1.0851619407503676e-06,2.424942913137329e-09
1937,1.1344597474760576e-06,1.2591118148108649e-09
1938,1.1318632360257652e-06,0.0
1939,9.925838426738665e-07,1.5294050470515685e-09
1940,9.357038877055857e-07,0.0
1941,1.4167212469828883e-06,0.0
1942,1.225821534944771e-06,0.0
1943,1.1903264542922898e-06,2.9032352077962287e-09
1944,1.1374679331765947e-06,0.0
1945,1.4225631375097691e-06,4.357008087652048e-09
1946,1.3238969991391514e-06,0.0
1947,1.391165618258583e-06,0.0
1948,1.3133240273077718e-06,1.0871887834440486e-09
1949,1.2585404540743639e-06,9.817008317369869e-10
1950,1.1039505167786956e-06,0.0
1951,1.1610266525963198e-06,0.0
1952,1.1198581582050338e-06,0.0
1953,1.0515255262077972e-06,1.0773827385790469e-09
1954,1.300724580488577e-06,6.840775057526116e-09
1955,1.2773812763100523e-06,0.0
1956,1.3317183018557444e-06,0.0
1957,1.03369938386777e-06,1.7670075402875796e-09
1958,1.0174859284006743e-06,8.272243445794913e-10
1959,1.1137824067475321e-06,7.750747821333448e-10
1960,1.0035208433123444e-06,6.920833350854139e-10
1961,1.0102623697605395e-06,6.948159270159238e-10
1962,1.0527647802405227e-06,0.0
1963,1.2725192561902077e-06,0.0
1964,1.0665196583659053e-06,1.2167936658258327e-09
1965,1.329159285745618e-06,5.472043373977442e-10
1966,1.118893070639615e-06,1.1078149508847446e-09
1967,1.0669246464090065e-06,1.9721342336964653e-09
1968,1.8221673983020992e-06,4.4914158503495116e-10
1969,1.1640525485745457e-06,1.3625273131978588e-09
1970,1.3313308500073617e-06,4.5987250119061684e-10
1971,1.4998982180713938e-06,1.0276794970565106e-09
1972,1.1804468265097512e-06,5.130146862875051e-10
1973,1.2057376821417165e-06,5.513203782392395e-10
1974,9.659106261494799e-07,0.0
1975,1.1057425517435604e-06,1.7134440533084216e-09
1976,1.086712789089006e-06,2.285410749536254e-09
1977,1.1935744268498638e-06,5.876781838942691e-10
1978,1.2011875334394517e-06,2.970295565063452e-09
1979,1.1095341534428371e-06,5.851973350345929e-10
1980,1.4355005859556513e-06,5.685150683554241e-10
1981,1.0557342129402514e-06,0.0
1982,1.0844506803664444e-06,0.0
1983,1.2851667960944724e-06,0.0
1984,1.1731394771175019e-06,5.799008495621649e-10
1985,1.1537839981201614e-06,1.2031116103372597e-09
1986,1.330775774022186e-06,0.0
1987,1.3517126618012298e-06,4.277571630240118e-09
1988,1.2676715250847792e-06,1.1993107618124554e-09
1989,1.3648960042189628e-06,1.0976244357863152e-09
1990,1.3212978799970188e-06,1.6345953479657283e-09
1991,1.3698244174520369e-06,1.7584396161396398e-09
1992,1.3493852826229613e-06,1.65298330578878e-09
1993,1.5487623485910262e-06,1.661762283333701e-09
1994,1.4384725339766646e-06,2.1099706426497278e-09
1995,1.3306693880110743e-06,0.0
1996,1.4834557653387037e-06,5.338092190498855e-10
1997,1.4499760467856504e-06,9.58978896292706e-10
1998,1.420425721931906e-06,3.814503379828693e-09
1999,1.4492107993646641e-06,1.8280804647829996e-09
2000,1.4049340499866503e-06,8.836062992401139e-10
2001,1.5636544645758477e-06,8.762423564512289e-10
2002,1.7196294628263331e-06,1.3143663935011318e-09
2003,1.5580125136693823e-06,4.1669229178253886e-10
2004,1.553569848766756e-06,1.3214374039449694e-09
2005,1.5398320449833136e-06,4.5037495954858286e-10
2006,1.6945116705358032e-06,8.235779835885637e-10
2007,1.7495819939483681e-06,2.7961355453243186e-09
2008,1.8762536164729227e-06,1.2772318758180745e-09
2009,1.4280737055116788e-06,1.907277002999308e-09
2010,1.3184106713026722e-06,2.3618964561933353e-09
2011,1.4022505183675094e-06,7.64794394481072e-10
2012,1.1901267917835412e-06,2.382976926895708e-09
2013,1.1544188609491357e-06,1.9523875849358774e-09
2014,1.065832080371365e-06,2.165445156521173e-09
2015,1.3982158009184786e-06,2.438232948875907e-09
2016,1.0690185696660137e-06,1.86420612280358e-09
2017,1.122214264626109e-06,1.7609279590047322e-09
2018,1.205803044967979e-06,5.162933192082164e-09
2019,1.2114640455251902e-06,2.5509878653906526e-09
