year,certain_ADJ air_NOUN,certain_ADJ fer_NOUN
1869,4.800499455726026e-07,0.0
1870,4.696186093333665e-07,8.601073631098188e-09
1871,4.418409815798441e-07,1.0621177271019633e-09
1872,4.928581636143292e-07,6.047339295989218e-10
1873,4.381755167592871e-07,5.986004469882289e-10
1874,4.719941233410907e-07,2.3898436563030145e-09
1875,4.582943331499223e-07,1.1443054281912168e-09
1876,5.024238056705599e-07,1.813804439976252e-09
1877,4.075793698099517e-07,1.8554447978047506e-09
1878,4.6621763583054587e-07,2.4156354694326865e-09
1879,3.958842726969891e-07,1.832797580370027e-09
1880,4.081750315521049e-07,6.417846254436199e-10
1881,4.2950645529060694e-07,0.0
1882,5.064748265226626e-07,1.9966155395678697e-09
1883,4.2276378664496406e-07,0.0
1884,4.700408249291854e-07,0.0
1885,3.3775132035618327e-07,2.5782542767416317e-09
1886,4.0527753952801504e-07,0.0
1887,2.8270242879990803e-07,0.0
1888,3.2020102946894724e-07,0.0
1889,4.097399528557588e-07,3.132568426877924e-09
1890,3.074007223213826e-07,2.6217545912032847e-09
1891,3.295471712183584e-07,0.0
1892,3.72976478590914e-07,0.0
1893,3.1900597730061264e-07,6.158416554491453e-10
1894,3.094055904817594e-07,0.0
1895,2.9069907636625203e-07,0.0
1896,2.771603693219049e-07,5.89702897624278e-10
1897,2.79682260018177e-07,0.0
1898,2.942344670131547e-07,5.6583548957434e-10
1899,2.747206337971875e-07,1.6582735185011188e-09
1900,2.720111974552353e-07,2.07642125715779e-09
1901,2.403157783881227e-07,2.794369402536745e-09
1902,2.1948968154106296e-07,9.820567692386817e-10
1903,2.7541122449292743e-07,0.0
1904,2.3809589055900915e-07,5.374625189347171e-10
1905,2.2500908869460545e-07,0.0
1906,2.3766132473124202e-07,5.144184522798412e-10
1907,2.890277950307052e-07,3.0857059130084963e-09
1908,2.534276810628455e-07,9.822778146428846e-10
1909,2.9870341222704155e-07,2.2003934230241384e-09
1910,2.7682700010078776e-07,0.0
1911,2.388848032719437e-07,0.0
1912,2.880809795158257e-07,5.209421227725386e-10
1913,2.8158876008710365e-07,5.30298971401777e-10
1914,2.872902955530776e-07,0.0
1915,2.0262910627177888e-07,0.0
1916,2.0326804417436506e-07,0.0
1917,2.2261841081672173e-07,0.0
1918,2.2168705982039683e-07,0.0
1919,1.8968166970445566e-07,0.0
1920,2.5366976563745425e-07,0.0
1921,2.733761934603507e-07,1.5145494858259667e-09
1922,3.0470872647292424e-07,0.0
1923,3.301559843293944e-07,0.0
1924,2.836157299013209e-07,6.445812328337297e-09
1925,3.365442580172129e-07,1.0998177923937646e-09
1926,2.6527808927312435e-07,1.1146138456652466e-09
1927,3.5008565912875156e-07,1.1149224876660924e-09
1928,3.130735313217059e-07,0.0
1929,3.197296689627649e-07,0.0
1930,2.888491016372896e-07,2.100720708497761e-09
1931,2.2126391741039697e-07,0.0
1932,2.663167447680692e-07,1.0959536611565568e-09
1933,1.8008939561831028e-07,1.1470662197865522e-09
1934,1.9290344255296077e-07,0.0
1935,2.1183862841667178e-07,0.0
1936,1.7580836697561608e-07,2.424942913137329e-09
1937,2.0145789725312113e-07,2.5182236296217297e-09
1938,2.1522255622130615e-07,0.0
1939,2.0188146265809337e-07,0.0
1940,2.5357829258609854e-07,5.0715658339584024e-09
1941,1.8889615960304695e-07,0.0
1942,2.2756587725325517e-07,0.0
1943,2.52581457971246e-07,0.0
1944,2.4420214117526484e-07,0.0
1945,2.483494654370588e-07,0.0
1946,2.0881655959925638e-07,0.0
1947,3.1232681396708983e-07,0.0
1948,2.0112992626941661e-07,1.0871887834440486e-09
1949,2.0713887094458983e-07,9.817008317369869e-10
1950,2.3078735011949902e-07,0.0
1951,2.6866733016106537e-07,0.0
1952,2.087871203704239e-07,0.0
1953,2.2840514191102557e-07,0.0
1954,2.1695029928103793e-07,0.0
1955,2.139918535704055e-07,0.0
1956,2.3721504760487733e-07,0.0
1957,1.828852873586584e-07,0.0
1958,2.142511089653354e-07,8.272243445794913e-10
1959,1.8369272325458041e-07,0.0
1960,2.1869833388699078e-07,0.0
1961,2.230359161248252e-07,0.0
1962,2.3148140781970028e-07,0.0
1963,1.7716985256654993e-07,0.0
1964,2.0198774908219974e-07,1.2167936658258327e-09
1965,2.456947368334461e-07,5.472043373977442e-10
1966,2.0993093130527996e-07,0.0
1967,2.3369790680405345e-07,0.0
1968,2.3310448094004954e-07,0.0
1969,1.9393305847326126e-07,0.0
1970,1.8946746971337802e-07,9.197450023812337e-10
1971,2.2711716995971187e-07,1.541519245584766e-09
1972,2.0777095244284283e-07,0.0
1973,2.4423493982794753e-07,0.0
1974,1.029479639869102e-07,1.1251143350321513e-09
1975,1.325063432311424e-07,0.0
1976,1.3255381847709913e-07,0.0
1977,1.222370684672569e-07,5.876781838942691e-10
1978,1.4792072944302959e-07,1.1881182704343018e-09
1979,1.7555920528433688e-07,1.7555920051037788e-09
1980,1.2962143403072446e-07,0.0
1981,1.1449244674555104e-07,6.325549528618524e-10
1982,1.1608029260035124e-07,0.0
1983,1.174648799340261e-07,0.0
1984,1.2699828594309182e-07,0.0
1985,9.143647938802957e-08,0.0
1986,1.2528474885309393e-07,0.0
1987,1.387155492693637e-07,0.0
1988,1.3792073605412014e-07,0.0
1989,1.218363081534335e-07,0.0
1990,1.2858816944572027e-07,5.44865097484859e-10
1991,1.2543534877451634e-07,0.0
1992,1.2562672069282854e-07,0.0
1993,1.2130864668336017e-07,5.539207426075166e-10
1994,1.1182844161794492e-07,5.274926606624319e-10
1995,1.2471636523514462e-07,0.0
1996,9.982232285210557e-08,0.0
1997,1.0932359673088143e-07,0.0
1998,1.2683223360454576e-07,0.0
1999,1.0008740503053559e-07,0.0
2000,9.763849817545633e-08,8.836062992401139e-10
2001,1.1084466020050421e-07,4.3812117822561447e-10
2002,1.30998518144132e-07,4.38122149670761e-10
2003,1.1250691756004016e-07,0.0
2004,1.1804840430174046e-07,0.0
2005,1.1439524116862998e-07,0.0
2006,1.4165540773714014e-07,4.1178899179428186e-10
2007,8.947634172473684e-08,0.0
2008,1.0856471374665055e-07,4.257439678578834e-10
2009,9.584066895662602e-08,4.76819250749827e-10
2010,7.510830696277893e-08,0.0
2011,8.37449860568995e-08,0.0
2012,1.2663820558866945e-07,0.0
2013,1.5368079353539343e-07,0.0
2014,1.5353006344032138e-07,0.0
2015,2.2830726231770626e-07,2.2165753954528356e-10
2016,2.6306019540456305e-07,2.0713400439298368e-10
2017,9.458698771447338e-08,0.0
2018,1.794119376397063e-07,0.0
2019,1.6530401314440724e-07,0.0
