year,en_ADP art_NOUN,en_ADP phares_NOUN
1889,6.641044763000536e-07,0.0
1890,6.757572421633995e-07,3.9326319978272295e-09
1891,7.272985200756921e-07,8.286486163910922e-09
1892,8.07384399337252e-07,5.641661138255927e-09
1893,8.917387077644889e-07,8.005941687372342e-09
1894,8.86626551732661e-07,1.2603078580752936e-09
1895,8.925605605725195e-07,6.018614495673091e-10
1896,1.0325697559210312e-06,2.948514543632541e-09
1897,1.0447297391635857e-06,1.7480140668268973e-09
1898,1.0603756770422024e-06,5.6583548957434e-10
1899,9.557183062725016e-07,1.1055156790007459e-09
1900,1.077143508609879e-06,3.6337372000261325e-09
1901,9.802648186507668e-07,2.235495566438317e-09
1902,1.0051350756157262e-06,4.419255628107521e-09
1903,1.1864283351314953e-06,1.0800440541913758e-09
1904,1.1963915405033276e-06,1.0749250378694342e-09
1905,1.253032266390619e-06,1.0321518084666081e-09
1906,1.1188601689582356e-06,1.0288369045596824e-09
1907,1.1509683268684512e-06,1.028568674676933e-09
1908,1.2754877047882474e-06,9.822778146428846e-10
1909,1.3389394126761545e-06,3.8506885458033935e-09
1910,1.2344987538881469e-06,4.809735498767509e-09
1911,1.2891266258918677e-06,4.2562992019767876e-09
1912,1.4065436957366728e-06,1.0418842455450772e-09
1913,1.456200919847106e-06,4.772690687104841e-09
1914,1.4284154019605921e-06,2.0090231700464756e-09
1915,8.281875860660648e-07,1.1780762143587253e-08
1916,1.1295111193021512e-06,1.3184954461564757e-08
1917,1.1646342876758808e-06,2.1932848870420685e-09
1918,1.202623650442547e-06,2.2972752589112133e-09
1919,1.480621982352659e-06,4.603924186330488e-09
1920,1.7787172410521634e-06,2.2716695191604686e-09
1921,1.535753170855969e-06,4.543648568500203e-09
1922,1.690285010624848e-06,2.2133805899215986e-09
1923,1.5531132007140513e-06,2.1231896241147297e-09
1924,1.5805131141632955e-06,1.2891624656674594e-08
1925,1.452859351047664e-06,3.299453377181294e-09
1926,1.4512271810929178e-06,3.3438415369957397e-09
1927,1.5765004022227913e-06,3.3447675740205796e-09
1928,1.5619398716637534e-06,3.4278123672848437e-09
1929,1.3279364559082296e-06,6.684243603061191e-09
1930,1.3287059026367842e-06,1.0503603542488804e-09
1931,1.2374812570215e-06,5.7026783295555106e-09
1932,1.0203328280056212e-06,3.287861094491973e-09
1933,1.2457138822696834e-06,8.029463538505865e-09
1934,1.0028582657639618e-06,4.7926320689839486e-09
1935,1.18845058949546e-06,1.196828414151696e-09
1936,1.0851619407503676e-06,2.424942913137329e-09
1937,1.1344597474760576e-06,3.777335444432595e-09
1938,1.1318632360257652e-06,5.186085672015395e-09
1939,9.925838426738665e-07,1.5294050470515685e-09
1940,9.357038877055857e-07,0.0
1941,1.4167212469828883e-06,0.0
1942,1.225821534944771e-06,3.034211770724937e-09
1943,1.1903264542922898e-06,5.806470415592457e-09
1944,1.1374679331765947e-06,0.0
1945,1.4225631375097691e-06,2.178504043826024e-09
1946,1.3238969991391514e-06,8.352662561605939e-09
1947,1.391165618258583e-06,2.3841741914054637e-09
1948,1.3133240273077718e-06,3.2615663503321457e-09
1949,1.2585404540743639e-06,3.926803215925645e-09
1950,1.1039505167786956e-06,4.2541445921528975e-09
1951,1.1610266525963198e-06,4.264560704569931e-09
1952,1.1198581582050338e-06,2.1089607837865287e-09
1953,1.0515255262077972e-06,2.1547654771580937e-09
1954,1.300724580488577e-06,6.840775057526116e-09
1955,1.2773812763100523e-06,5.631364707880948e-09
1956,1.3317183018557444e-06,2.616342476002842e-09
1957,1.03369938386777e-06,6.184526335495377e-09
1958,1.0174859284006743e-06,4.1361216673863055e-09
1959,1.1137824067475321e-06,3.875373910666724e-09
1960,1.0035208433123444e-06,6.920833239831836e-09
1961,1.0102623697605395e-06,9.727423089245235e-09
1962,1.0527647802405227e-06,6.341956404476434e-09
1963,1.2725192561902077e-06,9.69907976156037e-09
1964,1.0665196583659053e-06,4.8671746077921796e-09
1965,1.329159285745618e-06,2.188817405102128e-09
1966,1.118893070639615e-06,8.30861190959098e-09
1967,1.0669246464090065e-06,8.874604051634094e-09
1968,1.8221673983020992e-06,2.245707841908029e-09
1969,1.1640525485745457e-06,2.7250546263957176e-09
1970,1.3313308500073617e-06,3.219107563845469e-09
1971,1.4998982180713938e-06,6.679916619845017e-09
1972,1.1804468265097512e-06,4.10411743478889e-09
1973,1.2057376821417165e-06,2.2052815684681093e-09
1974,9.659106261494799e-07,1.6876715580593782e-09
1975,1.1057425517435604e-06,2.2845920710778955e-09
1976,1.086712789089006e-06,4.570821499072508e-09
1977,1.1935744268498638e-06,5.876781838942691e-10
1978,1.2011875334394517e-06,2.3762365408686037e-09
1979,1.1095341534428371e-06,4.681578680276743e-09
1980,1.4355005859556513e-06,1.0801786132219604e-08
1981,1.0557342129402514e-06,1.2651099057237047e-09
1982,1.0844506803664444e-06,6.2075020679230875e-09
1983,1.2851667960944724e-06,3.157658134966823e-09
1984,1.1731394771175019e-06,3.479405208395292e-09
1985,1.1537839981201614e-06,2.4062232206745193e-09
1986,1.330775774022186e-06,4.196139880008332e-09
1987,1.3517126618012298e-06,2.4443267410134695e-09
1988,1.2676715250847792e-06,4.797243047249822e-09
1989,1.3648960042189628e-06,3.841685636274406e-09
1990,1.3212978799970188e-06,2.179460389939436e-09
1991,1.3698244174520369e-06,1.7584395606284886e-09
1992,1.3493852826229613e-06,6.060938417817852e-09
1993,1.5487623485910262e-06,4.985286627956498e-09
1994,1.4384725339766646e-06,4.2199412852994556e-09
1995,1.3306693880110743e-06,3.795715630694474e-09
1996,1.4834557653387037e-06,1.067618438099771e-09
1997,1.4499760467856504e-06,9.110299403758404e-09
1998,1.420425721931906e-06,4.7681290027412615e-09
1999,1.4492107993646641e-06,3.6561608462992723e-09
2000,1.4049340499866503e-06,1.3254094488601709e-09
2001,1.5636544645758477e-06,1.7524847129024579e-09
2002,1.7196294628263331e-06,2.190610748353805e-09
2003,1.5580125136693823e-06,4.166922806803086e-09
2004,1.553569848766756e-06,4.845270407116686e-09
2005,1.5398320449833136e-06,4.053374635937246e-09
2006,1.6945116705358032e-06,8.235779835885637e-10
2007,1.7495819939483681e-06,3.994479413904628e-09
2008,1.8762536164729227e-06,2.9802078582719105e-09
2009,1.4280737055116788e-06,4.76819250749827e-09
2010,1.3184106713026722e-06,3.7790344187271785e-09
2011,1.4022505183675094e-06,1.911985902935953e-09
2012,1.1901267917835412e-06,4.765953853791416e-09
2013,1.1544188609491357e-06,8.08846234434668e-09
2014,1.065832080371365e-06,5.197068470019772e-09
2015,1.3982158009184786e-06,4.654808455351045e-09
2016,1.0690185696660137e-06,2.6927420293532123e-09
2017,1.122214264626109e-06,5.7859059765519305e-09
2018,1.205803044967979e-06,5.679226700028295e-09
2019,1.2114640455251902e-06,3.0611854162643226e-09
