year,ton_DET art_NOUN,ton_DET fard_NOUN
1878,7.126124373924014e-08,1.2078177347163432e-09
1879,4.948553522510224e-08,2.443730107160036e-09
1880,1.2835692508872398e-07,2.5671385017744797e-09
1881,9.064260009239433e-08,0.0
1882,9.583754589925775e-08,6.655385131892899e-10
1883,1.1311616826548132e-07,0.0
1884,6.535679908381553e-08,6.601696966868076e-10
1885,4.705314010644557e-08,2.5782542767416317e-09
1886,1.2132512189344524e-07,6.453463874400711e-10
1887,8.487602265461192e-08,0.0
1888,6.530833296380933e-08,0.0
1889,8.771191151168978e-08,0.0
1890,6.816561853861813e-08,6.554386478008212e-10
1891,8.605197043820567e-08,0.0
1892,7.271474666836752e-08,0.0
1893,7.328515805316016e-08,0.0
1894,5.230277633216929e-08,6.301539290376468e-10
1895,5.356566989966893e-08,1.8055843487019274e-09
1896,7.72510810875815e-08,5.89702897624278e-10
1897,7.8660629565519e-08,5.826713556089658e-10
1898,6.959776321924238e-08,0.0
1899,5.306475436839264e-08,3.8693048765026106e-09
1900,8.980521659651686e-08,0.0
1901,5.924063112283662e-08,5.588738916095792e-10
1902,6.874397462386383e-08,5.4013122863239005e-09
1903,8.100330184390714e-08,3.7801539676252105e-09
1904,5.643356626450213e-08,2.6873125946735854e-09
1905,7.844354055208669e-08,5.160759042333041e-10
1906,6.73888178037707e-08,0.0
1907,6.737124813582795e-08,1.5428529565042481e-09
1908,1.0019233775970804e-07,5.893666887857307e-09
1909,7.811396462997777e-08,1.0451868703853506e-08
1910,9.138497814031865e-08,1.3894791983659616e-08
1911,7.395320145153761e-08,2.6601871816467337e-09
1912,5.886645970676341e-08,3.125652625612929e-09
1913,1.0712039216764779e-07,1.060597942803554e-09
1914,6.964613341597925e-08,3.3483718020477227e-09
1915,5.536958258556268e-08,8.246533234057551e-09
1916,4.614734194774428e-08,1.0987462051303964e-09
1917,7.676497215669542e-08,3.289927441585405e-09
1918,1.0452602516863863e-07,0.0
1919,1.3903850493157677e-07,2.762354567309444e-09
1920,9.541011802838284e-08,3.028892692213958e-09
1921,1.453967461984007e-07,1.5145494858259667e-09
1922,8.263287981646883e-08,5.164555005876537e-09
1923,1.6879356934396128e-07,4.246379248229459e-09
1924,1.4180786578332771e-07,6.445812328337297e-09
1925,8.908524251616257e-08,6.598906754362588e-09
1926,1.3598288861604857e-07,4.458455382660986e-09
1927,1.0257287130777115e-07,1.1149224876660924e-09
1928,8.912312088327212e-08,7.998228745975666e-09
1929,9.246536936124983e-08,6.684243825105796e-09
1930,8.402882478719675e-08,2.100720708497761e-09
1931,6.615106951102234e-08,6.843213995466613e-09
1932,8.548438534816682e-08,1.0959536389520963e-08
1933,4.5882648125328274e-08,2.2941324395731044e-09
1934,5.391711255242626e-08,2.3963160344919743e-09
1935,5.864459051707627e-08,2.393656828303392e-09
1936,6.668592744674129e-08,3.6374143697059935e-09
1937,8.561960496145105e-08,1.2591118148108649e-09
1938,9.464606520737107e-08,1.1668692678767911e-08
1939,4.129393804674919e-08,1.5294050470515685e-09
1940,4.05725257834888e-08,0.0
1941,8.854507882460894e-08,2.9515025978810172e-09
1942,9.102635112334667e-08,6.068423541449874e-09
1943,9.000029432826295e-08,2.9032352077962287e-09
1944,8.03296504869877e-08,0.0
1945,9.367567210816219e-08,1.5249527862692958e-08
1946,7.517396394263187e-08,1.6705325123211878e-08
1947,5.1259744004994445e-08,2.3841741914054637e-09
1948,7.50160236151487e-08,3.2615663503321457e-09
1949,5.595694796411976e-08,4.908504269707237e-09
1950,1.1698897939282915e-07,2.1270722072586068e-08
1951,6.716683209617713e-08,6.396841278899501e-09
1952,6.748674286072287e-08,1.0544803918932644e-09
1953,6.14108174312733e-08,6.464296653518886e-09
1954,7.818029157391493e-08,2.9317608341017376e-09
1955,4.5050918551226005e-08,0.0
1956,8.023449904470681e-08,8.72114158667614e-10
1957,7.156380599226964e-08,1.1485549400447326e-08
1958,7.85863135122078e-08,8.272243334772611e-09
1959,5.8130607105688625e-08,3.100299128533379e-09
1960,7.543708435697738e-08,2.7683333403416555e-09
1961,7.642975075050629e-08,4.86371165564492e-09
1962,7.800606605101734e-08,3.805173953708163e-09
1963,8.341208612705486e-08,4.526237162849611e-09
1964,6.50984610661709e-08,3.6503808864551957e-09
1965,9.411914803081345e-08,6.5664522708175355e-09
1966,6.646889727512928e-08,6.6468897053084675e-09
1967,9.416940738304902e-08,3.4512349644799656e-09
1968,1.1003968580780565e-07,2.245707841908029e-09
1969,7.720988026704845e-08,4.995933444718048e-09
1970,6.944074648629339e-08,2.7592350626548523e-09
1971,8.68389200547881e-08,7.1937562573509695e-09
1972,7.643918831234942e-08,1.0260293725750103e-09
1973,6.781240990960669e-08,7.718485406371656e-09
1974,5.45680457486597e-08,1.1251143350321513e-09
1975,5.140332115516344e-08,6.8537762132336866e-09
1976,5.942067782260807e-08,5.713526873840635e-10
1977,5.289103621741731e-08,2.938390863960194e-09
1978,6.534650753842186e-08,2.970295565063452e-09
1979,4.857137991809424e-08,5.266775904289034e-09
1980,5.969408412020982e-08,1.7055452605774235e-09
1981,6.452060508088664e-08,1.8976649140967083e-09
1982,7.200702611953602e-08,0.0
1983,6.189009904566944e-08,2.5261264191556165e-09
1984,6.610869629497529e-08,2.8995041922996734e-09
1985,6.196024626703434e-08,1.2031116103372597e-09
1986,4.8555334031252784e-08,2.3977941854269602e-09
1987,3.972031037413615e-08,1.2221633705067347e-09
1988,6.536243479793313e-08,5.996553809062277e-10
1989,6.585746525900049e-08,4.939310072060721e-09
1990,5.612110332009479e-08,4.3589208909011745e-09
1991,7.971592363986701e-08,0.0
1992,5.509944034365333e-08,5.509944167592096e-10
1993,4.92989451483794e-08,3.323524566667402e-09
1994,4.747434001473039e-08,1.0549853213248639e-09
1995,7.211859487377126e-08,5.422450821690461e-10
1996,6.832757737385009e-08,2.135236876199542e-09
1997,5.8497714561234204e-08,9.58978896292706e-10
1998,6.723062084823539e-08,1.9072516899143466e-09
1999,4.4787970221449314e-08,4.570201161957499e-10
2000,6.008522879241696e-08,4.4180314962005696e-10
2001,8.324302136486494e-08,0.0
2002,8.543381557757357e-08,8.76244299341522e-10
2003,5.792023016759629e-08,2.9168461535000745e-09
2004,7.840528359892573e-08,1.3214374039449694e-09
2005,7.025849280140051e-08,3.1526248278623825e-09
2006,7.535738788533308e-08,2.0589450144825605e-09
2007,7.230007925684845e-08,2.3966877371606188e-09
2008,7.833689097402896e-08,2.1287198670449925e-09
2009,7.533744095233885e-08,1.430457752249481e-09
2010,7.274641022902983e-08,4.723793023408973e-10
2011,6.730190538206671e-08,3.82397197240536e-10
2012,9.804247835809576e-08,3.0638274695071743e-09
2013,1.0738131361875958e-07,2.789124986524172e-09
2014,1.2343037236739463e-07,4.763979391531059e-09
2015,1.241282230335372e-07,3.546520632724537e-09
2016,1.4872221498762883e-07,3.314144070287739e-09
2017,9.30776167251679e-08,3.270294840485022e-09
2018,1.1771488384049178e-07,3.6140533898887384e-09
2019,1.410696228720809e-07,2.295888978931515e-09
