year,mon_DET or_NOUN,mon_DET fort_NOUN
1849,5.530413860199701e-08,0.0
1850,1.1405512978512888e-07,0.0
1851,6.578427780290497e-08,0.0
1852,9.375185161530908e-08,6.510545436100301e-10
1853,7.70379240400132e-08,1.1943863675867306e-09
1854,8.313062949127925e-08,1.558699391779328e-09
1855,1.475328552658084e-07,5.306937111981824e-10
1856,1.0250834381331231e-07,4.1417513307884235e-09
1857,9.323682181872073e-08,6.834112942222248e-09
1858,7.634134790990288e-08,4.893676019968041e-10
1859,1.5989423940432346e-07,5.601390684617513e-09
1860,9.200139317044886e-08,7.781213007262977e-09
1861,9.007490908707894e-08,1.084671669149273e-08
1862,1.084316711974509e-07,9.035972525772706e-10
1863,1.2536498195103718e-07,4.994620828036034e-10
1864,1.1027873991764636e-07,0.0
1865,7.53095128480652e-08,4.706844358715045e-10
1866,1.196940804248925e-07,9.731225825149181e-10
1867,1.0142376005717324e-07,0.0
1868,5.829051508143834e-08,0.0
1869,1.4455216934550208e-07,9.767038289254515e-10
1870,8.429052034131246e-08,2.8670243956696595e-09
1871,8.072094637157079e-08,0.0
1872,6.10781268894911e-08,0.0
1873,7.183205408267668e-08,1.7958012854535355e-09
1874,8.42419886071255e-08,5.974609140757536e-10
1875,1.1900776364370813e-07,3.432916173551348e-09
1876,9.61316373171428e-08,0.0
1877,6.617753400828263e-08,0.0
1878,4.5897075418022126e-08,6.039088673581716e-10
1879,9.713827386903517e-08,6.10932526790009e-10
1880,6.417846365458502e-08,0.0
1881,8.227558789819511e-08,6.972507571312292e-10
1882,8.119569905318258e-08,6.655385131892899e-10
1883,7.835980098125361e-08,0.0
1884,7.790002776175697e-08,0.0
1885,5.47879024370701e-08,0.0
1886,7.227879655902214e-08,1.2906927748801422e-09
1887,7.051238926081282e-08,0.0
1888,4.818867194167353e-08,0.0
1889,7.392861539612383e-08,4.385595886446936e-09
1890,6.554386544621593e-08,6.554386478008212e-10
1891,4.84440720871504e-08,0.0
1892,6.080456849133498e-08,0.0
1893,5.419406545748018e-08,0.0
1894,5.6713854723611234e-08,0.0
1895,6.680662156810513e-08,0.0
1896,5.66114787270422e-08,0.0
1897,6.059781965106481e-08,0.0
1898,4.470100434250668e-08,1.13167097914868e-09
1899,6.356714976618605e-08,5.527578395003729e-10
1900,6.281174180777782e-08,1.5573159428683425e-09
1901,3.409130805431815e-08,0.0
1902,2.700656170917526e-08,4.910283846193408e-10
1903,3.6181477369723325e-08,1.0800440541913758e-09
1904,2.6335664315979557e-08,0.0
1905,3.6641388589941926e-08,0.0
1906,3.755254707193956e-08,0.0
1907,3.291419647943883e-08,0.0
1908,4.7149335324903063e-08,2.9468334439286537e-09
1909,5.500983568662576e-08,0.0
1910,7.214603336969105e-08,4.275320542035388e-09
1911,2.7133907565257687e-08,1.0640748282497725e-09
1912,5.730363239475622e-08,0.0
1913,3.234823792164221e-08,0.0
1914,3.482306887292452e-08,6.696743715117748e-10
1915,3.416420912838447e-08,0.0
1916,3.955486338469427e-08,0.0
1917,3.289927352767563e-08,6.57985488317081e-09
1918,3.44591288836682e-08,1.1486376294556067e-09
1919,3.775217927159957e-08,0.0
1920,4.24044972469062e-08,0.0
1921,6.891199966219119e-08,0.0
1922,4.5743199228454046e-08,1.4755870969551665e-09
1923,4.0340602414090654e-08,4.246379248229459e-09
1924,4.125319807979366e-08,1.289162443462999e-09
1925,6.1589795707917e-08,1.0998177923937646e-09
1926,4.792839447542718e-08,0.0
1927,3.4562597228671166e-08,0.0
1928,6.17006229441941e-08,2.2852082448565625e-09
1929,6.68424400274148e-08,0.0
1930,5.7769819150621515e-08,0.0
1931,3.421607086551148e-08,0.0
1932,6.794912910113027e-08,0.0
1933,2.867665616079762e-08,0.0
1934,3.5944742293736454e-08,0.0
1935,6.462873614054843e-08,0.0
1936,5.577368789033699e-08,0.0
1937,3.7773354000236736e-08,0.0
1938,4.019216381934143e-08,5.186085672015395e-09
1939,2.5999885799876665e-08,0.0
1940,2.02862628917444e-08,0.0
1941,3.246652724442356e-08,0.0
1942,4.551317678291866e-08,0.0
1943,2.9032351855917682e-08,0.0
1944,8.996921074810871e-08,0.0
1945,6.099811189486104e-08,0.0
1946,7.378185351569755e-08,0.0
1947,5.602809283189458e-08,0.0
1948,6.196976110039998e-08,1.0871887834440486e-09
1949,4.810333908977782e-08,0.0
1950,8.61464248824717e-08,3.190608444114673e-09
1951,5.970385164033587e-08,6.396841278899501e-09
1952,8.857635369619032e-08,0.0
1953,3.87857791439572e-08,2.1547654771580937e-09
1954,5.179444317882087e-08,2.9317608341017376e-09
1955,3.848099261460902e-08,9.385607846468247e-10
1956,1.0552581453104892e-07,8.72114158667614e-10
1957,4.329168429295649e-08,0.0
1958,6.617794856556003e-08,6.617794590102477e-09
1959,4.417926346977907e-08,1.5501495642666896e-09
1960,5.6750832033714005e-08,1.1073333583411227e-08
1961,5.141637993144599e-08,0.0
1962,5.327243290942363e-08,0.0
1963,5.1728425987107585e-08,6.466053248388448e-10
1964,5.962289084671113e-08,0.0
1965,4.4870755666615025e-08,0.0
1966,9.693380720321443e-08,2.769537488234164e-09
1967,7.395503398566206e-08,4.930335584241163e-10
1968,8.758261038632753e-08,1.3474247273492779e-09
1969,7.130559692702931e-08,1.3625273131978588e-09
1970,4.4607632171400624e-08,1.8394900047624674e-09
1971,6.011925224314041e-08,4.624557736754298e-09
1972,3.950213234293898e-08,0.0
1973,4.5759593003680266e-08,0.0
1974,3.431598788461443e-08,3.3753431161187564e-09
1975,4.283610000044291e-08,5.711480177694739e-10
1976,3.942333526296693e-08,2.285410749536254e-09
1977,3.819908062085986e-08,2.938390863960194e-09
1978,5.7029677313913396e-08,0.0
1979,3.9793420336664553e-08,1.1703946700691858e-09
1980,3.8090508192034633e-08,1.7055452605774235e-09
1981,3.479052185229037e-08,1.2651099057237047e-09
1982,5.46260205958049e-08,0.0
1983,4.8627932125455686e-08,6.315316158911344e-09
1984,4.2912663311689414e-08,5.799008495621649e-10
1985,3.2484012701949894e-08,6.015558051686298e-10
1986,5.155257531974655e-08,3.596691222629289e-09
1987,5.133086067310444e-08,0.0
1988,2.9383114108494368e-08,5.996553809062277e-10
1989,3.4026357731420376e-08,0.0
1990,4.19546128949122e-08,1.2531897408685211e-08
1991,3.868566977871524e-08,1.1722930404189924e-09
1992,4.0222590869110064e-08,1.1019888335184191e-09
1993,4.6529340824719156e-08,4.431366051882435e-09
1994,5.116678947203468e-08,2.637463358823311e-09
1995,3.958388994362849e-08,1.626735190995987e-09
1996,3.8968072990641645e-08,5.338092190498855e-10
1997,4.3154051110327885e-08,0.0
1998,4.29131632451174e-08,1.43043876743576e-09
1999,3.976074980371891e-08,0.0
2000,3.71114652342186e-08,1.3254094488601709e-09
2001,3.811654292196209e-08,0.0
2002,3.417352778534166e-08,0.0
2003,3.791899783056607e-08,4.1669229178253886e-10
2004,5.638132671847984e-08,1.3214374039449694e-09
2005,3.602999687490893e-08,9.007499190971657e-10
2006,4.3649631242814735e-08,4.1178899179428186e-10
2007,3.7548105791263e-08,3.994479469415779e-10
2008,5.15150195279368e-08,1.7029758436759579e-09
2009,4.243691442695763e-08,1.430457752249481e-09
2010,6.613310210568102e-08,4.723793023408973e-10
2011,7.30378623692296e-08,1.529588788962144e-09
2012,8.102121512587601e-08,0.0
2013,1.1240173802828934e-07,2.789125042035323e-10
2014,1.0459100341364547e-07,5.413613071714174e-09
2015,1.2634479436279822e-07,5.3197807964311394e-09
2016,1.3173722290815704e-07,1.2428040818690533e-09
2017,1.343336428760722e-07,1.509366853724714e-09
2018,1.1306824038159746e-07,2.5814667070633845e-10
2019,9.642733844739126e-08,2.040790147983529e-09
