year,vos_DET humeurs_NOUN,vos_DET tumeurs_NOUN
1928,7.998228745975666e-09,0.0
1929,1.671060956276449e-08,0.0
1930,1.05036033204442e-08,0.0
1931,9.124285327288817e-09,0.0
1932,2.1919073223131136e-09,0.0
1933,1.0323596200123575e-08,0.0
1934,3.5944740517379614e-09,0.0
1935,5.98414207075848e-09,0.0
1936,1.091224355320719e-08,0.0
1937,7.554670666820584e-09,0.0
1938,1.2965214679638848e-08,5.186085783037697e-09
1939,3.058810094103137e-09,0.0
1940,0.0,0.0
1941,3.246652724442356e-08,0.0
1942,2.4273694165799498e-08,0.0
1943,5.806470415592457e-09,0.0
1944,2.2492303131116387e-08,0.0
1945,1.3071024262956144e-08,0.0
1946,2.7842208538686464e-09,0.0
1947,1.4305045148432782e-08,0.0
1948,1.0871888278529696e-08,0.0
1949,6.871905600114303e-09,4.908504269707237e-09
1950,9.571825110299415e-09,0.0
1951,4.264560704569931e-09,0.0
1952,1.370824520563474e-08,1.0544803918932644e-09
1953,4.3095309543161875e-09,1.0773827385790469e-09
1954,8.795282724349818e-09,0.0
1955,1.0324168187025862e-08,0.0
1956,2.703553825256222e-08,0.0
1957,7.951533653738352e-09,0.0
1958,1.3235589513271862e-08,0.0
1959,1.8601794438133368e-08,0.0
1960,1.4533750203327145e-08,0.0
1961,1.528595028332802e-08,6.948159270159238e-10
1962,1.77574772664002e-08,6.341956404476434e-10
1963,1.4871922360271128e-08,1.939815863494232e-09
1964,7.909158661334459e-09,0.0
1965,1.094408652591028e-08,0.0
1966,1.273987226824147e-08,5.539074754423723e-10
1967,2.218651040664099e-08,0.0
1968,9.431973424511852e-09,8.982831700699023e-10
1969,9.537691525451919e-09,0.0
1970,1.4715920398922222e-08,0.0
1971,1.6442872063926472e-08,0.0
1972,1.333838212103089e-08,0.0
1973,7.718485406371656e-09,0.0
1974,3.3753431161187564e-09,5.625571675160757e-10
1975,6.282628195464213e-09,0.0
1976,1.0284348483935446e-08,5.713526873840635e-10
1977,8.22749424145286e-09,5.876781838942691e-10
1978,1.0099005298691566e-08,5.940591352171509e-10
1979,1.4044735707763323e-08,0.0
1980,7.959211123509391e-09,1.1370301367108482e-09
1981,1.2651098835192442e-08,1.2651099057237047e-09
1982,1.0552753892945077e-08,0.0
1983,1.1999100379966876e-08,0.0
1984,1.4497521405587577e-08,5.799008495621649e-10
1985,9.62489254963117e-09,6.015558051686298e-10
1986,1.6784559520033326e-08,0.0
1987,7.944062296871834e-09,0.0
1988,1.9188971966954682e-08,0.0
1989,1.2073869015694072e-08,0.0
1990,9.262707045820662e-09,5.44865097484859e-10
1991,1.1136783939491579e-08,0.0
1992,1.4325855168806356e-08,0.0
1993,1.550978012687665e-08,1.1078414852150331e-09
1994,1.635227242502424e-08,1.5824779264761446e-09
1995,9.218166396873784e-09,0.0
1996,1.1743803041142087e-08,4.804283193493575e-09
1997,1.3425704215030976e-08,4.79489448146353e-10
1998,1.2873949017944142e-08,9.536258449571733e-10
1999,1.0511462811280126e-08,1.3710603763428253e-09
2000,1.3254094932690919e-08,1.3254094488601709e-09
2001,1.3581756164171566e-08,8.762423564512289e-10
2002,1.3143664823189738e-08,8.76244299341522e-10
2003,1.5417615628621206e-08,0.0
2004,1.4535810777260849e-08,0.0
2005,1.5312748513629515e-08,0.0
2006,2.3883761079979138e-08,4.1178899179428186e-10
2007,2.5165221018141892e-08,3.994479469415779e-10
2008,2.2990174292081278e-08,1.2772318758180745e-09
2009,2.7178697514784744e-08,9.53638501499654e-10
2010,4.109699913712461e-08,1.4171379625338432e-09
2011,7.609703933653122e-08,2.6767803529281764e-09
2012,6.093612359148182e-08,1.3617010852229328e-09
2013,4.602056258296017e-08,3.0680376017500066e-09
2014,4.720670399027682e-08,4.330890368553497e-10
2015,4.8543001951451004e-08,1.5516027351836215e-09
2016,6.151879761162604e-08,1.2428040818690533e-09
2017,7.119179845638257e-08,6.792150397672003e-09
2018,7.382994615667826e-08,0.0
2019,5.152995102841729e-08,1.53059265262101e-09
