year,plusieurs_DET eaux_NOUN,plusieurs_DET taux_NOUN
1868,6.273639874265768e-08,0.0
1869,6.788091344578362e-08,4.883519144627257e-10
1870,9.403839706934036e-08,2.2936195165357276e-09
1871,5.629224020253787e-08,2.1242354542039266e-09
1872,6.773019978201233e-08,2.4189357183956872e-09
1873,1.8915773869476737e-07,5.986004469882289e-10
1874,1.0933534699830716e-07,5.974609140757536e-10
1875,7.609631325067312e-08,1.1443054281912168e-09
1876,9.189942318243993e-08,0.0
1877,7.978412686071579e-08,3.0924081073635534e-09
1878,6.703388133466603e-08,4.22736201599605e-09
1879,5.1929266220440695e-08,6.10932526790009e-10
1880,1.0268554273551445e-07,9.626769603698904e-09
1881,8.924809402621747e-08,6.972507571312292e-10
1882,9.583754456699012e-08,2.6621540527571597e-09
1883,4.73950407808843e-08,1.2638677882037541e-09
1884,8.780256610663173e-08,6.601696966868076e-10
1885,8.37932674357944e-08,2.5782542767416317e-09
1886,7.679621916167889e-08,1.936039106809062e-09
1887,7.508263166755569e-08,1.3057849246322917e-09
1888,8.686642227750951e-08,6.340614699951175e-09
1889,8.583237531833987e-08,7.51816386923565e-09
1890,1.0552562201837645e-07,1.3108772956016423e-09
1891,9.115134491644028e-08,6.374220040683554e-10
1892,7.835640758457885e-08,1.2537024751679837e-09
1893,7.266931634219986e-08,1.847525021858587e-09
1894,8.507078064212692e-08,0.0
1895,7.703826376825873e-08,2.4074457982692365e-09
1896,3.892039046604623e-08,1.7691086373616827e-09
1897,4.952706478267288e-08,2.9133566670225264e-09
1898,6.563691667960114e-08,5.092519295146758e-09
1899,5.969784488968344e-08,5.527578395003729e-10
1900,7.630847831396892e-08,2.07642125715779e-09
1901,7.433023085923196e-08,5.588738916095792e-10
1902,5.450415019314647e-08,1.4730852093691738e-09
1903,4.8061958635159385e-08,3.2401321625741275e-09
1904,5.912087619464046e-08,4.299700151477737e-09
1905,4.2318223258952514e-08,1.5482277682110634e-09
1906,6.533114205176105e-08,1.1831624346925196e-08
1907,6.171411826016993e-08,5.142843484406967e-09
1908,5.8445528861028606e-08,8.349361202419914e-09
1909,4.1807473483146396e-08,7.151278680339601e-09
1910,3.954671612405036e-08,1.6032452032632705e-09
1911,5.1607629170113967e-08,5.320374252271165e-09
1912,4.271725284610284e-08,5.2094213387476884e-09
1913,7.052976025434532e-08,2.6514948014977335e-09
1914,3.8171439342704616e-08,4.018046340092951e-09
1915,1.5314990164938536e-08,2.3561523843085297e-09
1916,2.6369908923129515e-08,3.2962386153911893e-09
1917,4.057576963312215e-08,0.0
1918,4.5945505178224266e-08,4.594550517822427e-09
1919,2.3940405213807026e-08,1.8415696745321952e-09
1920,3.48322650722821e-08,6.815008557481406e-09
1921,5.2251958815308086e-08,8.330022005509363e-09
1922,2.4347187377316004e-08,1.4755870969551665e-09
1923,3.927900849021171e-08,2.441668023323018e-08
1924,1.4180787211159895e-08,2.578324886925998e-09
1925,2.1996355625830688e-08,6.598906754362588e-09
1926,6.687682940764716e-08,1.3375366592072169e-08
1927,4.7941668412931904e-08,4.4596899506643695e-09
1928,2.170947854818195e-08,1.1426041224282812e-09
1929,4.790374674712439e-08,6.684243825105796e-09
1930,2.941009036305786e-08,1.7856125467119455e-08
1931,3.9918746530531735e-08,7.983749661377715e-09
1932,2.849479585620429e-08,6.575722188983946e-09
1933,2.408838994938378e-08,6.882397318719313e-09
1934,1.677421224144382e-08,4.7926320689839486e-09
1935,1.795242621227544e-08,1.196828414151696e-09
1936,3.394919900756577e-08,8.487300195980652e-09
1937,2.895957251780601e-08,1.2591118370153254e-08
1938,3.1116513810047763e-08,1.0372171566075394e-08
1939,2.5999884911698246e-08,1.5294050470515685e-08
1940,4.564409294971483e-08,1.2678914806940611e-08
1941,3.836953510472085e-08,2.9515025978810172e-09
1942,3.9444752131245764e-08,1.2136847082899749e-08
1943,2.6129116648121453e-08,5.806470415592457e-09
1944,6.4263723231761105e-09,6.4263723231761105e-09
1945,2.178504043826024e-09,1.089252066321933e-08
1946,3.062642850437669e-08,1.2528993842408909e-08
1947,3.337843779149807e-08,2.3841741914054637e-09
1948,2.6092530802657166e-08,9.784699273041042e-09
1949,1.570721330779179e-08,2.945102384188658e-08
1950,1.701657836861159e-08,1.595304155443955e-08
1951,2.0256663901818683e-08,1.0661401539380222e-08
1952,1.4762725264461096e-08,3.6906814271375765e-08
1953,1.723812381726475e-08,1.4005975934594517e-08
1954,1.1727043114362345e-08,1.07497895029951e-08
1955,1.9709776921672528e-08,1.595553378308523e-08
1956,1.831439710997529e-08,1.3953826538681824e-08
1957,2.297109880089465e-08,2.5621609722747962e-08
1958,2.978007690446205e-08,1.6544487224656734e-08
1959,3.952881399982289e-08,3.022791617013354e-08
1960,1.5917916873497973e-08,2.5607083176115708e-08
1961,1.6675582137359868e-08,1.8760030306985698e-08
1962,2.029426049432459e-08,1.9660065575521912e-08
1963,2.0691370394843034e-08,2.586421288253149e-08
1964,1.4601523545820783e-08,2.190228598486499e-08
1965,2.407699106754535e-08,3.5021078759189805e-08
1966,1.495550172592175e-08,3.101881840272824e-08
1967,2.465167803222812e-08,1.9228308223429025e-08
1968,1.9762229602759973e-08,3.593132630319573e-08
1969,1.2262746151847637e-08,3.1338128952951294e-08
1970,4.092865424354386e-08,4.966622957347511e-08
1971,1.0790634386026454e-08,6.217460724045054e-08
1972,2.103360258187692e-08,3.745007148836521e-08
1973,2.59120574996885e-08,3.528450420731133e-08
1974,1.2938814464291681e-08,3.206575982517279e-08
1975,1.8847885030481848e-08,4.3407247574123176e-08
1976,9.712995741040231e-09,3.428116257531144e-08
1977,1.0578207476630297e-08,2.291944856125383e-08
1978,3.3267311683182754e-08,2.5544542481270582e-08
1979,3.5697038214266286e-08,2.7504275190715077e-08
1980,2.1603572264439208e-08,1.989802811408481e-08
1981,4.4278845257039734e-08,2.9097527554089453e-08
1982,1.7381006189864934e-08,1.8001756418861703e-08
1983,1.8314416649900522e-08,2.1472075117934253e-08
1984,2.2616132966390978e-08,3.247444679832512e-08
1985,1.8046674932215012e-08,3.067934639666703e-08
1986,2.517683839187157e-08,3.4168568641135266e-08
1987,1.711028652096047e-08,2.4443268298313114e-08
1988,3.17817343553628e-08,3.17817343553628e-08
1989,1.0976244468885454e-08,3.6770419264975374e-08
1990,1.1987032477733806e-08,4.903785744136968e-08
1991,1.5825955934634095e-08,3.106576640377057e-08
1992,1.597883780846132e-08,2.699872730937969e-08
1993,1.2186256448387667e-08,2.7696038018554248e-08
1994,2.7429617632801495e-08,2.479215588380157e-08
1995,4.337960540778951e-08,2.4401028198006713e-08
1996,1.441284891434691e-08,1.7615704006601618e-08
1997,2.0618046936426992e-08,2.589242975581385e-08
1998,1.0966697439052098e-08,3.0516027482718755e-08
1999,2.8335246704536132e-08,2.376504681933511e-08
2000,1.1928684817696933e-08,2.076474858725419e-08
2001,1.70867264781549e-08,3.329721032230282e-08
2002,1.3581786362237835e-08,2.6287329646379476e-08
2003,1.7501075477710515e-08,1.9167845810574846e-08
2004,1.938108110111081e-08,1.8500124099318782e-08
2005,1.4411999038621559e-08,1.711424801875694e-08
2006,1.4412615101377924e-08,1.4412614379732958e-08
2007,1.677681460421354e-08,1.4779574009082808e-08
2008,1.8306990812178014e-08,2.000996635054264e-08
2009,3.909917967170884e-08,2.145686650578682e-08
2010,1.842279351293996e-08,2.1729447796658974e-08
2011,2.6003009412356448e-08,2.2561434387391444e-08
2012,3.3702101359667225e-08,2.4510618923390126e-08
2013,2.0081699469987058e-08,2.2870825455711952e-08
2014,4.8505972405354925e-08,2.295371936966717e-08
2015,4.1449958687600486e-08,2.7485535403215522e-08
2016,4.018399568650466e-08,2.2991874848443672e-08
2017,2.5659235902697475e-08,2.1382696502314502e-08
2018,2.039358665273383e-08,1.6263240421032776e-08
2019,3.6989323326519497e-08,1.454063036643305e-08
