year,véritables_ADJ eaux_NOUN,véritables_ADJ taux_NOUN
2001,8.762423564512289e-10,2.190605918883648e-09
2002,2.6287327870022636e-09,7.448076377869484e-09
2003,1.6667691671301554e-09,8.333845835650777e-10
2004,0.0,4.404791198453495e-09
2005,4.5037495954858286e-10,3.1526248278623825e-09
2006,4.1178899179428186e-10,2.4707338397433887e-09
2007,7.988958938831558e-10,4.7933754743212376e-09
2008,4.257439678578834e-10,8.514879357157668e-10
2009,1.907277002999308e-09,4.76819250749827e-10
2010,0.0,0.0
2011,7.64794394481072e-10,1.529588788962144e-09
2012,0.0,0.0
2013,8.367375126105969e-10,0.0
2014,1.5158115873603606e-09,6.496335691608124e-10
2015,1.329945265027277e-09,0.0
2016,2.4856081637381067e-09,0.0
2017,1.2578056374223934e-09,5.031222660711876e-10
2018,0.0,2.5814667070633845e-10
2019,5.1019755087367e-10,5.1019755087367e-10
