year,auriez_VERB eu_VERB,auriez_VERB tu_VERB
1917,6.799183438488399e-08,1.0966424435210342e-09
1918,5.743188324913717e-08,0.0
1919,1.0312790266198135e-07,0.0
1920,9.616734075734712e-08,0.0
1921,1.0223209301329916e-07,0.0
1922,1.6379016187784146e-07,0.0
1923,1.2526818693459063e-07,0.0
1924,1.250487571269332e-07,0.0
1925,9.128487477028102e-08,0.0
1926,1.058883185578452e-07,0.0
1927,1.3379069230268215e-07,0.0
1928,1.0854738974330758e-07,0.0
1929,1.1586022452547695e-07,0.0
1930,1.3129503884101723e-07,0.0
1931,9.238338805062085e-08,0.0
1932,8.658033578967661e-08,0.0
1933,8.02946331646126e-08,0.0
1934,9.824896096688462e-08,0.0
1935,1.1250187270661627e-07,0.0
1936,7.396075574206407e-08,0.0
1937,5.162358363008934e-08,0.0
1938,8.168085230408906e-08,0.0
1939,7.494084997006212e-08,0.0
1940,7.100192078723921e-08,0.0
1941,9.444808313219255e-08,0.0
1942,7.282108072104165e-08,0.0
1943,1.3935529352693266e-07,0.0
1944,9.318240046241044e-08,0.0
1945,9.149717072887142e-08,0.0
1946,9.744773166175946e-08,0.0
1947,1.4424253436118306e-07,0.0
1948,6.631851334759631e-08,0.0
1949,8.737137591197097e-08,0.0
1950,1.1592543813776501e-07,0.0
1951,1.151431376911205e-07,0.0
1952,8.119499028680366e-08,0.0
1953,9.696444891460487e-08,0.0
1954,1.1140691213995524e-07,0.0
1955,1.0605737088553724e-07,0.0
1956,9.854890237193104e-08,0.0
1957,9.718541349457155e-08,0.0
1958,8.685855590329083e-08,0.0
1959,8.758345160231329e-08,0.0
1960,8.651041838447782e-08,0.0
1961,9.17157052526818e-08,0.0
1962,9.068997997019324e-08,0.0
1963,7.823924619287936e-08,0.0
1964,1.320221088008111e-07,0.0
1965,1.1272409494722524e-07,0.0
1966,7.477751040596559e-08,0.0
1967,1.0304401598659751e-07,0.0
1968,9.70145848100401e-08,0.0
1969,8.129746476015498e-08,0.0
1970,1.1174901715094165e-07,4.5987250119061684e-10
1971,8.529740114227025e-08,5.138397485282553e-10
1972,9.182962656950622e-08,0.0
1973,7.277429148189185e-08,0.0
1974,6.694430254583494e-08,0.0
1975,5.8257096924307916e-08,0.0
1976,5.713526718409412e-08,0.0
1977,5.641710743020667e-08,0.0
1978,7.306927329864266e-08,0.0
1979,7.72460495568339e-08,0.0
1980,5.2871900635409474e-08,0.0
1981,8.159958753140018e-08,6.325549528618524e-10
1982,5.710901973543514e-08,1.2415004579935385e-09
1983,5.7469375036589554e-08,0.0
1984,6.72685018798802e-08,0.0
1985,5.233535560478231e-08,6.015558051686298e-10
1986,6.773768745915731e-08,5.994485463567401e-10
1987,4.949761489569937e-08,0.0
1988,5.696726290693732e-08,0.0
1989,5.488122312158339e-08,0.0
1990,4.6858399826987807e-08,0.0
1991,7.561290260582609e-08,0.0
1992,6.171137556520989e-08,0.0
1993,6.536264862688768e-08,0.0
1994,6.646407513244412e-08,0.0
1995,6.073145186746842e-08,0.0
1996,5.4982351116450445e-08,0.0
1997,5.6100265766190205e-08,9.58978896292706e-10
1998,5.4833485307881347e-08,4.768129224785866e-10
1999,7.129514045800533e-08,0.0
2000,4.329670844072098e-08,0.0
2001,4.950769394440613e-08,0.0
2002,4.468845915539532e-08,0.0
2003,6.583738354493107e-08,4.1669229178253886e-10
2004,4.052407831522942e-08,0.0
2005,6.620511783239635e-08,0.0
2006,6.218013481884554e-08,0.0
2007,7.749289920866431e-08,0.0
2008,7.70596599863893e-08,0.0
2009,7.629108011997232e-08,0.0
2010,9.636537612323082e-08,0.0
2011,1.2274949767743237e-07,7.64794394481072e-10
2012,1.3038287249855784e-07,0.0
2013,1.6790532697541494e-07,2.789125042035323e-10
2014,1.6977089956071723e-07,8.661780737106994e-10
2015,1.861923379919972e-07,0.0
2016,1.895276113828004e-07,2.0713400439298368e-10
2017,1.3383052532844886e-07,0.0
2018,1.719256772503286e-07,0.0
2019,1.7984463340781076e-07,2.55098775436835e-10
