year,tes_DET eaux_NOUN,tes_DET taux_NOUN
1884,5.3473745431631414e-08,0.0
1885,5.1565084646654213e-08,0.0
1886,6.13079063072064e-08,6.453463874400711e-10
1887,5.549585813113822e-08,0.0
1888,4.5652425617603853e-08,0.0
1889,5.388017676466461e-08,0.0
1890,4.063719782898545e-08,0.0
1891,4.971891587324251e-08,0.0
1892,3.322311670217459e-08,0.0
1893,3.879802457085191e-08,0.0
1894,3.7179081591176555e-08,0.0
1895,2.9491210584708938e-08,0.0
1896,5.48423693125244e-08,5.89702897624278e-10
1897,3.787363744844896e-08,0.0
1898,3.3384293107729945e-08,0.0
1899,5.30647525920358e-08,0.0
1900,3.8932899570909285e-08,0.0
1901,3.632680295462265e-08,0.0
1902,4.075535509073802e-08,9.820567692386817e-10
1903,5.508224765193859e-08,0.0
1904,4.407192566446838e-08,0.0
1905,2.7868098273486908e-08,1.0321518084666081e-09
1906,4.3211151101729683e-08,0.0
1907,4.577130496841164e-08,5.142843373384665e-10
1908,5.255186374952814e-08,0.0
1909,3.135560788791736e-08,0.0
1910,5.557916726850465e-08,0.0
1911,6.916486583463666e-08,1.0640748282497725e-09
1912,6.720153034045495e-08,0.0
1913,7.106006372215035e-08,5.30298971401777e-10
1914,6.830678656033484e-08,0.0
1915,2.7095752974659604e-08,1.1780761921542648e-09
1916,7.031975557403314e-08,1.0987462051303964e-09
1917,4.934891040253575e-08,0.0
1918,1.2405286398120552e-07,1.1486376294556067e-09
1919,8.655377492505778e-08,1.8415696745321952e-09
1920,7.117897693476039e-08,7.572231730534895e-10
1921,9.541661505352295e-08,5.300923255902035e-09
1922,7.377935717922668e-08,3.6889677978990676e-09
1923,7.749642350063368e-08,8.492758496458919e-09
1924,1.0828964380760198e-07,3.867487219366694e-09
1925,9.018506119673475e-08,0.0
1926,6.35329865383838e-08,2.229227691330493e-09
1927,8.807887319495222e-08,2.2298449753321847e-09
1928,6.28432237359533e-08,2.2852082448565625e-09
1929,6.350031611646045e-08,1.1140406375176326e-09
1930,5.566909955234678e-08,2.100720708497761e-09
1931,5.588624940600084e-08,0.0
1932,4.7126007984843454e-08,3.287861094491973e-09
1933,5.04709138926529e-08,8.02946331646126e-09
1934,2.156684431042777e-08,3.5944740517379614e-09
1935,3.710168261505942e-08,2.393656828303392e-09
1936,5.941110048368614e-08,1.2124714565686645e-09
1937,4.658713681493509e-08,5.0364472592434595e-09
1938,7.649476674309597e-08,2.7226949583791793e-08
1939,5.964679594683275e-08,0.0
1940,2.7893612752905028e-08,0.0
1941,4.7224041566096275e-08,8.854508237732261e-09
1942,6.675266206457309e-08,3.034211770724937e-09
1943,8.129058670647282e-08,5.806470415592457e-09
1944,1.0282195717081777e-07,0.0
1945,6.099811411530709e-08,4.357008087652048e-09
1946,8.909506732379668e-08,2.7842208538686464e-09
1947,6.675687558299614e-08,2.3841741914054637e-09
1948,7.827759329614992e-08,9.784699273041042e-09
1949,5.301184635708722e-08,9.817008539414473e-09
1950,7.657459955012769e-08,4.2541445921528975e-09
1951,3.731490494374157e-08,3.1984206394497505e-09
1952,5.799642011083961e-08,3.1634410646574906e-09
1953,6.572034605412114e-08,5.386913581872932e-09
1954,5.277169390360825e-08,2.9317608341017376e-09
1955,4.411235732248997e-08,2.815682353940474e-09
1956,5.05826205365878e-08,1.657016923672927e-08
1957,3.8874164776103726e-08,1.7670075402875796e-09
1958,7.279573904783732e-08,5.790570245522986e-09
1959,6.975673072506794e-08,3.100299128533379e-09
1960,5.190624918771647e-08,6.920833350854139e-10
1961,5.2806009509520635e-08,1.3896318540318475e-09
1962,5.8345999365272405e-08,6.341956404476434e-10
1963,8.470530055149084e-08,6.466053248388448e-10
1964,6.023128817922441e-08,1.8251904432275978e-09
1965,4.870118530675427e-08,2.188817349590977e-09
1966,7.311578609225933e-08,1.1078149508847446e-09
1967,7.148986735927565e-08,0.0
1968,7.096436943632156e-08,1.3474247273492779e-09
1969,5.813450071334714e-08,1.3625273131978588e-09
1970,6.024329768372638e-08,1.8394900047624674e-09
1971,5.9091569859504034e-08,3.083038491169532e-09
1972,4.206720438659772e-08,5.130146862875051e-10
1973,4.134902831243181e-08,2.205281512956958e-09
1974,4.106667361725158e-08,4.500457340128605e-09
1975,3.8838066096502644e-08,6.282628195464213e-09
1976,4.685091936629249e-08,3.4281160132820787e-09
1977,4.760193350605846e-08,7.639816779203557e-09
1978,6.059403057090407e-08,4.752473081737207e-09
1979,4.271940534650298e-08,2.925986564150662e-09
1980,4.4912690011500445e-08,3.411090521154847e-09
1981,4.427884686686312e-08,3.795329828193417e-09
1982,4.2831765689754775e-08,1.8622506869903077e-09
1983,4.736487024814551e-08,2.5261264191556165e-09
1984,5.161117666574455e-08,5.219107812592938e-09
1985,5.293691107688403e-08,1.8046674155058895e-09
1986,4.3160296780975216e-08,2.997242676272549e-09
1987,4.0331391115699944e-08,3.6664902225425067e-09
1988,4.197587677445824e-08,1.798966087207532e-09
1989,3.786804469996241e-08,2.7440609784434855e-09
1990,4.7948126857821904e-08,2.724325431913144e-09
1991,3.634108391992186e-08,5.8614650910726596e-09
1992,5.785441348216125e-08,4.4079553340736766e-09
1993,3.8220531850541306e-08,1.661762283333701e-09
1994,4.483687721101859e-08,7.384897138251745e-09
1995,2.602776427718112e-08,6.506940763983948e-09
1996,3.0427125041754266e-08,5.3380921904988554e-09
1997,3.068732568056731e-08,4.79489448146353e-10
1998,4.529722885671106e-08,2.3840645013706308e-09
1999,3.747565005540743e-08,2.7421207526856506e-09
2000,2.960081113556612e-08,3.5344251969604557e-09
2001,3.767842238211472e-08,4.8193329327261836e-09
2002,4.2935970945290336e-08,1.3143663935011318e-09
2003,4.0419152136372816e-08,6.667076668520622e-09
2004,3.7440725186854706e-08,8.80958239690699e-09
2005,3.1976622238971686e-08,1.5312748402607212e-08
2006,3.37666967720196e-08,5.7650457740976435e-09
2007,4.03442428353884e-08,5.192823504529542e-09
2008,4.214865234608567e-08,4.257439734089985e-09
2009,4.8635562244214725e-08,1.430457752249481e-09
2010,3.164941375644048e-08,1.4171379625338432e-09
2011,3.2121365900472654e-08,1.1471915639660324e-09
2012,3.7446780898342524e-08,6.808505426114664e-10
2013,3.514297408635514e-08,1.1156500168141292e-09
2014,5.132104963223583e-08,0.0
2015,3.856841301885794e-08,1.7732603163622684e-09
2016,5.654758217232825e-08,1.2428040818690533e-09
2017,4.6538809472806975e-08,7.54683426862357e-10
2018,3.5366094608413334e-08,1.5488800242380307e-09
2019,3.6479124387867046e-08,7.65296326310505e-10
