year,aies_VERB eu_VERB,aies_VERB tu_VERB
2007,3.914589896680809e-08,0.0
2008,5.492097088222181e-08,4.257439678578834e-10
2009,6.389377915638761e-08,0.0
2010,8.975207066441726e-08,0.0
2011,8.833374920413917e-08,3.82397197240536e-10
2012,1.1234033792106857e-07,6.808505426114664e-10
2013,1.2104803204238124e-07,0.0
2014,1.3360796913275408e-07,2.1654451842767486e-10
2015,1.336594976919514e-07,2.2165753954528356e-10
2016,1.4354387189996487e-07,0.0
2017,1.4087423494402174e-07,1.509366853724714e-09
2018,1.7605603375159262e-07,5.162933414126769e-10
2019,1.6045713380208326e-07,0.0
