year,suis_VERB au_ADP,suis_VERB tôt_ADV
1910,1.0330243185308063e-06,1.068830135508847e-09
1911,8.273181606455182e-07,0.0
1912,9.694732625575853e-07,1.5628263128064646e-09
1913,7.609790486640122e-07,1.590896969716482e-09
1914,8.431200058112154e-07,0.0
1915,7.645714390491776e-07,0.0
1916,9.70192900240363e-07,0.0
1917,8.455113515992707e-07,0.0
1918,7.925599447844434e-07,0.0
1919,8.342310593434377e-07,0.0
1920,8.162865583472012e-07,0.0
1921,8.640504916002101e-07,0.0
1922,9.163395588984713e-07,0.0
1923,8.874932859725959e-07,1.0615948120573648e-09
1924,1.0919205806203536e-06,2.578324886925998e-09
1925,1.0019340379585628e-06,0.0
1926,9.730579222377855e-07,3.343841648018042e-09
1927,1.138335846917471e-06,0.0
1928,8.672365083839395e-07,0.0
1929,1.0449700766912429e-06,0.0
1930,1.0398567837910377e-06,3.1510811737689437e-09
1931,8.759313914197264e-07,0.0
1932,8.581317274547473e-07,0.0
1933,9.199471264764725e-07,0.0
1934,8.530885224899976e-07,0.0
1935,8.413703653786797e-07,0.0
1936,7.226329898912809e-07,0.0
1937,7.353212936322961e-07,0.0
1938,9.231232525053201e-07,0.0
1939,7.203497602858988e-07,0.0
1940,5.781585059594363e-07,0.0
1941,9.710443009680603e-07,2.9515025978810172e-09
1942,8.829556463751942e-07,0.0
1943,8.216155720219831e-07,0.0
1944,1.0892700856857118e-06,0.0
1945,9.45470731039677e-07,0.0
1946,1.0649645219018566e-06,4.1763312808029696e-09
1947,1.1193698128408869e-06,5.960435700558264e-09
1948,1.1013222547262558e-06,0.0
1949,9.443962198929512e-07,0.0
1950,1.1092681688751327e-06,0.0
1951,1.1716880408130237e-06,0.0
1952,9.732854096000665e-07,0.0
1953,1.0332100828236435e-06,1.0773827385790469e-09
1954,1.0964785133182886e-06,0.0
1955,9.329294243798358e-07,0.0
1956,1.127643599829753e-06,0.0
1957,8.58765645261883e-07,0.0
1958,9.835697483140393e-07,0.0
1959,9.975212833523983e-07,0.0
1960,1.0464300430612639e-06,0.0
1961,1.01998978152551e-06,6.948159270159238e-10
1962,1.115550162467116e-06,1.2683912808952869e-09
1963,9.938323728420073e-07,0.0
1964,1.154737219621893e-06,0.0
1965,9.313417876910535e-07,5.472043373977442e-10
1966,9.261332820642565e-07,5.539074754423723e-10
1967,1.1433447753006476e-06,1.4791006197611978e-09
1968,1.1394721468604985e-06,0.0
1969,9.192517609335482e-07,4.5417578031781147e-10
1970,9.684914630270214e-07,4.5987250119061684e-10
1971,9.88627675724274e-07,1.0276794970565106e-09
1972,9.783190080270288e-07,1.0260293725750103e-09
1973,9.140891847891908e-07,1.102640756478479e-09
1974,8.393353141400439e-07,5.625571675160757e-10
1975,8.081744340415753e-07,2.8557400888473694e-09
1976,9.73584974417463e-07,0.0
1977,7.968916406753124e-07,5.876781838942691e-10
1978,8.328709100169363e-07,0.0
1979,9.357305543744587e-07,3.5111840102075575e-09
1980,9.687496458354872e-07,1.1370301367108482e-09
1981,1.0076599892272498e-06,1.8976649140967083e-09
1982,8.870520673553983e-07,0.0
1983,9.068793929145613e-07,0.0
1984,8.942071190176648e-07,1.1598016991243298e-09
1985,9.053414942172822e-07,1.2031116103372597e-09
1986,9.519242780697823e-07,1.7983456945813714e-09
1987,9.160114586848067e-07,0.0
1988,8.485123430546082e-07,1.1993107618124554e-09
1989,1.034511001307692e-06,1.0976244357863152e-09
1990,9.665907327871537e-07,5.44865097484859e-10
1991,9.853123401626362e-07,5.861465202094962e-10
1992,8.567963050154503e-07,0.0
1993,9.660377600084757e-07,5.539207426075166e-10
1994,1.0201707709711627e-06,0.0
1995,1.0481597882971982e-06,0.0
1996,9.384365853293275e-07,3.736664311304594e-09
1997,9.4219677748697e-07,4.79489448146353e-10
1998,9.917708894136013e-07,4.768129224785866e-10
1999,9.35063155793614e-07,4.570201161957499e-10
2000,1.0223325261904392e-06,1.7672125984802278e-09
2001,1.0330896884624963e-06,1.7524847129024579e-09
2002,1.089171632884245e-06,1.3143663935011318e-09
2003,1.121318973673624e-06,4.1669229178253886e-10
2004,1.1681506748573156e-06,8.809582507929292e-10
2005,1.1119757346023107e-06,9.007499190971657e-10
2006,1.2382495242491132e-06,8.235779835885637e-10
2007,1.476759052820853e-06,1.1983438685803094e-09
2008,1.478183094150154e-06,0.0
2009,1.6807878182589775e-06,9.53638501499654e-10
2010,2.1521600501728244e-06,9.447586046817946e-10
2011,2.4630203370179515e-06,3.82397197240536e-10
2012,2.8942956760147354e-06,1.0212758416727752e-09
2013,3.074731466767844e-06,5.578250084070646e-10
2014,3.323092187201837e-06,4.330890368553497e-10
2015,3.404216386115877e-06,4.433150790905671e-10
2016,3.4440170111338375e-06,1.0356699942093428e-09
2017,3.898191152984509e-06,1.2578056374223934e-09
2018,4.171908130956581e-06,1.290733298020541e-09
2019,4.005050868727267e-06,1.53059265262101e-09
