year,trop_ADV eu_VERB,trop_ADV dû_VERB
1993,1.606370148010683e-08,5.539207426075166e-10
1994,2.0572214154412904e-08,0.0
1995,1.9520822291951845e-08,5.422450821690461e-10
1996,2.081855932090093e-08,0.0
1997,2.205651483677684e-08,0.0
1998,1.954932926651054e-08,1.43043876743576e-09
1999,1.0968483010742602e-08,1.3710603763428253e-09
2000,1.8113929911578452e-08,8.836062992401139e-10
2001,1.9277331730904734e-08,4.3812117822561447e-10
2002,1.0514931148009055e-08,8.76244299341522e-10
2003,1.583430631058036e-08,4.1669229178253886e-10
2004,2.422635247967264e-08,4.404791253964646e-10
2005,1.7564623533417034e-08,4.5037495954858286e-10
2006,1.523619275189958e-08,8.235779835885637e-10
2007,1.7176262190332636e-08,1.5977917877663117e-09
2008,2.0009967016676455e-08,1.2772318758180745e-09
2009,2.86091541568112e-08,9.53638501499654e-10
2010,3.4011311100812236e-08,2.8342759250676863e-09
2011,3.6710130046913036e-08,1.1471915639660324e-09
2012,3.5063802528156884e-08,2.382976926895708e-09
2013,4.5741650467334694e-08,2.789125042035323e-10
2014,4.872251579968179e-08,1.5158115873603606e-09
2015,4.8321343371071634e-08,1.10828768384863e-09
2016,4.577661627536145e-08,1.86420612280358e-09
2017,5.861374319238166e-08,1.7609279590047322e-09
2018,7.099033183521897e-08,1.0325866828253538e-09
2019,6.607058367080754e-08,2.04079020349468e-09
