year,dernier_ADJ hommage_NOUN,dernier_ADJ chômage_NOUN
1907,2.6331357422249013e-07,1.5428529565042481e-09
1908,2.4900742312539137e-07,3.929111258571538e-09
1909,2.49194552714993e-07,0.0
1910,2.623978114790759e-07,1.6032452032632705e-09
1911,2.750633427694993e-07,1.5961122423746588e-09
1912,2.3390301073789033e-07,0.0
1913,2.243164650694851e-07,2.121195885607108e-09
1914,3.5023970834657803e-07,6.696743715117748e-10
1915,2.7566982252480443e-07,0.0
1916,2.8127903961561174e-07,0.0
1917,2.785471906463499e-07,0.0
1918,2.3432207285623008e-07,0.0
1919,2.743938694038661e-07,0.0
1920,2.067219244672458e-07,0.0
1921,2.0294963498646013e-07,0.0
1922,2.161735069838855e-07,1.4755870969551665e-09
1923,1.8577908766914675e-07,0.0
1924,2.1142264106099873e-07,0.0
1925,2.2106337937977116e-07,0.0
1926,2.2403737853782246e-07,1.1146138456652466e-09
1927,1.516294602099677e-07,0.0
1928,2.3309123686754418e-07,1.1426041224282812e-09
1929,2.161238774611718e-07,0.0
1930,2.0376990939041661e-07,0.0
1931,1.950316050880474e-07,0.0
1932,2.2686241152314324e-07,1.0959536611565568e-09
1933,1.789423325071482e-07,1.1470662197865522e-09
1934,1.9529976036380958e-07,0.0
1935,2.273973924715733e-07,0.0
1936,2.291571106205481e-07,0.0
1937,1.913850018464558e-07,0.0
1938,1.8280951996629824e-07,1.2965214457594243e-09
1939,2.24822542804759e-07,0.0
1940,3.524738128035665e-07,0.0
1941,2.479262244392544e-07,0.0
1942,2.123948235066564e-07,0.0
1943,1.8871028828471026e-07,0.0
1944,2.0243072640369064e-07,0.0
1945,2.3092142953373695e-07,0.0
1946,1.8097435550146201e-07,0.0
1947,1.299374996488467e-07,1.1920870957027319e-09
1948,1.5329362179627992e-07,0.0
1949,1.6001723834868642e-07,2.945102384188658e-09
1950,1.7654699613345315e-07,1.0635361480382244e-09
1951,1.3539980081578307e-07,1.0661401761424827e-09
1952,1.9613335311419178e-07,2.1089607837865287e-09
1953,1.60530024384542e-07,0.0
1954,1.6222410037514123e-07,0.0
1955,1.4453836172378942e-07,3.754243138587299e-09
1956,1.4389883884469157e-07,0.0
1957,1.5903067807077065e-07,1.7670075402875796e-09
1958,1.2242920144345248e-07,8.272243445794913e-10
1959,1.2478703759200016e-07,0.0
1960,1.5087417282177995e-07,0.0
1961,1.6397656565914076e-07,2.08444772553662e-09
1962,1.6045149653365343e-07,6.341956404476434e-10
1963,1.597115169005292e-07,6.466053248388448e-10
1964,1.3871447435143125e-07,1.2167936658258327e-09
1965,1.5376442386028089e-07,0.0
1966,1.2462918619338126e-07,0.0
1967,1.6023590676539357e-07,4.930335584241163e-10
1968,2.0929997268659406e-07,0.0
1969,1.276233898561685e-07,0.0
1970,1.5037830181086065e-07,4.5987250119061684e-10
1971,1.6802559743567258e-07,0.0
1972,2.1700520846934523e-07,1.0260293725750103e-09
1973,1.5161311095468477e-07,0.0
1974,1.41201842440708e-07,0.0
1975,1.290794520159011e-07,0.0
1976,1.4055275654456523e-07,0.0
1977,1.527963338077143e-07,5.876781838942691e-10
1978,1.5326725688602494e-07,0.0
1979,1.416177555224607e-07,0.0
1980,1.6316381845626893e-07,0.0
1981,1.6003640862516377e-07,0.0
1982,1.7443081956614037e-07,0.0
1983,1.8503875454101149e-07,6.315316047889041e-10
1984,1.9484668811742267e-07,0.0
1985,1.858807427979059e-07,0.0
1986,1.996163707662646e-07,0.0
1987,1.6865855068104452e-07,3.6664902225425067e-09
1988,1.876921372767626e-07,0.0
1989,1.9702359299600403e-07,1.0976244357863152e-09
1990,2.0377953990902142e-07,0.0
1991,1.9284221242088506e-07,0.0
1992,1.8458313011393557e-07,5.509944167592096e-10
1993,1.8944089230643613e-07,0.0
1994,2.4633906825499707e-07,0.0
1995,2.168980310912616e-07,0.0
1996,1.932389430692183e-07,0.0
1997,2.0953688828484474e-07,0.0
1998,1.9787736693643865e-07,9.536258449571733e-10
1999,2.0703011749390043e-07,4.570201161957499e-10
2000,2.2531960608418444e-07,0.0
2001,2.1949870854243159e-07,0.0
2002,2.497296160974827e-07,0.0
2003,2.3459776521406184e-07,0.0
2004,2.3345394062346259e-07,0.0
2005,2.2653861009303e-07,0.0
2006,2.3430793261169924e-07,0.0
2007,2.951920210492176e-07,0.0
2008,2.490602242222195e-07,0.0
2009,2.4651554397792097e-07,0.0
2010,2.9429229120303546e-07,0.0
2011,2.845035242948768e-07,0.0
2012,3.063827447302714e-07,0.0
2013,2.8058596690527793e-07,0.0
2014,3.7224002769065123e-07,0.0
2015,2.9591281469620867e-07,0.0
2016,3.104938752773734e-07,0.0
2017,3.3004822030946457e-07,0.0
2018,3.2862071375205915e-07,0.0
2019,3.392813827662877e-07,0.0
