year,mêmes_ADJ heures_NOUN,mêmes_ADJ soeurs_NOUN
1899,3.615036234805302e-07,0.0
1900,4.5421714389703993e-07,5.191053142894475e-10
1901,5.404310741141671e-07,0.0
1902,3.618879134137387e-07,0.0
1903,3.672149659905699e-07,0.0
1904,3.2408991046395386e-07,5.374625189347171e-10
1905,3.6125314295532007e-07,0.0
1906,3.3591524584153376e-07,0.0
1907,2.6434216238158115e-07,0.0
1908,2.553922229253658e-07,0.0
1909,3.0145389473545947e-07,0.0
1910,3.291996790721896e-07,0.0
1911,3.2879913192118693e-07,0.0
1912,3.047511540898995e-07,0.0
1913,2.9802802714584686e-07,0.0
1914,2.7523617518454557e-07,6.696743715117748e-10
1915,3.015875051914918e-07,0.0
1916,3.4720380881481105e-07,0.0
1917,3.5640880469145486e-07,0.0
1918,3.5952356824964227e-07,0.0
1919,4.0606610696158896e-07,0.0
1920,2.7941536018261104e-07,0.0
1921,2.97608977462005e-07,0.0
1922,3.4676295967983606e-07,0.0
1923,3.1635525488127314e-07,0.0
1924,3.3776055374801217e-07,0.0
1925,2.661558937688824e-07,0.0
1926,2.686219318093208e-07,0.0
1927,3.03258929079675e-07,1.1149224876660924e-09
1928,2.913640457791189e-07,1.1426041224282812e-09
1929,2.406327723747381e-07,0.0
1930,2.2582747760679922e-07,0.0
1931,2.9083659569550946e-07,0.0
1932,2.0055952631992113e-07,0.0
1933,2.925018804944557e-07,0.0
1934,2.683873958631011e-07,0.0
1935,2.633022404552321e-07,0.0
1936,2.643187713147199e-07,0.0
1937,2.707090516196331e-07,0.0
1938,2.3985646180335607e-07,0.0
1939,2.064696786874265e-07,0.0
1940,2.10469977446337e-07,0.0
1941,2.390717099842732e-07,2.9515025978810172e-09
1942,2.0936060707299475e-07,0.0
1943,1.567747034414424e-07,0.0
1944,1.9279116258985596e-07,0.0
1945,1.9606535772709321e-07,0.0
1946,2.2691399692575942e-07,0.0
1947,2.002706338544158e-07,0.0
1948,2.0547868473386188e-07,0.0
1949,1.7179765166019934e-07,0.0
1950,2.4142269694493734e-07,0.0
1951,2.377492620553312e-07,0.0
1952,1.6344445441518474e-07,0.0
1953,2.1439916508825263e-07,2.1547654771580937e-09
1954,2.237910763369655e-07,1.9545072227344917e-09
1955,2.0272912593100045e-07,0.0
1956,2.0058625693764043e-07,0.0
1957,1.943708269891431e-07,0.0
1958,1.919160439456391e-07,8.272243445794913e-10
1959,1.48039276837153e-07,0.0
1960,1.8893875619596656e-07,0.0
1961,1.9871735901233478e-07,0.0
1962,1.6362247379220207e-07,0.0
1963,1.8557572900590458e-07,0.0
1964,1.9894577008017222e-07,0.0
1965,1.7948302399872773e-07,0.0
1966,1.927597992334995e-07,0.0
1967,1.888318479359441e-07,0.0
1968,1.7651264272444678e-07,0.0
1969,1.4261119929415145e-07,1.3625273131978588e-09
1970,1.8532861645326193e-07,0.0
1971,2.1632654068071133e-07,1.0276794970565106e-09
1972,1.790421322311886e-07,0.0
1973,1.4830517613972916e-07,0.0
1974,1.8114340605279722e-07,0.0
1975,1.3764666562110506e-07,0.0
1976,1.1369918695436354e-07,0.0
1977,1.310522321773533e-07,0.0
1978,1.467326029569449e-07,0.0
1979,1.4395854464055446e-07,0.0
1980,1.3928618614045263e-07,0.0
1981,1.5371085737569956e-07,0.0
1982,1.2352928990821965e-07,0.0
1983,1.6419821236013377e-07,0.0
1984,1.6005263603346975e-07,0.0
1985,1.6181850526209018e-07,0.0
1986,1.3187867864417058e-07,2.3977941854269602e-09
1987,1.448263589054477e-07,0.0
1988,1.4691556771140313e-07,5.996553809062277e-10
1989,1.3610542737296782e-07,0.0
1990,1.264087075014686e-07,0.0
1991,9.847261850381983e-08,0.0
1992,1.2342275113041978e-07,0.0
1993,1.3072529725377535e-07,0.0
1994,1.0971847075325059e-07,0.0
1995,8.079451419007455e-08,1.626735190995987e-09
1996,8.861233169454863e-08,1.6014276571496566e-09
1997,8.534912154800622e-08,0.0
1998,1.072829078907489e-07,1.43043876743576e-09
1999,1.0191548938109918e-07,0.0
2000,1.1177619541058448e-07,4.4180314962005696e-10
2001,9.945350853968193e-08,0.0
2002,9.594874939011788e-08,1.752488598683044e-09
2003,1.2209083877223748e-07,0.0
2004,9.602445061318576e-08,4.404791253964646e-10
2005,1.0854036247565091e-07,4.5037495954858286e-10
2006,1.0294724717141435e-07,0.0
2007,1.1064707905461546e-07,0.0
2008,1.0899045577161814e-07,8.514879357157668e-10
2009,1.4209213361482398e-07,0.0
2010,1.3084907379834476e-07,0.0
2011,1.40339764698183e-07,0.0
2012,1.7395731788383273e-07,6.808505426114664e-10
2013,1.5395970365261746e-07,0.0
2014,1.9943750828588236e-07,2.1654451842767486e-10
2015,1.762177390673969e-07,0.0
2016,1.8062085871406452e-07,0.0
2017,1.3684925193047093e-07,0.0
2018,1.6624645127194526e-07,0.0
2019,1.7142637886990997e-07,2.55098775436835e-10
