year,dix_DET airs_NOUN,dix_DET cerfs_NOUN
1860,5.492620580582752e-09,5.950338888283113e-09
1861,4.715963730639317e-10,0.0
1862,1.3553959066214816e-09,0.0
1863,2.9967726078439227e-09,0.0
1864,9.589455896019672e-10,5.274200631788517e-09
1865,1.882737743486018e-09,4.706844358715045e-10
1866,1.4596839292835284e-09,9.731225825149181e-10
1867,0.0,0.0
1868,2.9639244392143382e-09,0.0
1869,4.883519144627257e-10,0.0
1870,0.0,0.0
1871,3.18635318130589e-09,0.0
1872,0.0,0.0
1873,4.788803575905831e-09,0.0
1874,5.974609140757536e-10,0.0
1875,5.721527140956084e-10,0.0
1876,3.627608879952504e-09,0.0
1877,1.8554447978047506e-09,2.4739263970730008e-09
1878,8.4547240319921e-09,6.039088673581716e-10
1879,0.0,0.0
1880,6.417846254436199e-10,0.0
1881,6.972507571312292e-10,1.3945015142624584e-09
1882,1.9966155395678697e-09,0.0
1883,1.8958017378167824e-09,0.0
1884,1.3203393933736152e-09,6.601696966868076e-10
1885,1.933690763067375e-09,6.445635691854079e-10
1886,6.453463874400711e-10,3.2267319927115068e-09
1887,1.9586774424595887e-09,0.0
1888,1.9021844099853524e-09,0.0
1889,6.265136742733546e-10,1.2530273485467092e-09
1890,0.0,0.0
1891,0.0,6.374220040683554e-10
1892,0.0,6.268512375839919e-10
1893,0.0,1.2316833108982905e-09
1894,1.2603078580752936e-09,0.0
1895,0.0,6.018614495673091e-10
1896,5.89702897624278e-10,1.179405795248556e-09
1897,5.826713556089658e-10,5.826713556089658e-10
1898,5.6583548957434e-10,0.0
1899,0.0,0.0
1900,5.191053142894475e-10,1.5573159428683425e-09
1901,5.588738916095792e-10,1.1177477832191585e-09
1902,0.0,4.910283846193408e-10
1903,3.2401321625741275e-09,0.0
1904,0.0,0.0
1905,3.096455536422127e-09,0.0
1906,3.600929110447737e-09,0.0
1907,2.057137349353866e-09,2.5714217422034835e-09
1908,3.437972351250096e-09,0.0
1909,2.7504918342913243e-09,6.0510818578052294e-09
1910,2.137660271017694e-09,1.068830135508847e-09
1911,4.25629931299909e-09,4.788336838146279e-09
1912,5.209421227725386e-10,0.0
1913,4.772690687104841e-09,2.6514948014977335e-09
1914,6.696743715117748e-10,2.678697486047099e-09
1915,0.0,0.0
1916,6.592477230782379e-09,0.0
1917,1.0966424435210342e-09,0.0
1918,5.743188147278033e-09,1.1486376294556067e-09
1919,1.8415696745321952e-09,0.0
1920,3.028892692213958e-09,0.0
1921,3.7863738810983705e-09,0.0
1922,2.951174193910333e-09,7.377935484775833e-10
1923,0.0,1.0615948120573648e-09
1924,1.289162443462999e-09,0.0
1925,3.299453377181294e-09,2.1996355847875293e-09
1926,1.1146138456652466e-09,0.0
1927,4.4596899506643695e-09,0.0
1928,3.4278122562625413e-09,0.0
1929,0.0,0.0
1930,1.0503603542488804e-09,1.0503603542488804e-09
1931,2.2810713318222042e-09,4.5621426636444085e-09
1932,0.0,0.0
1933,1.1470662197865522e-09,0.0
1934,2.3963160344919743e-09,0.0
1935,2.393656828303392e-09,3.590485242455088e-09
1936,1.2124714565686645e-09,0.0
1937,0.0,0.0
1938,1.2965214457594243e-09,0.0
1939,0.0,0.0
1940,0.0,0.0
1941,0.0,0.0
1942,0.0,0.0
1943,0.0,2.9032352077962287e-09
1944,0.0,0.0
1945,4.357008087652048e-09,0.0
1946,2.7842208538686464e-09,0.0
1947,3.5762612871081956e-09,1.1920870957027319e-09
1948,1.0871887834440486e-09,0.0
1949,3.9268033269479474e-09,0.0
1950,1.0635361480382244e-09,1.0635361480382244e-09
1951,0.0,1.0661401761424827e-09
1952,0.0,5.272402070488624e-09
1953,0.0,1.0773827385790469e-09
1954,0.0,9.772536113672459e-10
1955,0.0,0.0
1956,0.0,0.0
1957,5.301022731885041e-09,0.0
1958,8.272243445794913e-10,1.6544486891589827e-09
1959,8.525822714489095e-09,0.0
1960,0.0,0.0
1961,0.0,0.0
1962,3.805173953708163e-09,6.341956404476434e-10
1963,2.5864212993553792e-09,0.0
1964,1.2167936658258327e-09,0.0
1965,1.6416130677043839e-09,1.0944086747954884e-09
1966,5.539074754423723e-10,0.0
1967,5.916402479044791e-09,0.0
1968,4.4914158503495116e-10,4.4914158503495116e-10
1969,1.8167031212712459e-09,9.083515606356229e-10
1970,1.3796175313274261e-09,0.0
1971,1.0276794970565106e-09,0.0
1972,2.565073486948677e-09,0.0
1973,1.102640756478479e-09,2.205281512956958e-09
1974,5.625571675160757e-10,0.0
1975,1.1422960355389478e-09,0.0
1976,1.142705374768127e-09,1.7140580066410394e-09
1977,4.11374712072643e-09,0.0
1978,1.1881182704343018e-09,5.940591352171509e-10
1979,0.0,1.7555920051037788e-09
1980,5.685150683554241e-10,0.0
1981,2.5302198114474095e-09,0.0
1982,0.0,0.0
1983,1.2630632095778083e-09,6.315316047889041e-10
1984,3.479405208395292e-09,0.0
1985,1.2031116103372597e-09,6.015558051686298e-10
1986,1.7983456945813714e-09,0.0
1987,1.2221633705067347e-09,1.2221633705067347e-09
1988,1.1993107618124554e-09,0.0
1989,1.0976244357863152e-09,0.0
1990,3.814055737905164e-09,0.0
1991,2.344586080837985e-09,0.0
1992,2.7549720282848966e-09,5.509944167592096e-10
1993,1.661762283333701e-09,0.0
1994,0.0,0.0
1995,1.626735190995987e-09,5.422450821690461e-10
1996,2.135236876199542e-09,5.338092190498855e-10
1997,0.0,0.0
1998,2.3840645013706308e-09,0.0
1999,1.3710603763428253e-09,0.0
2000,0.0,0.0
2001,3.066848330846028e-09,1.3143635069212678e-09
2002,8.76244299341522e-10,0.0
2003,4.1669229178253886e-10,8.333845835650777e-10
2004,3.0833537945085254e-09,4.404791253964646e-10
2005,1.3511248786457486e-09,0.0
2006,4.1178899179428186e-10,2.4707338397433887e-09
2007,1.5977917877663117e-09,3.994479469415779e-10
2008,1.2772318758180745e-09,0.0
2009,3.814554005998616e-09,4.76819250749827e-10
2010,2.3618964561933353e-09,0.0
2011,1.1471915639660324e-09,0.0
2012,2.0425516833455504e-09,6.808505426114664e-10
2013,2.789125042035323e-10,0.0
2014,8.661780737106994e-10,6.496335691608124e-10
2015,1.329945265027277e-09,1.994917786518613e-09
2016,1.0356699942093428e-09,1.4499380585064614e-09
2017,5.031222660711876e-10,5.031222660711876e-10
2018,2.5814667070633845e-10,0.0
2019,1.53059265262101e-09,2.55098775436835e-10
