year,pouviez_VERB avoir_VERB,pouviez_VERB savoir_VERB
1951,3.0918066329377325e-08,1.9190522948520083e-08
1952,2.1089608281954497e-08,1.7926167217297007e-08
1953,1.723812381726475e-08,1.939288907237824e-08
1954,2.247683283940205e-08,1.4658803948464083e-08
1955,1.9709776921672528e-08,1.3139850985055546e-08
1956,2.616342520411763e-08,7.849027205963921e-09
1957,3.003912851795576e-08,5.301022731885041e-09
1958,2.6471179026543723e-08,1.6544486669545222e-08
1959,3.100299039715537e-08,2.4802393028267034e-08
1960,3.114374891310945e-08,1.7994166157109248e-08
1961,3.752005994783758e-08,2.36237411854745e-08
1962,2.72704117065814e-08,1.585489073363533e-08
1963,2.7157422977097667e-08,7.759263453976928e-09
1964,4.502136619066732e-08,1.7035111099517053e-08
1965,2.407699106754535e-08,1.3680108601477059e-08
1966,2.437192847537517e-08,1.38476865529924e-08
1967,2.7609878827661305e-08,1.6763140209263838e-08
1968,2.380450325745187e-08,1.7516521566562915e-08
1969,1.4987801222332564e-08,1.4987801222332564e-08
1970,1.9314645882673176e-08,1.103694025061941e-08
1971,3.5454942093338104e-08,1.490135304038631e-08
1972,2.667676390899487e-08,2.0520587451500205e-09
1973,2.205281468548037e-08,8.269805285010534e-09
1974,1.6314157136321228e-08,9.00091468025721e-09
1975,2.056132863970106e-08,8.567219822452898e-09
1976,1.8283285996290033e-08,7.427584769459372e-09
1977,1.4104276857551667e-08,6.464460078348111e-09
1978,2.0198010375338527e-08,1.1881182260253809e-08
1979,2.925986741786346e-08,5.266775904289034e-09
1980,2.1035058139773355e-08,6.253665585376211e-09
1981,2.340453342242199e-08,7.590659656386833e-09
1982,1.4898005495922462e-08,9.932003663948308e-09
1983,1.4525227243211702e-08,1.0736036948344463e-08
1984,1.275781880138993e-08,8.118611560803402e-09
1985,1.804667348892508e-08,6.015557829641693e-09
1986,2.0980699844130868e-08,5.994485352545098e-09
1987,1.4665960890170027e-08,7.944062296871834e-09
1988,1.4391728697660255e-08,1.798966087207532e-09
1989,2.469655058234821e-08,1.0976243913773942e-08
1990,1.689081763345257e-08,3.2691906959314565e-09
1991,1.52398094144246e-08,6.4476117778156095e-09
1992,1.597883780846132e-08,5.509944056569793e-09
1993,1.994114740000441e-08,6.093128224193833e-09
1994,2.1099706870586488e-08,6.857404422078162e-09
1995,2.1689803730851054e-08,2.7112254663563817e-09
1996,1.8149513891785318e-08,9.60856638698715e-09
1997,1.5343662340683295e-08,5.753873377756236e-09
1998,1.4781200263769279e-08,6.675381136744818e-09
1999,2.2393985332769262e-08,5.941261704833778e-09
2000,1.3254094710646314e-08,3.97622823555821e-09
2001,1.9715452381774412e-08,5.257454027685071e-09
2002,1.5772396722013582e-08,7.009954394732176e-09
2003,1.8334461060476315e-08,6.667076668520622e-09
2004,1.9821561281219147e-08,3.9643119897903034e-09
2005,1.3511249008502091e-08,8.557123898356167e-09
2006,1.3589036562677848e-08,8.235780057930242e-09
2007,1.8774054311165855e-08,8.787854888225866e-09
2008,2.426740586258802e-08,1.1069342775726909e-08
2009,3.290052674742583e-08,7.1522885392028e-09
2010,1.747803501928047e-08,1.322662068758973e-08
2011,4.053410407323099e-08,1.911985947344874e-08
2012,4.731911218414098e-08,2.144679278615058e-08
2013,4.964642741356329e-08,2.2034088331679413e-08
2014,5.305340877725939e-08,2.2087540685333806e-08
2015,4.898631544847376e-08,2.21657536769726e-08
2016,5.5304777646369985e-08,2.092053463798038e-08
2017,5.710437633865695e-08,1.4338984222206363e-08
2018,5.498523947267131e-08,1.5746946857575495e-08
2019,5.3315645232032693e-08,1.2754938438774843e-08
