year,les_DET âges_NOUN,les_DET ages_NOUN,les_DET sages_ADJ
1944,3.769067433267992e-06,1.6387249246463398e-07,3.9200870816102906e-07
1945,3.585817623275034e-06,2.418139515292239e-07,3.7034567768046145e-07
1946,3.6292318199571127e-06,1.39211046246146e-07,3.6473292652772216e-07
1947,3.3545330850870414e-06,1.5139506270855918e-07,3.55241958516217e-07
1948,3.4192086530993038e-06,1.5655518215140773e-07,3.1963349300667687e-07
1949,3.2494297244056725e-06,1.6787084311520317e-07,2.7880303932192874e-07
1950,3.660691476170541e-06,2.435497730157721e-07,3.871271552213784e-07
1951,3.4329714253544807e-06,2.0363277519752643e-07,3.049160888224378e-07
1952,3.4165165772037653e-06,1.792616646234535e-07,2.81546261859944e-07
1953,3.1308743473346112e-06,1.8638721199781827e-07,3.102862287107655e-07
1954,3.4878182475495123e-06,1.7786015704679414e-07,2.394271323424846e-07
1955,3.220202032139241e-06,1.3702987633479324e-07,3.3225051865315436e-07
1956,3.159669660135478e-06,1.6744591824213728e-07,2.659948190597561e-07
1957,3.263662861741068e-06,2.4473054721640963e-07,2.376625189981496e-07
1958,3.020195975977913e-06,1.8860714690038805e-07,2.8952853359243136e-07
1959,3.1235512949479016e-06,1.2478703781404477e-07,2.68950943294044e-07
1960,3.264557022930603e-06,1.5848708095900221e-07,2.9967208803327594e-07
1961,3.6192961232472953e-06,1.737039826976705e-07,3.1266716149502827e-07
1962,3.4417796825891855e-06,1.3064430248732606e-07,3.170978111199929e-07
1963,3.4069633443323255e-06,1.6553096215954355e-07,2.9614523455734343e-07
1964,3.3583504972511946e-06,1.2898012768935985e-07,3.394854317662066e-07
1965,3.513599111215626e-06,1.871438819467386e-07,2.8564066667513544e-07
1966,3.355571465135654e-06,1.1742838434969372e-07,3.384374700488024e-07
1967,3.333892919954451e-06,1.2325838949500678e-07,3.535050758785019e-07
1968,3.470966206009507e-06,1.6169096947460382e-07,3.328139186464796e-07
1969,3.5802676734419947e-06,1.0945636433334904e-07,4.4645479846394664e-07
1970,3.1588642315227844e-06,1.4210060383934575e-07,3.384661511063314e-07
1971,3.4170344207495873e-06,1.2280769989825302e-07,2.903194555869959e-07
1972,3.6367610221077484e-06,1.220974947813147e-07,2.780539620772515e-07
1973,3.445201116392127e-06,1.6925535645251344e-07,2.3927304937387817e-07
1974,3.1987000994604387e-06,1.0688586238316589e-07,2.554009661537293e-07
1975,3.2589705654118006e-06,1.456427431989482e-07,2.3245724634080034e-07
1976,3.324701310702949e-06,1.7369121757537798e-07,2.1597131372175227e-07
1977,3.3926660591987456e-06,1.7689113179786276e-07,2.1038879616241957e-07
1978,3.327325231339273e-06,1.4495043165752008e-07,2.1148504814050284e-07
1979,3.293490692612977e-06,1.386917714008007e-07,2.533904499557593e-07
1980,3.521950844742605e-06,1.5179352064187412e-07,2.0921354426661765e-07
1981,3.411368822980876e-06,1.8091071529724445e-07,2.2329189874881195e-07
1982,3.7089825468683557e-06,1.4401404846431376e-07,2.6506034700446435e-07
1983,3.3452228365149494e-06,1.7682885022907158e-07,1.989324598383746e-07
1984,3.4011183913662535e-06,1.7744965835619908e-07,2.1746281220202945e-07
1985,3.2435888499549037e-06,1.3655316699612285e-07,2.2137253452569894e-07
1986,3.2436159926874097e-06,1.5825441801453621e-07,2.1759982082869556e-07
1987,3.348116592860606e-06,1.7599152890568348e-07,2.1265642224932435e-07
1988,3.578143605409423e-06,1.4211832510824252e-07,2.1167835129176638e-07
1989,3.259395782606589e-06,1.3775186780140558e-07,2.3489163503143118e-07
1990,3.2517548333999002e-06,2.0214495100034924e-07,2.1849091069725546e-07
1991,3.1610882444965682e-06,1.4126131331337888e-07,2.045651346094246e-07
1992,3.383105735110803e-06,1.6970627947365813e-07,2.2480572248184671e-07
1993,3.2476373235112987e-06,1.689458262177368e-07,2.4372512541503966e-07
1994,3.4297572995001246e-06,1.0866348842952789e-07,2.326242576344839e-07
1995,3.201415040621214e-06,1.2634310547765537e-07,2.499749882645119e-07
1996,3.132926309490358e-06,1.1476898098550237e-07,2.113884427501489e-07
1997,2.9479011658395393e-06,1.0884410461819982e-07,2.0665994959756517e-07
1998,3.292393330411869e-06,8.391907480032046e-08,2.426977729896862e-07
1999,3.300142140005846e-06,6.763897530959184e-08,2.60044446420693e-07
2000,3.144313041048008e-06,7.201391571953764e-08,2.328302546317218e-07
2001,3.0804299342435115e-06,8.674799223395979e-08,2.343948271033014e-07
2002,3.143526456028667e-06,1.2836979390584702e-07,2.194991921555811e-07
2003,3.0876898904352856e-06,6.958761267217284e-08,2.3459775633227764e-07
2004,2.9318291154822873e-06,5.285749399286388e-08,2.3433490170532423e-07
2005,3.2962944231940128e-06,4.773974515703827e-08,1.9996648781273052e-07
2006,3.2395440285881705e-06,6.341550307098487e-08,2.207189009340027e-07
2007,3.1859967748459894e-06,5.9118296702465045e-08,2.3767152512732537e-07
2008,2.9882969414529725e-06,4.81090685067187e-08,1.8008969959737442e-07
2009,2.925286153754314e-06,5.769512978481828e-08,2.3173416074939723e-07
2010,2.884348120346658e-06,2.7398000090883556e-08,2.087916506354759e-07
2011,3.207930120652236e-06,2.6767803973370974e-08,2.389982540762503e-07
2012,3.0185509842795e-06,2.4851044666540645e-08,2.192338719453346e-07
2013,2.59583869421931e-06,1.8408225277433132e-08,2.2815043365653764e-07
2014,2.70983819916637e-06,2.317026327747218e-08,2.6288504173521687e-07
2015,2.8773365627898784e-06,1.6181000206394458e-08,2.628858446485083e-07
2016,3.011935561403334e-06,2.962016298901915e-08,3.4322105335604647e-07
2017,2.615480994450081e-06,1.635147350853572e-08,2.2665658505616193e-07
2018,2.5293210796917265e-06,2.4523934105680212e-08,2.2897610207905927e-07
2019,2.695628694482366e-06,1.1734543781116713e-08,2.5841506001711423e-07
