year,aviez_VERB ôté_VERB,aviez_VERB sauté_VERB
2010,2.3618964561933353e-09,9.447586046817946e-10
2011,0.0,2.2943831279320648e-09
2012,2.0425516833455504e-09,1.3617010852229328e-09
2013,1.6734750252211938e-09,3.6258624991347688e-09
2014,1.5158115873603606e-09,4.547434873103384e-09
2015,2.21657536769726e-09,3.546520632724537e-09
2016,1.2428040818690533e-09,2.0713399884186856e-09
2017,1.7609279590047322e-09,2.7671724911471074e-09
2018,7.744400121190154e-10,5.421080029321956e-09
2019,1.02039510174734e-09,2.5509878653906526e-09
