year,aux_ADP îles_NOUN,aux_ADP iles_NOUN,aux_ADP cils_NOUN
1916,1.5206647923093897e-06,5.372868945308085e-07,8.899844461396356e-08
1917,1.369706385645486e-06,4.6497639694109694e-07,1.1843738223493716e-07
1918,1.6793081840660307e-06,6.616152852245705e-07,5.743188324913717e-08
1919,1.6150565969041963e-06,5.994309371093465e-07,1.2522673231707415e-07
1920,1.675734843331611e-06,7.829687658222895e-07,8.480899538199083e-08
1921,1.7417319213564042e-06,7.459156026179414e-07,1.4691130290067633e-07
1922,1.9994205331386183e-06,8.528893555848072e-07,1.1878476458004883e-07
1923,1.9013163452541448e-06,7.930113130605321e-07,9.023556080123285e-08
1924,1.8190082613500635e-06,7.876782353033462e-07,9.539801792968206e-08
1925,1.5749391053532236e-06,7.379777275939858e-07,1.1878032202261579e-07
1926,1.5827516293143162e-06,7.902611951493554e-07,1.0254447513347031e-07
1927,1.8318177055220985e-06,8.183531017280643e-07,9.811317625008087e-08
1928,2.293206556203131e-06,9.96350798310175e-07,8.798051709391075e-08
1929,2.018641623635631e-06,1.1753128541514002e-06,9.80355727708826e-08
1930,2.258274832911411e-06,9.915401992799389e-07,7.877702756786675e-08
1931,2.298179481385887e-06,2.5251458932729065e-06,7.86969636124013e-08
1932,2.6554957699431725e-06,1.154039190431888e-06,7.233294163633275e-08
1933,2.198926019048031e-06,8.866821714637041e-07,1.1241248953908212e-07
1934,2.36995663271955e-06,1.2520751386801976e-06,8.147474517272713e-08
1935,3.211090557897478e-06,1.3978955859528241e-06,8.736847423307381e-08
1936,2.1109128454099846e-06,1.3252312900391416e-06,9.093535879856063e-08
1937,2.0624252314860314e-06,1.1508282140582082e-06,5.5400918963499635e-08
1938,1.8643978378918291e-06,9.827632705405875e-07,7.390172507282244e-08
1939,1.6945807637114285e-06,1.5309345098302174e-06,7.494084997006212e-08
1940,2.1351291508153736e-06,1.2476051773901986e-06,3.296517903095264e-08
1941,2.19591782979478e-06,1.8092710778461196e-06,8.854507882460894e-08
1942,1.8569375512811348e-06,1.3775321696662957e-06,7.585529493425724e-08
1943,1.7941993242232002e-06,1.0596808586171846e-06,9.290352687152392e-08
1944,1.6355117651301043e-06,1.1792393532772394e-06,8.032965403970138e-08
1945,2.1567189207871706e-06,9.84683832250255e-07,6.099811411530709e-08
1946,1.6955904982296488e-06,9.605562079073593e-07,1.1693727230976947e-07
1947,1.4865325717039468e-06,8.43997646438055e-07,8.702235998470087e-08
1948,1.7710305399987192e-06,1.326370261400811e-06,1.5329361402471875e-07
1949,1.8789753397641107e-06,9.817008227441804e-07,8.63896709724088e-08
1950,1.9654148175618502e-06,9.146410953064787e-07,1.1911604946845955e-07
1951,2.2996644588602067e-06,1.1269101973798712e-06,1.0128331950909342e-07
1952,1.7820718696270887e-06,1.1029865116807258e-06,8.435843135146115e-08
1953,1.946830657573173e-06,1.147412604485254e-06,7.972632376507249e-08
1954,1.882190403534878e-06,1.1678180444896213e-06,9.674810641513432e-08
1955,2.176522471586395e-06,1.1835251845226935e-06,7.133061785680184e-08
1956,1.7250418480330154e-06,1.0700840507027465e-06,8.546718532898012e-08
1957,1.8650764559424715e-06,7.589297261745287e-07,1.236905269874633e-07
1958,1.7280716875234248e-06,9.777791920573264e-07,8.02407632005675e-08
1959,1.8423527095023928e-06,2.5709230482284795e-06,1.0308494435840032e-07
1960,1.5627241367610623e-06,6.415612696653028e-07,1.1211749800787985e-07
1961,1.5577772813912816e-06,6.81614410025233e-07,7.573493787660368e-08
1962,2.0465492411858577e-06,8.599692598032505e-07,8.054284283964819e-08
1963,1.8615767061191946e-06,7.442427027992693e-07,8.535190554326277e-08
1964,2.0971439553818527e-06,7.945662472419457e-07,8.821753794130416e-08
1965,1.4342226037911132e-06,8.268257518651012e-07,6.457011159088921e-08
1966,2.113710948492553e-06,8.419393860981117e-07,9.028691883017359e-08
1967,2.0860250415921655e-06,9.096468933655899e-07,8.233660664380693e-08
1968,1.4138977633137984e-06,6.561958676432056e-07,1.006077170462305e-07
1969,1.6531998241475776e-06,6.104122467487372e-07,7.630152909499088e-08
1970,1.8086785189552756e-06,9.4963669283743e-07,5.702419159092642e-08
1971,1.3534539533566203e-06,5.534054201561389e-07,8.786659977388922e-08
1972,1.874042609983917e-06,7.084733066875515e-07,6.463985036120334e-08
1973,1.6506532389826134e-06,6.919070558719653e-07,6.615844472257493e-08
1974,1.6511052578493945e-06,6.863197712370095e-07,5.794338986397918e-08
1975,1.809968090071834e-06,9.943686949398511e-07,6.396857754609186e-08
1976,1.542652228181396e-06,6.17632265109691e-07,4.856497937133497e-08
1977,1.3169868076090552e-06,7.839626867678362e-07,7.816119557135792e-08
1978,1.927721875460975e-06,7.669303219159929e-07,6.475244562764715e-08
1979,1.5010311074092897e-06,6.934588563378696e-07,6.320130985226768e-08
1980,1.5662589696319174e-06,8.038803046561682e-07,7.106438570936291e-08
1981,1.4308392479733811e-06,6.39513066613695e-07,7.717170236176685e-08
1982,2.0435096459436863e-06,7.132420325461908e-07,6.890327575170829e-08
1983,1.6123001671530801e-06,6.473198892464893e-07,7.515225775023282e-08
1984,1.930489929691248e-06,7.817063516490919e-07,4.8131771679393864e-08
1985,1.5995369011534422e-06,7.892412163812423e-07,5.654624402051667e-08
1986,1.5106103319340036e-06,5.371058897640779e-07,5.63481626358886e-08
1987,1.6682529704326043e-06,1.2887712936837659e-06,5.988600693118684e-08
1988,1.5225250180606054e-06,6.64418171092418e-07,4.7372775702214653e-08
1989,1.7068059818825532e-06,5.521050919776727e-07,5.872290709252326e-08
1990,1.808407283476754e-06,4.4460992021377876e-07,4.958272215027648e-08
1991,1.4512988286696782e-06,6.752407770704849e-07,4.220254928855027e-08
1992,1.8574021609651936e-06,4.804671458469301e-07,5.1793475397410305e-08
1993,1.8057816646432912e-06,8.641163876110802e-07,5.040678863199588e-08
1994,1.4659020521889943e-06,3.9983942978771836e-07,6.171664063137072e-08
1995,1.7492825961085146e-06,4.918163029610234e-07,5.151328341668204e-08
1996,1.9169088929515965e-06,3.955526373111695e-07,5.818520421030371e-08
1997,1.5429970616764876e-06,2.939270228319302e-07,4.6030988354317515e-08
1998,1.6440509078563537e-06,3.413980463884414e-07,5.531030078387289e-08
1999,1.6297337843695914e-06,3.5099146181161167e-07,4.113180906983871e-08
2000,2.248336279819796e-06,4.369433237449982e-07,4.683113274950301e-08
2001,1.664422352831707e-06,2.7338762009776474e-07,4.29358745779318e-08
2002,1.697723376992144e-06,2.7908380983987513e-07,6.221334558631497e-08
2003,1.7521910500306603e-06,2.3418106431805086e-07,5.7503537265191085e-08
2004,1.7539879237915557e-06,3.250735942650351e-07,4.977414236329025e-08
2005,1.6447693838017585e-06,2.1888223533661488e-07,5.584649387380125e-08
2006,1.70027673362938e-06,1.9354083063971572e-07,5.229720123622883e-08
2007,1.562240928620895e-06,2.1610133704719203e-07,6.191442880609799e-08
2008,1.6361340726689377e-06,1.6987183604211253e-07,7.791114792210507e-08
2009,1.69080103873398e-06,2.908597358519671e-07,8.105926951884612e-08
2010,1.316993490263485e-06,1.2990431086379317e-07,1.0156155011431522e-07
2011,1.4859955115298362e-06,1.904338002844952e-07,1.032472444206789e-07
2012,1.6279136687558093e-06,6.774463059966429e-08,1.1710629332917222e-07
2013,1.4564810477679657e-06,9.706155190691845e-08,1.1240173680704402e-07
2014,1.4805148182972516e-06,1.1000461376531323e-07,1.418366611938282e-07
2015,1.2935933852986636e-06,7.469859140962765e-08,1.3787098540607445e-07
2016,1.420317925493464e-06,9.321030391973295e-08,1.265588718268873e-07
2017,1.212021508933958e-06,7.244960703589598e-08,1.1345407391338824e-07
2018,1.2127730855127083e-06,5.214562681654655e-08,1.1306824210244315e-07
2019,1.0849351070874036e-06,4.821366744733879e-08,1.1632503943426187e-07
