year,ces_DET âges_NOUN,ces_DET ages_NOUN,ces_DET sages_NOUN
1829,2.2204525473856762e-07,0.0,1.611757074471143e-07
1830,1.8055725981014348e-07,0.0,1.5968358813012173e-07
1831,2.1359952118160663e-07,1.5591206103948707e-09,1.1225668283820767e-07
1832,2.963063165939417e-07,2.705993873419743e-09,9.87687754916422e-08
1833,2.467312907317165e-07,2.3167257001688313e-09,7.992703965342685e-08
1834,2.8283629482928063e-07,8.401077833397608e-09,1.20415452720124e-07
1835,2.0722860938349186e-07,4.5378527602224494e-09,1.2100940693926532e-07
1836,2.28505502519738e-07,1.3441500135158435e-09,1.0618784890281674e-07
1837,3.1310508497028877e-07,3.478945576063097e-09,1.245462447618806e-07
1838,2.1776958192276652e-07,1.2624323808552163e-09,9.089513186566478e-08
1839,2.013544850854032e-07,6.9914751765765e-10,1.097661574966935e-07
1840,2.3567847851069246e-07,5.732719854378843e-09,1.605161603634997e-07
1841,2.619583892027322e-07,2.5682194149112547e-09,9.951850499234638e-08
1842,2.5424325444944884e-07,5.366612043644636e-09,9.79406693524254e-08
1843,3.2133596494787753e-07,4.725528968130277e-09,1.9020253838597512e-07
1844,1.93197352338359e-07,1.6465684371524958e-09,1.6794997309554915e-07
1845,3.024483472557904e-07,8.37034175305007e-09,1.6796485519110504e-07
1846,3.0853222998672436e-07,3.5127007969038004e-09,8.313391619552135e-08
1847,3.0040256326913095e-07,4.314578916364553e-09,9.276344670183789e-08
1848,2.4135665288582686e-07,5.631655086713039e-09,6.757986564798202e-08
1849,2.2959596424065865e-07,3.3517659758786067e-09,7.625267528510449e-08
1850,2.864956236692251e-07,4.752297222410107e-09,7.535785861989552e-08
1851,3.708427320781027e-07,3.2247193804124663e-09,9.545169499247663e-08
1852,3.5677788634558283e-07,1.1718981784980542e-08,1.1328349391881432e-07
1853,2.484323697871105e-07,5.3747386541402875e-09,1.1286950840627696e-07
1854,2.3484403888218708e-07,1.143046168827766e-08,1.4911557127961217e-07
1855,3.269073260980804e-07,2.1227748447927297e-09,7.907336296852918e-08
1856,2.5989489271793786e-07,1.0354378243704332e-08,1.4340813486724002e-07
1857,3.3975302082822623e-07,3.905207379695241e-09,1.2057327047898525e-07
1858,2.8481194291885004e-07,2.4468380654951716e-09,1.1793759369105317e-07
1859,2.2456483961263984e-07,2.036869339860914e-09,9.420520519221043e-08
1860,2.9522835820472437e-07,3.204028764525191e-09,8.605105977776972e-08
1861,2.8767377990845944e-07,3.301174722469824e-09,9.431927666669893e-08
1862,2.7830795268357633e-07,4.969785083464018e-09,1.0075109746487954e-07
1863,2.9618101571315947e-07,3.496234635136375e-09,9.289994462591267e-08
1864,3.52891981414416e-07,5.7536736486341056e-09,8.582562938119764e-08
1865,2.847640931946671e-07,6.118897666329559e-09,1.0966947044943609e-07
1866,3.0896643288258474e-07,4.865612968085742e-09,9.974506465226796e-08
1867,3.741517797806182e-07,4.85281148598915e-09,5.9204298352710794e-08
1868,4.021057513625692e-07,3.951899252285784e-09,5.2856651167054736e-08
1869,4.2730792237932747e-07,5.371871170112286e-09,7.813630897857138e-08
1870,4.117047027740739e-07,7.454263428741115e-09,8.543732965549111e-08
1871,2.729642671894794e-07,1.0621177271019633e-09,5.204376951617462e-08
1872,3.9005337448827504e-07,2.4189357183956872e-09,9.554795832311669e-08
1873,4.0824549341067495e-07,3.5916026819293734e-09,9.218446783698653e-08
1874,4.050785111786581e-07,8.364452686038248e-09,8.304706322626032e-08
1875,2.8149914577113577e-07,5.1493745933939294e-09,7.666846157938778e-08
1876,3.4220444256050087e-07,1.209202959984168e-09,1.2575710806039808e-07
1877,3.383094333564429e-07,3.710889595609501e-09,7.85471643283131e-08
1878,3.1524042753972026e-07,3.6234532041490297e-09,8.152770014646649e-08
1879,2.9324760930649063e-07,4.276527687530063e-09,7.6366565071595e-08
1880,3.3693691925407165e-07,1.9253538763308597e-09,9.690947933016503e-08
1881,3.249188660348068e-07,2.7890030285249168e-09,8.367009263210434e-08
1882,2.5756339816496165e-07,6.655385131892899e-10,7.054707995557408e-08
1883,2.1928106086477328e-07,6.951272724098345e-09,5.750598602860535e-08
1884,2.9179500060649843e-07,4.621187876807653e-09,6.337628910557669e-08
1885,2.739395252859822e-07,5.1565086089944145e-09,6.832373988796547e-08
1886,1.7424353160322426e-07,4.517424767591649e-09,5.549978776553388e-08
1887,2.0174376391679516e-07,4.570247291724172e-09,4.766115158094664e-08
1888,2.10508408038379e-07,3.804368819970705e-09,4.3750241873752316e-08
1889,2.744129936615991e-07,2.506054641582267e-09,4.698852418272281e-08
1890,2.4972213630292117e-07,3.932631886804927e-09,3.6704565553602464e-08
1891,2.4349520533206714e-07,3.1871099093194744e-09,5.864282559553402e-08
1892,2.0560719926621118e-07,3.1342561879199593e-09,4.576013878931917e-08
1893,1.7120397943770627e-07,4.310891532632866e-09,5.788911583426426e-08
1894,2.4323942460213743e-07,5.671385361338821e-09,4.9782159061706466e-08
1895,1.8838262771936343e-07,4.213030146971164e-09,4.1528438021742886e-08
1896,1.7867998147735875e-07,4.127920338881097e-09,3.243365948035759e-08
1897,1.4217181543152435e-07,4.661370844871726e-09,4.370035289191776e-08
1898,2.1218831403047034e-07,2.26334195829736e-09,4.696434641182634e-08
1899,2.1833934837900415e-07,6.080336234504102e-09,4.09040801230276e-08
1900,1.8480149055477568e-07,4.1528424032932776e-09,5.658247759221524e-08
1901,1.6877992004005193e-07,2.794369458047896e-09,3.8003425018029446e-08
1902,1.4681748350398038e-07,2.455141923096704e-09,3.388095876077912e-08
1903,1.6740683417282298e-07,4.860198243861191e-09,7.07428848834013e-08
1904,2.0154844637687575e-07,3.2247751136083025e-09,5.750849041419315e-08
1905,2.2294478885243052e-07,5.160759153355343e-09,4.954328680639719e-08
1906,2.201711006843965e-07,7.201858442940079e-09,3.292278027977602e-08
1907,1.6097100075107562e-07,3.5999904168804164e-09,5.2457001409322856e-08
1908,1.9645556825764743e-07,7.367083387777029e-09,4.469363945602822e-08
1909,1.7548137432044086e-07,1.6502950672681038e-09,4.015717869343405e-08
1910,1.9185500654828047e-07,5.878565745298658e-09,4.54252809811706e-08
1911,1.6546363301728206e-07,5.3203741412488625e-09,4.2562992463857086e-08
1912,2.2869359872501605e-07,6.251305251225858e-09,4.6363847594488306e-08
1913,1.7128657470166786e-07,4.772690798127144e-09,4.772690626042575e-08
1914,1.6139152236860355e-07,2.0090231700464756e-09,5.290427368409567e-08
1915,1.9202642276283655e-07,0.0,2.945190513692353e-08
1916,1.3514578811602007e-07,6.592477230782379e-09,2.307367097387214e-08
1917,1.5572322809020989e-07,4.3865698851064394e-09,5.263883662287583e-08
1918,1.2979605212848355e-07,2.2972752589112133e-09,1.9526839700745313e-08
1919,1.3995928999088747e-07,4.603924352863942e-09,6.077179948160705e-08
1920,1.2721349218480782e-07,1.514446346106979e-09,4.0890049568531595e-08
1921,1.893186833967775e-07,3.786373770076068e-09,7.042654992517328e-08
1922,1.4165636075258448e-07,3.6889677978990676e-09,2.8036155341748525e-08
1923,1.380073242351898e-07,8.492758496458919e-09,3.503262924198225e-08
1924,1.534103367673012e-07,3.867487219366694e-09,3.996403596939757e-08
1925,1.6607248753963688e-07,5.499088961968823e-09,6.708888422579662e-08
1926,2.441004323117113e-07,2.229227691330493e-09,4.012609822190427e-08
1927,1.9065174816645936e-07,3.344767462998277e-09,3.679244220400335e-08
1928,1.73675829273634e-07,1.1426041224282812e-09,3.656333269486112e-08
1929,1.7156225795567082e-07,2.2280812750352652e-09,3.8991420758804907e-08
1930,1.7015838249534454e-07,1.0503603542488804e-09,2.520864850197313e-08
1931,1.562533826771073e-07,4.5621426636444085e-09,3.307553519960038e-08
1932,1.6110518430423326e-07,0.0,3.616647070714407e-08
1933,1.1585368664412954e-07,2.2941324395731044e-09,3.4411987037685776e-08
1934,1.6294948679274057e-07,7.188948103475923e-09,2.036868629318178e-08
1935,1.4840673046023767e-07,0.0,2.752705352548901e-08
1936,1.612587050559e-07,3.6374143697059935e-09,2.424942868728408e-08
1937,1.0324717214515999e-07,3.777335444432595e-09,3.2736907740194e-08
1938,1.4909996326473163e-07,2.5930428915188486e-09,4.0192164374452943e-08
1939,1.605875254995226e-07,1.5294050470515685e-09,3.5176316082186077e-08
1940,1.293249303202515e-07,2.5357829169792012e-09,1.2678914584896006e-08
1941,3.0990776522799024e-07,1.1806010835613279e-08,3.541803028639379e-08
1942,1.6688165294098667e-07,3.034211770724937e-09,3.034211770724937e-08
1943,2.5838794304178236e-07,5.806470415592457e-09,8.129058493011598e-08
1944,2.3134940363433998e-07,3.2131861615880553e-09,3.213186161588055e-08
1945,1.3506725338174874e-07,0.0,2.6142048970001497e-08
1946,2.0603234407445825e-07,2.7842208538686464e-09,5.4292307538617024e-08
1947,1.7881306302314215e-07,1.1920870957027319e-09,4.4107222763045684e-08
1948,2.076530543071442e-07,5.435944139264848e-09,3.3702851398587086e-08
1949,1.4921852553584358e-07,1.9634016634739737e-09,4.613993853652687e-08
1950,1.893094410121421e-07,2.1270722960764488e-09,2.8715475774987453e-08
1951,1.7484699288417005e-07,3.198420528427448e-09,4.904244832459881e-08
1952,1.5922654372779732e-07,4.2179215675730575e-09,2.2144088229758552e-08
1953,1.4221451571927446e-07,3.2321482157371406e-09,4.094054451009299e-08
1954,2.04246004997799e-07,8.795282502305213e-09,5.0817190011542834e-08
1955,1.670638241080269e-07,9.385607846468247e-09,3.75424318299622e-08
1956,1.4564306560771456e-07,5.232684952005684e-09,4.6222051519606566e-08
1957,2.1292440699482995e-07,8.835037701437898e-09,2.915562435923391e-08
1958,2.03497190653934e-07,2.481673033738474e-09,3.970676892839364e-08
1959,1.7516690142826974e-07,3.8753737996444215e-09,3.4103291080000986e-08
1960,1.6540791136776534e-07,2.0762500052562416e-09,4.083291677003942e-08
1961,2.2650999831341778e-07,6.948159270159238e-10,5.0026746467590755e-08
1962,2.4797050102165485e-07,4.4393695941558065e-09,3.234397827345248e-08
1963,2.153195772791605e-07,4.526237051827309e-09,4.0089529473874563e-08
1964,1.6183356343901778e-07,5.4755713296827935e-09,6.63152535107514e-08
1965,2.1395689309144927e-07,3.2832260243864653e-09,3.447387425525861e-08
1966,1.8555900282990478e-07,4.431259803538978e-09,4.43125989235682e-08
1967,1.538264706724135e-07,1.9721342336964653e-09,7.592716899651464e-08
1968,2.2142680222714262e-07,4.9405573798733116e-09,4.6710724954657223e-08
1969,2.0165405345551335e-07,3.1792303789579535e-09,3.815076518587368e-08
1970,1.991247877697333e-07,1.3796175035718505e-09,4.414776078043303e-08
1971,2.3328324338933726e-07,5.6522372338108084e-09,6.011924935656054e-08
1972,2.6676764974808975e-07,6.15617617993891e-09,5.797065971702153e-08
1973,2.2824663759024588e-07,4.410563025913916e-09,3.693846584162941e-08
1974,2.509004985995489e-07,2.8127858930915295e-09,3.5441101053912405e-08
1975,2.615857894738838e-07,8.567220266542108e-09,4.226495420311949e-08
1976,2.1654267001736116e-07,1.0855700893763753e-08,3.542386622923388e-08
1977,2.92076059338342e-07,5.876782005476144e-09,3.4085335554046026e-08
1978,2.2871276783575922e-07,1.1881182704343018e-09,2.6732661639883304e-08
1979,2.4753847505110116e-07,1.7555920051037788e-09,2.3993090958462915e-08
1980,2.8368901894282317e-07,1.1370301367108482e-09,3.8090509191235356e-08
1981,2.5428709626851287e-07,6.325549528618524e-10,2.71998629175485e-08
1982,2.53886838663675e-07,4.345251602977385e-09,3.600351339283492e-08
1983,2.589279581854953e-07,5.68378455412244e-09,2.9050453154155775e-08
1984,2.1862261689875595e-07,8.118611782848006e-09,3.189454667040792e-08
1985,2.27388099460768e-07,1.8046674155058895e-09,3.188245811802659e-08
1986,2.2479320804791314e-07,4.196139768986029e-09,3.2370222058375475e-08
1987,2.322110361774321e-07,5.499735167280306e-09,3.299841067061493e-08
1988,3.16618038453953e-07,5.396898372644898e-09,2.51855253874389e-08
1989,1.7507109717485037e-07,5.4881220679092735e-09,3.841685414229801e-08
1990,2.1849090714454178e-07,3.8140557934163155e-09,3.4871367349254e-08
1991,2.1687420748150998e-07,2.344586136349136e-09,3.634108525218949e-08
1992,2.573143866868577e-07,5.509944167592096e-10,3.691662542326668e-08
1993,2.6366627281504407e-07,1.6617622278225497e-09,3.268132409139923e-08
1994,2.210194320895198e-07,0.0,3.4287023331636135e-08
1995,2.0930659871964963e-07,5.422450821690461e-10,2.7112254996630725e-08
1996,2.1512511771959453e-07,3.2028553142993132e-09,4.163711930793568e-08
1997,1.9083679525522257e-07,1.917957792585412e-09,2.4933451192588052e-08
1998,2.1981076159249824e-07,2.3840646123929332e-09,2.956240063856086e-08
1999,1.82351023170213e-07,2.7421206971744994e-09,3.244842883276533e-08
2000,1.6346716869009015e-07,4.4180314962005696e-10,3.1809826994688706e-08
2001,2.234417948443479e-07,2.628727069353687e-09,3.417345195710908e-08
2002,1.7481074365832683e-07,3.5049772528772394e-09,2.935418408345214e-08
2003,1.9292853004060362e-07,2.5001538617175356e-09,3.8752383635376475e-08
2004,1.7707260546728776e-07,1.3214374039449694e-09,3.788120528369632e-08
2005,2.3194309939356117e-07,0.0,4.3686370077011816e-08
2006,1.7336316293636855e-07,2.0589450144825605e-09,3.006059712262754e-08
2007,1.3541285959206562e-07,7.988958938831558e-10,2.8360803955296277e-08
2008,1.468816628324987e-07,4.257439678578834e-10,3.0227822189754505e-08
2009,1.5925763108270985e-07,1.907277002999308e-09,4.2436913316734604e-08
2010,1.388795185519598e-07,0.0,3.353893007762565e-08
2011,1.3077984428733203e-07,0.0,2.141424321200347e-08
2012,1.262977757932049e-07,0.0,3.1319125515238966e-08
2013,1.1602760352502628e-07,5.578250084070646e-10,3.4585151409416426e-08
2014,1.2039875141311995e-07,4.330890368553497e-10,3.1832043445589875e-08
2015,1.440774077821061e-07,4.433150790905671e-10,4.388819291323287e-08
2016,1.2510894187300892e-07,2.0713400439298368e-10,4.4740943505594544e-08
2017,9.785728272149186e-08,2.515611330355938e-10,2.4149869326528517e-08
2018,1.1022862711485004e-07,2.5814667070633845e-10,4.078717408262378e-08
2019,1.576510459955216e-07,5.1019755087367e-10,2.8060865409074154e-08
