year,véritables_ADJ ailes_NOUN,véritables_ADJ selles_NOUN
1966,0.0,5.539074754423723e-10
1967,0.0,2.9582012395223956e-09
1968,3.5931326802796093e-09,0.0
1969,4.087581828571274e-09,0.0
1970,4.5987250119061684e-10,0.0
1971,5.138397485282553e-10,0.0
1972,5.643161493651405e-09,0.0
1973,3.859242703185828e-09,0.0
1974,3.3753431161187564e-09,0.0
1975,1.1422960355389478e-09,0.0
1976,0.0,0.0
1977,2.3507127355770763e-09,0.0
1978,5.940591352171509e-10,0.0
1979,5.851973350345929e-10,0.0
1980,2.8425752862659692e-09,0.0
1981,6.325549528618524e-10,0.0
1982,4.345251713999687e-09,0.0
1983,3.157658134966823e-09,0.0
1984,0.0,0.0
1985,6.015558051686298e-10,0.0
1986,3.5966913891627428e-09,5.994485463567401e-10
1987,1.2221633705067347e-09,0.0
1988,0.0,5.996553809062277e-10
1989,1.0976244357863152e-09,0.0
1990,1.6345953479657283e-09,0.0
1991,2.344586080837985e-09,5.861465202094962e-10
1992,5.509944167592096e-10,0.0
1993,0.0,0.0
1994,4.2199412852994556e-09,0.0
1995,1.626735190995987e-09,0.0
1996,1.6014276571496566e-09,0.0
1997,4.79489448146353e-10,0.0
1998,1.43043876743576e-09,0.0
1999,1.8280804647829996e-09,0.0
2000,8.836062992401139e-10,0.0
2001,1.3143635069212678e-09,0.0
2002,3.066854992184176e-09,8.76244299341522e-10
2003,2.083461403401543e-09,0.0
2004,2.2023955992267474e-09,0.0
2005,4.5037495954858286e-10,4.5037495954858286e-10
2006,2.4707338397433887e-09,0.0
2007,1.997239706952314e-09,3.994479469415779e-10
2008,2.554463751636149e-09,4.257439678578834e-10
2009,9.53638501499654e-10,0.0
2010,0.0,9.447586046817946e-10
2011,2.6767803529281764e-09,0.0
2012,5.446804340891731e-09,6.808505426114664e-10
2013,1.6734750252211938e-09,0.0
2014,4.330890313042346e-09,0.0
2015,4.43315073539452e-09,0.0
2016,4.349814286541687e-09,4.1426800878596737e-10
2017,4.024978128569501e-09,5.031222660711876e-10
2018,5.6792268665617485e-09,0.0
2019,4.846876677788714e-09,0.0
