year,quelques_DET heures_NOUN,quelques_DET soeurs_NOUN
1986,5.889581871088012e-06,8.991728250862252e-09
1987,5.796720813577849e-06,1.0388388815840699e-08
1988,5.777679803031788e-06,3.597932174415064e-09
1989,5.8146653714175045e-06,3.841685636274406e-09
1990,6.008227387610532e-06,3.269190584909154e-09
1991,5.997451125949738e-06,6.447611611282156e-09
1992,5.749075739913678e-06,2.7549720282848966e-09
1993,6.048814384485013e-06,4.4313659408601325e-09
1994,6.059835584437678e-06,6.329911927949183e-09
1995,6.06989146945125e-06,2.7112254663563817e-09
1996,5.64716793860498e-06,7.473328844653793e-09
1997,5.7649016298455535e-06,8.151320729510303e-09
1998,5.922493414800556e-06,1.9072516899143466e-09
1999,5.984221502330911e-06,8.226361813967742e-09
2000,5.889677879622468e-06,2.2090157481002848e-09
2001,5.8681952168626594e-06,5.257454110951798e-09
2002,5.9970158190481015e-06,2.1906108038649563e-09
2003,6.503733516183274e-06,1.6667692226413067e-09
2004,6.807605018366303e-06,0.0
2005,6.6006954284603125e-06,4.5037495954858286e-10
2006,7.151539591632172e-06,4.1178899179428186e-10
2007,8.272966226741119e-06,3.5950314947186257e-09
2008,9.045782348948705e-06,4.257439678578834e-10
2009,1.01891507711116e-05,1.430457752249481e-09
2010,1.2161877293692669e-05,9.447586046817946e-10
2011,1.3427495105133858e-05,1.91198598620268e-09
2012,1.5732073393337487e-05,3.404252713057332e-10
2013,1.5573358268738957e-05,8.367375126105969e-10
2014,1.7255132661375683e-05,6.496335552830246e-10
2015,1.6898062426662364e-05,6.649726325136385e-10
2016,1.7588577634342073e-05,1.0356699942093428e-09
2017,1.7152696500488673e-05,0.0
2018,1.876261626421183e-05,7.744400121190154e-10
2019,1.8475783349458652e-05,2.55098775436835e-10
