year,vos_DET îles_NOUN,vos_DET iles_NOUN,vos_DET cils_NOUN
1872,7.861540751719076e-09,0.0,3.628403577593531e-09
1873,1.97538145840781e-08,5.986004469882289e-10,4.190203295451056e-09
1874,5.974609251779839e-09,0.0,4.779687312606029e-09
1875,2.460256709468922e-08,3.4329162845736505e-09,0.0
1876,1.209202959984168e-08,1.813804439976252e-09,2.418405919968336e-09
1877,2.040989244278535e-08,3.710889595609501e-09,3.710889595609501e-09
1878,1.7513357875031943e-08,2.4156354694326865e-09,1.8117265465633636e-09
1879,1.221865097988939e-08,1.221865053580018e-09,1.2829582729523281e-08
1880,2.5671385017744797e-08,0.0,2.5671385017744797e-09
1881,1.8825771164188154e-08,2.789003084036068e-09,1.3945015142624584e-09
1882,1.0648616211028639e-08,1.3310770263785798e-09,1.3976308999019693e-08
1883,5.687405213450347e-09,1.8958017378167824e-09,5.687405213450347e-09
1884,1.5183903911974994e-08,6.601696966868076e-10,7.922036360241691e-09
1885,2.5137978865164e-08,1.2891271383708158e-09,6.445635580831777e-09
1886,2.19417763958063e-08,1.2906927748801422e-09,5.808117542471791e-09
1887,1.4363633837888301e-08,2.6115699047757346e-09,1.1099172247952538e-08
1888,6.974675947901687e-09,0.0,1.2047168373996442e-08
1889,5.012109394186837e-09,1.2530273485467092e-09,5.012109394186837e-09
1890,1.9663159989136147e-08,1.9663159434024635e-09,7.865263995654459e-09
1891,1.466070642663908e-08,3.187110020341777e-09,2.5496880162734215e-09
1892,1.8805536683430546e-08,3.1342561879199593e-09,1.0656471260972467e-08
1893,1.4164357686752282e-08,1.2316833108982905e-09,5.542574954553459e-09
1894,1.5123694518948128e-08,5.671385583383426e-09,1.0082462864602348e-08
1895,3.611168697403855e-09,1.8055843487019274e-09,1.2037228991346183e-09
1896,8.255840455717589e-09,4.1279202278587945e-09,1.1794057674929803e-08
1897,5.826713334045053e-09,0.0,4.078699600285063e-09
1898,9.619203544808386e-09,0.0,2.26334195829736e-09
1899,1.1607914629507832e-08,2.2110313580014918e-09,7.738609753005221e-09
1900,1.038210584169974e-08,1.038210628578895e-09,1.245852754294674e-08
1901,5.58873880507349e-09,2.235495566438317e-09,8.383108485165991e-09
1902,1.4239823542538943e-08,4.910283846193408e-10,5.892340837476695e-09
1903,7.560307935250421e-09,2.1600881083827517e-09,1.5660639007819555e-08
1904,7.524475265086039e-09,5.374625189347171e-10,1.1286712897629059e-08
1905,9.805441791854719e-09,5.160759042333041e-10,1.806265698123255e-08
1906,4.115347618238729e-09,0.0,1.4403716885880158e-08
1907,1.2342823652033985e-08,2.057137349353866e-09,1.7999951196223662e-08
1908,6.875944702500192e-09,4.911389073214423e-10,2.2592389292697135e-08
1909,1.265226234892225e-08,1.1001967115120692e-09,1.8153246017504898e-08
1910,6.412980813053082e-09,0.0,9.085056262847502e-09
1911,3.1922244847493175e-09,0.0,2.0749458373714447e-08
1912,1.614920641657136e-08,2.0837684910901544e-09,1.0939784189645252e-08
1913,1.590896836489719e-08,5.30298971401777e-10,2.0681659052002033e-08
1914,9.37544086809794e-09,0.0,1.339348720819089e-08
1915,1.1780762143587253e-08,0.0,1.1780761921542648e-09
1916,1.538244731591476e-08,2.197492410260793e-09,7.69122365795738e-09
1917,1.2063066989753679e-08,1.0966424435210342e-09,9.869782324756216e-09
1918,4.594550517822427e-09,0.0,2.2972752589112133e-08
1919,1.289098744416961e-08,9.207848372660976e-10,1.6574127403856664e-08
1920,1.1358347151713133e-08,3.786115865267448e-09,2.4231141537711665e-08
1921,8.330022005509363e-09,3.0290989716519334e-09,2.7261890522822796e-08
1922,2.2133805899215986e-09,2.951174193910333e-09,1.1066903560230656e-08
1923,7.431163684401554e-09,0.0,1.6985516548828627e-08
1924,1.0313299547703991e-08,5.156649773851996e-09,3.0939897754933554e-08
1925,1.3197813508725176e-08,1.0998177923937646e-09,1.5397448649423495e-08
1926,8.916910765321973e-09,1.1146138456652466e-09,1.560459372829115e-08
1927,2.2298449309232637e-08,0.0,1.4493992672726108e-08
1928,5.713020723163709e-09,0.0,7.998228745975666e-09
1929,0.0,5.570202965543558e-09,1.6710609340719884e-08
1930,1.7856125467119455e-08,2.100720708497761e-09,1.995684684175103e-08
1931,7.983749661377715e-09,0.0,1.8248570654577634e-08
1932,0.0,0.0,2.1919073223131136e-09
1933,3.4411986593596566e-09,0.0,3.4411986593596566e-09
1934,1.1981580172459871e-09,1.1981580172459871e-09,3.5944740517379614e-09
1935,1.196828414151696e-08,1.196828414151696e-09,8.377798899061872e-09
1936,3.6374143697059935e-09,4.849885826274658e-09,8.487299751891442e-09
1937,6.295559185076627e-09,2.5182236296217297e-09,1.3850230295986421e-08
1938,6.482607339819424e-09,0.0,7.779128785578848e-09
1939,6.117620188206274e-09,3.058810094103137e-09,1.5294050470515685e-09
1940,5.0715658339584024e-09,0.0,5.0715658339584024e-09
1941,0.0,0.0,1.7709016475464523e-08
1942,9.102635090130207e-09,1.2136846860855144e-08,2.4273694165799498e-08
1943,2.9032352077962287e-09,0.0,1.1612940831184915e-08
1944,6.4263723231761105e-09,0.0,2.2492303131116387e-08
1945,0.0,2.178504043826024e-09,3.921307367704685e-08
1946,1.5313215584455975e-08,0.0,1.3921104269343232e-08
1947,1.0728784083369192e-08,2.3841741914054637e-09,7.152522574216391e-09
1948,5.435944139264848e-09,1.0871887834440486e-09,7.610321706152945e-09
1949,9.817008539414473e-09,0.0,1.3743811422273211e-08
1950,3.190608444114673e-09,1.0635361480382244e-09,1.2762433776458693e-08
1951,1.0661401761424827e-09,1.0661401761424827e-09,4.264560704569931e-09
1952,3.1634410646574906e-09,1.0544803918932644e-09,2.31985678444957e-08
1953,1.2928593307037772e-08,1.0773827385790469e-09,1.0773827163745864e-08
1954,0.0,0.0,1.4658803726419478e-08
1955,3.754243138587299e-09,0.0,1.5016972554349195e-08
1956,3.488456634670456e-09,1.744228317335228e-09,1.308171282410342e-08
1957,2.6505113659425206e-09,2.6505113659425206e-09,6.184526224473075e-09
1958,6.617794756635931e-09,8.272243445794913e-10,1.7371711014124713e-08
1959,6.200598257066758e-09,0.0,1.4726420971555854e-08
1960,6.920833461876441e-09,0.0,1.1073333361366622e-08
1961,4.863711378089164e-09,0.0,1.389631876236308e-08
1962,8.878739354845067e-09,6.341956404476434e-10,1.8391673961559718e-08
1963,3.2330267352165265e-09,0.0,1.099229041123806e-08
1964,1.034274621503073e-08,3.0419841090534305e-09,1.5818317322668918e-08
1965,9.302473458205895e-09,1.0944086747954884e-09,1.586892617311264e-08
1966,8.308612464702492e-09,1.1078149508847446e-09,8.862519607077957e-09
1967,1.4791006641701188e-08,2.4651677921205817e-09,2.1693476348616514e-08
1968,9.431973424511852e-09,2.245707925174756e-09,2.0211372131484495e-08
1969,9.991866833924945e-09,3.179230406713529e-09,1.7258679263498777e-08
1970,1.1496812390987543e-08,1.3796175035718505e-09,8.7375777724219e-09
1971,3.5968783507200897e-09,0.0,1.6956711590410123e-08
1972,2.565073486948677e-09,0.0,1.128632298730281e-08
1973,1.0475087464101307e-08,3.307922213924286e-09,7.167165139154719e-09
1974,8.438357623763437e-09,0.0,3.3753431161187564e-09
1975,1.7134440533084216e-09,0.0,5.140332159925265e-09
1976,7.427584769459372e-09,5.713526873840635e-10,6.8562320265641574e-09
1977,9.990529292736028e-09,0.0,7.05213826224238e-09
1978,7.128709622605811e-09,0.0,8.910887139279566e-09
1979,8.192762912528906e-09,1.7555920051037788e-09,1.1703946811714161e-08
1980,6.822181042309694e-09,0.0,9.664756106531058e-09
1981,2.5302198114474095e-09,0.0,1.644642960707543e-08
1982,8.690503427999374e-09,1.2415004579935385e-09,9.311253656996143e-09
1983,1.0736036948344463e-08,0.0,6.94684787472255e-09
1984,4.059305780401701e-09,5.799008495621649e-10,1.4497521405587577e-08
1985,2.4062232206745193e-09,0.0,9.624892882698077e-09
1986,2.3977941854269602e-09,3.5966913891627428e-09,1.1389522436289212e-08
1987,2.4443267410134695e-09,6.110816852533674e-10,9.166224945733603e-09
1988,5.996553809062277e-10,0.0,6.596209300990807e-09
1989,5.488121956886971e-09,0.0,7.683371272548811e-09
1990,5.448650863826288e-09,0.0,5.448650919337439e-09
1991,2.344586080837985e-09,5.861465202094962e-10,1.1136783606424672e-08
1992,3.30596661157756e-09,5.509944167592096e-10,7.713922056673539e-09
1993,6.647049133334804e-09,0.0,7.75489034099408e-09
1994,5.802419433820205e-09,0.0,1.4242301560329906e-08
1995,7.0491861237087505e-09,0.0,1.138714633697191e-08
1996,4.804283193493575e-09,0.0,1.0142375606037035e-08
1997,5.753873377756236e-09,9.58978896292706e-10,1.006927874414032e-08
1998,1.9072516899143466e-09,0.0,9.059445638115449e-09
1999,1.0511462811280126e-08,0.0,7.3123217758652714e-09
2000,8.394259509714175e-09,4.4180314962005696e-10,6.185244316725402e-09
2001,4.8193329327261836e-09,8.762423564512289e-10,7.448059946568719e-09
2002,5.257465574004527e-09,0.0,1.0953053575235572e-08
2003,8.750538071922165e-09,4.1669229178253886e-10,5.833692029444393e-09
2004,6.166707589017051e-09,4.404791253964646e-10,9.250061522303454e-09
2005,8.106749382896794e-09,4.5037495954858286e-10,9.007499079949355e-09
2006,5.7650457740976435e-09,0.0,7.000412693969338e-09
2007,9.586750948642475e-09,0.0,1.477957436990529e-08
2008,1.7029758714315335e-09,0.0,1.021785517307805e-08
2009,1.4781396551200032e-08,1.430457752249481e-09,4.768192729542875e-09
2010,6.14093115247627e-09,0.0,1.4171378737160012e-08
2011,8.412738006224885e-09,7.64794394481072e-10,2.4855816960211996e-08
2012,1.2255310155584453e-08,0.0,2.2468067212289e-08
2013,1.1714325509615264e-08,0.0,1.6176926076472142e-08
2014,1.017759210242275e-08,0.0,2.208754135146762e-08
2015,8.64464447247748e-09,0.0,2.659890459277836e-08
2016,1.1806638611222553e-08,0.0,3.2312904491016425e-08
2017,1.1571812230659617e-08,0.0,1.5848351964109497e-08
2018,1.1100306451794495e-08,0.0,5.162933280900006e-08
2019,8.418259866971312e-09,0.0,1.8112012667437227e-08
