year,mes_DET airs_NOUN,mes_DET cerfs_NOUN
1885,2.6427105892512515e-08,4.511944928786704e-09
1886,1.677900662855336e-08,0.0
1887,2.154545164501087e-08,0.0
1888,1.9021844543942734e-08,0.0
1889,1.3156787381785051e-08,0.0
1890,1.2453334363726754e-08,0.0
1891,2.6771723837804018e-08,0.0
1892,1.6298132621272998e-08,6.268512375839919e-10
1893,1.23168328869383e-08,0.0
1894,1.827446460822557e-08,0.0
1895,2.7083764564395096e-08,0.0
1896,9.435246361988447e-09,0.0
1897,9.322741689743452e-09,4.078699600285063e-09
1898,1.5277558773618694e-08,5.6583548957434e-10
1899,1.9346524382513053e-08,5.527578395003729e-10
1900,1.9206896184620348e-08,5.191053142894475e-10
1901,6.147612641171918e-09,5.588738916095792e-10
1902,7.365425880312415e-09,1.9641135384773634e-09
1903,1.0800440541913758e-08,1.0800440541913758e-09
1904,1.2361637935498493e-08,5.374625189347171e-10
1905,9.28936660926638e-09,0.0
1906,9.259531807970234e-09,2.0576738091193647e-09
1907,1.7485666858885196e-08,0.0
1908,1.7680999775393502e-08,0.0
1909,1.9803540807217246e-08,1.1001967115120692e-09
1910,1.6566866878342523e-08,0.0
1911,2.2877608141236294e-08,5.320374141248863e-10
1912,1.2502610502451716e-08,4.167536982180309e-09
1913,3.712092677687906e-08,1.590896969716482e-09
1914,1.1384464038144415e-08,4.68772043404897e-09
1915,2.1205371680821372e-08,1.1780761921542648e-09
1916,1.2086208478478966e-08,1.0987462051303964e-09
1917,1.864292187292449e-08,0.0
1918,1.8378202071289707e-08,8.040463406189247e-09
1919,1.2890987832747669e-08,6.4454939163738345e-09
1920,1.2872794385998532e-08,7.572231730534895e-10
1921,3.634918854800162e-08,1.5145494858259667e-09
1922,2.87739485571592e-08,7.377935595798135e-09
1923,2.7601466001669905e-08,9.554353308516284e-09
1924,1.675911143195208e-08,1.289162443462999e-09
1925,2.859526304632709e-08,2.1996355847875293e-09
1926,3.343841470382358e-08,1.1146138456652466e-09
1927,3.4562596340492746e-08,3.3447675740205796e-09
1928,2.5137291359556002e-08,3.4278122562625413e-09
1929,2.4508894691521732e-08,4.4561625500705304e-09
1930,2.6259009189288918e-08,3.1510811737689437e-09
1931,1.8248570654577634e-08,1.1405356659111021e-09
1932,2.082311922890767e-08,0.0
1933,1.261772819560747e-08,0.0
1934,1.1981580172459871e-09,0.0
1935,1.196828414151696e-08,0.0
1936,1.8187071404440758e-08,0.0
1937,1.510934133364117e-08,3.777335333410292e-09
1938,1.5558256905023882e-08,9.075650453382877e-09
1939,6.117620188206274e-09,0.0
1940,2.028626333583361e-08,0.0
1941,5.9030051957620344e-09,0.0
1942,6.37184480734021e-08,0.0
1943,1.1612940831184915e-08,0.0
1944,1.927911696952833e-08,3.213186161588055e-08
1945,1.3071024262956144e-08,2.178504043826024e-09
1946,9.744772988540262e-09,1.3921104269343232e-09
1947,2.3841741692010032e-08,3.5762612871081956e-09
1948,2.2830963786191205e-08,0.0
1949,1.2762110479513922e-08,2.945102384188658e-09
1950,2.3397795700930146e-08,6.381216888229346e-09
1951,1.2793681780642885e-08,0.0
1952,1.7926166329118587e-08,5.272402070488624e-09
1953,2.693456835345387e-08,0.0
1954,2.14995790059902e-08,9.772536113672459e-10
1955,1.595553333899602e-08,9.385607846468247e-10
1956,2.0058624983221307e-08,1.744228317335228e-09
1957,1.9437083054185678e-08,0.0
1958,2.7298403371123214e-08,2.4816730892496253e-09
1959,2.1702094343822864e-08,5.4255236969780185e-09
1960,3.114374991231017e-08,6.920833350854139e-10
1961,1.9454845512356655e-08,0.0
1962,3.044139235131027e-08,6.341956404476434e-10
1963,2.0044765847160306e-08,6.466053248388448e-10
1964,2.068549243006146e-08,6.083968329129164e-10
1965,2.2435377389218303e-08,2.73602163147757e-09
1966,1.2185964348709888e-08,3.877352328096606e-09
1967,1.5284040699725665e-08,4.930335584241163e-10
1968,2.290622133638287e-08,8.982831700699023e-10
1969,1.7712854627482955e-08,1.3625273131978588e-09
1970,2.299362514279757e-08,3.2191075360898935e-09
1971,2.9288864888954436e-08,5.138397485282553e-10
1972,2.3598675014113724e-08,0.0
1973,1.5436970424165253e-08,0.0
1974,1.1813700295792984e-08,1.6876715580593782e-09
1975,1.4278700888326057e-08,5.711480177694739e-10
1976,1.8854638628162945e-08,2.285410749536254e-09
1977,1.410427652448476e-08,0.0
1978,2.1386128423728223e-08,2.3762365408686037e-09
1979,2.6919078188747392e-08,5.851973350345929e-10
1980,1.762396628635088e-08,1.7055452605774235e-09
1981,1.771153890217647e-08,0.0
1982,1.7381006189864934e-08,6.207502289967692e-10
1983,1.3893695083311286e-08,0.0
1984,9.278413259927731e-09,1.1598016991243298e-09
1985,2.045289804186723e-08,6.015558051686298e-10
1986,1.8582905048081244e-08,5.994485463567401e-10
1987,1.8332450224534114e-08,0.0
1988,1.2592763276586538e-08,0.0
1989,1.481792966107065e-08,0.0
1990,1.7435683119515488e-08,5.44865097484859e-10
1991,1.4653663449326615e-08,2.344586080837985e-09
1992,2.4794748032519465e-08,2.2039776670368383e-09
1993,1.2186256725943423e-08,2.2156830259412175e-09
1994,1.4242301560329906e-08,0.0
1995,1.3013881861034804e-08,3.795715741716776e-09
1996,1.4946657245218375e-08,1.067618438099771e-09
1997,1.2466725429760572e-08,9.58978896292706e-10
1998,1.5734826774860267e-08,4.768129224785866e-10
1999,1.919484465817689e-08,9.140402323914998e-10
2000,2.2973763780242962e-08,4.4180314962005696e-10
2001,1.3581756164171566e-08,2.190605918883648e-09
2002,1.6648641576466616e-08,8.76244299341522e-10
2003,2.333476845084448e-08,8.333845835650777e-10
2004,1.805964444656638e-08,4.404791253964646e-10
2005,1.7114248795913056e-08,0.0
2006,1.4824404093172205e-08,1.2353669198716943e-09
2007,2.5964116190380082e-08,1.1983438685803094e-09
2008,2.256442965808958e-08,4.257439678578834e-10
2009,2.8132335794239793e-08,4.76819250749827e-10
2010,3.5900827866086615e-08,0.0
2011,3.862211614413802e-08,0.0
2012,3.7106354211502435e-08,3.063827413996023e-09
2013,3.988448804559397e-08,3.0680376017500066e-09
2014,5.954974247046607e-08,3.2481677347817595e-09
2015,4.832134492538387e-08,2.659890530054554e-09
2016,5.054069562859809e-08,2.899876117012923e-09
2017,4.578412787781261e-08,4.2765391228272165e-09
2018,4.904786887749424e-08,1.0325866828253538e-09
2019,4.336679171323965e-08,1.53059265262101e-09
