year,beaux_ADJ airs_NOUN,beaux_ADJ pairs_NOUN
1954,4.788542762312886e-08,0.0
1955,3.754243049769457e-08,0.0
1956,4.186147961604547e-08,0.0
1957,2.7388617263035542e-08,0.0
1958,4.136121828368644e-08,0.0
1959,5.813060877102316e-08,0.0
1960,6.367166527354584e-08,1.3841666701708277e-09
1961,6.948159025910172e-08,6.948159270159238e-10
1962,6.151697595768724e-08,0.0
1963,5.108182232760328e-08,0.0
1964,3.711220830648898e-08,0.0
1965,4.705957334927291e-08,5.472043373977442e-10
1966,4.7636043665200134e-08,0.0
1967,8.332267054100839e-08,0.0
1968,1.059974152894938e-07,4.4914158503495116e-10
1969,4.995933711171574e-08,0.0
1970,6.806112795576524e-08,0.0
1971,7.399292378806877e-08,0.0
1972,1.1645433461993093e-07,0.0
1973,4.7413552861641506e-08,0.0
1974,3.7691331833400454e-08,0.0
1975,2.8557400888473694e-08,0.0
1976,2.742492810625663e-08,0.0
1977,5.641710654202825e-08,0.0
1978,5.3465322280565886e-08,0.0
1979,3.101546042216796e-08,0.0
1980,3.183684427199296e-08,0.0
1981,3.415796845374075e-08,1.2651099057237047e-09
1982,2.296775925003658e-08,0.0
1983,3.852342689292243e-08,0.0
1984,4.697196764880118e-08,0.0
1985,3.549179372619449e-08,0.0
1986,3.596691344753822e-08,0.0
1987,3.4220574485210875e-08,0.0
1988,2.338656018840979e-08,0.0
1989,2.9087047104248143e-08,0.0
1990,2.8332985735346483e-08,0.0
1991,3.692722927439718e-08,0.0
1992,5.344645770399836e-08,0.0
1993,5.317639040214317e-08,0.0
1994,2.9539588497495828e-08,0.0
1995,4.9344302421872044e-08,0.0
1996,2.9893316044748985e-08,0.0
1997,3.787966562640577e-08,0.0
1998,3.576096796464867e-08,0.0
1999,6.489685677735224e-08,0.0
2000,3.534425208062686e-08,0.0
2001,3.2420968798518857e-08,0.0
2002,4.118348240211844e-08,0.0
2003,4.583615198505697e-08,0.0
2004,4.9333662044404036e-08,0.0
2005,3.828187233878566e-08,0.0
2006,3.294311845536413e-08,0.0
2007,4.074369019946289e-08,0.0
2008,7.28022193641209e-08,0.0
2009,3.0039612131105287e-08,0.0
2010,3.779034574158402e-08,0.0
2011,2.2561435386592166e-08,0.0
2012,2.4170194734551842e-08,0.0
2013,2.398647502843687e-08,1.1156500168141292e-09
2014,2.858387643245308e-08,0.0
2015,4.566145223039442e-08,2.2165753954528356e-10
2016,3.997686448542481e-08,2.0713400439298368e-10
2017,2.188581876838569e-08,0.0
2018,3.459165276442633e-08,2.5814667070633845e-10
2019,2.831596385144408e-08,0.0
