year,divers_DET anneaux_NOUN,divers_DET panneaux_NOUN
1954,1.9545072227344917e-09,4.886268056836229e-09
1955,9.385607846468247e-10,5.631364707880948e-09
1956,8.72114158667614e-10,7.849027205963921e-09
1957,1.7670075402875796e-09,1.76700756249204e-08
1958,2.4816730892496253e-09,4.1361216673863055e-09
1959,6.200598257066758e-09,3.8753737996444215e-09
1960,2.7683333403416555e-09,4.8445834566201995e-09
1961,0.0,0.0
1962,6.341956404476434e-10,6.976151933901775e-09
1963,1.939815863494232e-09,4.526237384894216e-09
1964,0.0,6.692365273064382e-09
1965,5.472043373977442e-10,6.566451937750628e-09
1966,3.3234448526542337e-09,4.431259803538978e-09
1967,1.4791006197611978e-09,1.972134178185314e-09
1968,8.982831700699023e-10,5.838840411165336e-09
1969,1.8167031212712459e-09,4.9959334169624725e-09
1970,1.8394900047624674e-09,6.898087656637131e-09
1971,1.541519245584766e-09,8.221436087474387e-09
1972,2.0520587451500205e-09,4.1041173792777386e-09
1973,2.7566018356850464e-09,1.3231688744674841e-08
1974,5.625571675160757e-10,3.937900228123681e-09
1975,1.1422960355389478e-09,5.140332159925265e-09
1976,2.285410749536254e-09,5.713526984862938e-09
1977,5.876781838942691e-10,4.7014254711541525e-09
1978,1.7821774056514528e-09,6.534650265344055e-09
1979,2.9259866751729646e-09,2.3407893401383717e-09
1980,0.0,4.548120602354544e-09
1981,1.8976649140967083e-09,5.69299452024552e-09
1982,1.8622506869903077e-09,1.4277255377947995e-08
1983,0.0,3.789189739755727e-09
1984,5.799008495621649e-10,1.739702604197646e-09
1985,2.4062232206745193e-09,3.0077789148208467e-09
1986,5.994485463567401e-10,1.258841941798039e-08
1987,6.110816852533674e-10,3.055408481777988e-09
1988,0.0,4.797243047249822e-09
1989,0.0,2.7440609784434855e-09
1990,0.0,5.993515961311147e-09
1991,1.1722930404189924e-09,5.2753188484189195e-09
1992,1.65298330578878e-09,2.2039776670368383e-09
1993,3.323524566667402e-09,4.985286850001103e-09
1994,2.637463358823311e-09,8.967375286772494e-09
1995,1.0844901643380922e-09,1.0844901643380922e-09
1996,1.6014276571496566e-09,9.60856638698715e-09
1997,0.0,2.3974471297094624e-09
1998,0.0,2.86087753487152e-09
1999,1.8280804647829996e-09,2.7421207526856506e-09
2000,2.2090157481002848e-09,2.6508188977203417e-09
2001,8.762423564512289e-10,7.448059946568719e-09
2002,1.3143663935011318e-09,7.886198694073698e-09
2003,2.083461403401543e-09,4.1669229178253886e-10
2004,4.404791253964646e-10,2.2023955992267474e-09
2005,1.3511248786457486e-09,8.557124120400772e-09
2006,1.2353669198716943e-09,4.117890028965121e-09
2007,0.0,4.39392733309063e-09
2008,8.514879357157668e-10,5.108927586539025e-09
2009,1.907277002999308e-09,4.291373256748443e-09
2010,0.0,4.2514138876015295e-09
2011,7.64794394481072e-10,4.588766200352978e-09
2012,3.404252713057332e-10,4.765953909302567e-09
2013,8.367375126105969e-10,4.462600067256517e-09
2014,4.330890368553497e-10,3.464712211576071e-09
2015,1.10828768384863e-09,7.093041265449074e-09
2016,1.4499380585064614e-09,3.1070101214059065e-09
2017,1.5093667982135628e-09,5.0312226884674516e-09
2018,1.5488800242380307e-09,4.3884933464966025e-09
2019,5.1019755087367e-10,5.61217305961037e-09
