year,vastes_ADJ eaux_NOUN,vastes_ADJ pots_NOUN
1909,1.0451868703853506e-08,1.1001967115120692e-09
1910,5.878565634276356e-09,0.0
1911,5.852411444351446e-09,1.0640748282497725e-09
1912,1.7712032729377825e-08,5.209421227725386e-10
1913,1.4318072061314524e-08,2.121195885607108e-09
1914,6.027069510139427e-09,4.68772043404897e-09
1915,2.0027295377644805e-08,0.0
1916,2.197492410260793e-09,0.0
1917,8.773139548168274e-09,0.0
1918,5.743188147278033e-09,0.0
1919,7.366278698128781e-09,0.0
1920,6.057785384427916e-09,0.0
1921,9.844571380313027e-09,7.572747429129834e-10
1922,1.2542490601674672e-08,1.4755870969551665e-09
1923,9.554353752605493e-09,0.0
1924,4.2542360745301266e-08,1.4180787211159895e-08
1925,3.8493624288094e-08,2.1996355847875293e-09
1926,1.3375366592072169e-08,0.0
1927,1.1149224654616319e-08,1.1149224876660924e-09
1928,1.4853853258500749e-08,0.0
1929,5.570202965543558e-09,1.1140406375176326e-09
1930,4.201441416995522e-09,0.0
1931,1.0264820993199919e-08,1.1405356659111021e-09
1932,3.287861094491973e-09,1.0959536611565568e-09
1933,8.02946331646126e-09,1.1470662197865522e-09
1934,5.990790086229936e-09,2.3963160344919743e-09
1935,8.377798899061872e-09,3.590485242455088e-09
1936,1.2124714565686645e-08,1.2124714565686645e-09
1937,8.813782592653752e-09,2.5182236296217297e-09
1938,1.5558256905023882e-08,0.0
1939,1.5294050470515685e-09,0.0
1940,5.0715658339584024e-09,2.5357829169792012e-09
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,0.0,0.0
1943,2.0322646676618206e-08,0.0
1944,1.6065930807940276e-08,0.0
1945,2.178504043826024e-09,8.714016175304096e-09
1946,1.8097434661967782e-08,1.3921104269343232e-09
1947,2.0265479960812627e-08,0.0
1948,3.2615663503321457e-09,1.0871887834440486e-09
1949,2.945102384188658e-09,0.0
1950,1.595304155443955e-08,0.0
1951,1.0661401761424827e-09,0.0
1952,3.1634410646574906e-09,0.0
1953,4.3095309543161875e-09,1.0773827385790469e-09
1954,7.818028890937967e-09,9.772536113672459e-10
1955,8.447047505910632e-09,0.0
1956,5.232684952005684e-09,0.0
1957,3.534015080575159e-09,1.7670075402875796e-09
1958,6.617794756635931e-09,0.0
1959,6.975672928177801e-09,7.750747821333448e-10
1960,3.460416619915918e-09,2.076250060767393e-09
1961,1.111705483225478e-08,0.0
1962,2.0928455413127267e-08,0.0
1963,3.2330267352165265e-09,6.466053248388448e-10
1964,1.0951143103454797e-08,6.083968329129164e-10
1965,4.377634699181954e-09,1.0944086747954884e-09
1966,6.092982118843793e-09,5.539074754423723e-10
1967,8.381570104631919e-09,0.0
1968,1.3025106326836067e-08,8.982831700699023e-10
1969,1.0446043141598693e-08,4.5417578031781147e-10
1970,5.518470125309705e-09,0.0
1971,6.679916619845017e-09,1.541519245584766e-09
1972,8.721249500354133e-09,5.130146862875051e-10
1973,7.718485406371656e-09,5.513203782392395e-10
1974,3.3753431161187564e-09,0.0
1975,4.569184142155791e-09,0.0
1976,3.4281160132820787e-09,5.713526873840635e-10
1977,2.938390863960194e-09,0.0
1978,5.940591130126904e-09,5.940591352171509e-10
1979,6.437170796402825e-09,1.1703946700691858e-09
1980,3.411090521154847e-09,0.0
1981,5.060439622894819e-09,0.0
1982,2.483000915987077e-09,1.8622506869903077e-09
1983,9.47297440490047e-09,0.0
1984,8.69851302098823e-09,0.0
1985,1.0226449020933615e-08,6.015558051686298e-10
1986,2.3977941854269602e-09,1.1988970927134801e-09
1987,8.555143260480236e-09,0.0
1988,6.596209356501959e-09,0.0
1989,3.841685636274406e-09,0.0
1990,2.724325431913144e-09,0.0
1991,3.5168792322792797e-09,0.0
1992,4.958949695321735e-09,0.0
1993,4.985286850001103e-09,0.0
1994,4.2199412852994556e-09,0.0
1995,4.880205572987961e-09,1.0844901643380922e-09
1996,5.3380921904988554e-09,5.338092190498855e-10
1997,2.3974471297094624e-09,4.79489448146353e-10
1998,9.059445638115449e-09,0.0
1999,3.656160929565999e-09,0.0
2000,7.95245647111642e-09,8.836062992401139e-10
2001,4.8193329327261836e-09,4.3812117822561447e-10
2002,1.0953053575235572e-08,0.0
2003,6.250384210204629e-09,4.1669229178253886e-10
2004,4.404791198453495e-09,0.0
2005,7.205999352777326e-09,9.007499190971657e-10
2006,5.7650457740976435e-09,1.6471559671771274e-09
2007,7.988958827809256e-09,1.1983438685803094e-09
2008,4.257439734089985e-09,0.0
2009,3.814554005998616e-09,9.53638501499654e-10
2010,5.668551850135373e-09,4.723793023408973e-10
2011,6.118355155848576e-09,3.82397197240536e-10
2012,7.489355802192676e-09,2.382976926895708e-09
2013,1.0040849929282558e-08,1.9523875849358774e-09
2014,9.094869746206768e-09,8.661780737106994e-10
2015,8.422986752520956e-09,3.103205470367243e-09
2016,8.699628573083373e-09,3.1070099826280284e-09
2017,1.2326495379966218e-08,1.509366853724714e-09
2018,1.9360999914397325e-08,1.8070267504555204e-09
2019,1.2499840273960672e-08,7.65296326310505e-10
