year,chômeurs_NOUN heureux_ADJ
1800,0.0
1801,0.0
1802,0.0
1803,0.0
1804,0.0
1805,0.0
1806,0.0
1807,0.0
1808,0.0
1809,0.0
1810,0.0
1811,0.0
1812,0.0
1813,0.0
1814,0.0
1815,0.0
1816,0.0
1817,0.0
1818,0.0
1819,0.0
1820,0.0
1821,0.0
1822,0.0
1823,0.0
1824,0.0
1825,0.0
1826,0.0
1827,0.0
1828,0.0
1829,0.0
1830,0.0
1831,0.0
1832,0.0
1833,0.0
1834,0.0
1835,0.0
1836,0.0
1837,0.0
1838,0.0
1839,0.0
1840,0.0
1841,0.0
1842,0.0
1843,0.0
1844,0.0
1845,0.0
1846,0.0
1847,0.0
1848,0.0
1849,0.0
1850,0.0
1851,0.0
1852,0.0
1853,0.0
1854,0.0
1855,0.0
1856,0.0
1857,0.0
1858,0.0
1859,0.0
1860,0.0
1861,0.0
1862,0.0
1863,0.0
1864,0.0
1865,0.0
1866,0.0
1867,0.0
1868,0.0
1869,0.0
1870,0.0
1871,0.0
1872,0.0
1873,0.0
1874,0.0
1875,0.0
1876,0.0
1877,0.0
1878,0.0
1879,0.0
1880,0.0
1881,0.0
1882,0.0
1883,0.0
1884,0.0
1885,0.0
1886,0.0
1887,0.0
1888,0.0
1889,0.0
1890,0.0
1891,0.0
1892,0.0
1893,0.0
1894,0.0
1895,0.0
1896,0.0
1897,0.0
1898,0.0
1899,0.0
1900,0.0
1901,0.0
1902,0.0
1903,0.0
1904,0.0
1905,0.0
1906,0.0
1907,0.0
1908,0.0
1909,0.0
1910,0.0
1911,0.0
1912,0.0
1913,0.0
1914,0.0
1915,0.0
1916,0.0
1917,0.0
1918,0.0
1919,0.0
1920,0.0
1921,0.0
1922,0.0
1923,0.0
1924,0.0
1925,0.0
1926,0.0
1927,0.0
1928,0.0
1929,0.0
1930,0.0
1931,0.0
1932,0.0
1933,0.0
1934,1.1981580172459871e-09
1935,0.0
1936,0.0
1937,0.0
1938,0.0
1939,0.0
1940,0.0
1941,0.0
1942,0.0
1943,0.0
1944,0.0
1945,0.0
1946,0.0
1947,0.0
1948,0.0
1949,9.817008317369869e-10
1950,0.0
1951,0.0
1952,0.0
1953,0.0
1954,0.0
1955,0.0
1956,0.0
1957,0.0
1958,0.0
1959,0.0
1960,0.0
1961,0.0
1962,0.0
1963,0.0
1964,0.0
1965,0.0
1966,0.0
1967,0.0
1968,0.0
1969,0.0
1970,0.0
1971,0.0
1972,0.0
1973,0.0
1974,5.625571675160757e-10
1975,5.711480177694739e-10
1976,1.7140580066410394e-09
1977,1.7630346071939584e-09
1978,0.0
1979,2.925986564150662e-09
1980,0.0
1981,0.0
1982,6.207502289967692e-10
1983,1.2630632095778083e-09
1984,2.3196033982486597e-09
1985,1.2031116103372597e-09
1986,0.0
1987,1.8332451112712533e-09
1988,0.0
1989,0.0
1990,1.089730194969718e-09
1991,5.861465202094962e-10
1992,2.2039776670368383e-09
1993,2.2156829704300662e-09
1994,2.637463358823311e-09
1995,1.0844901643380922e-09
1996,5.338092190498855e-10
1997,4.79489448146353e-10
1998,9.536258449571733e-10
1999,4.570201161957499e-10
2000,2.6508188977203417e-09
2001,0.0
2002,8.76244299341522e-10
2003,4.166922806803086e-09
2004,1.0131019578807354e-08
2005,2.702249757291497e-09
2006,8.235779835885637e-10
2007,2.3966877371606188e-09
2008,1.7029758714315335e-09
2009,2.384096253749135e-09
2010,1.8895172093635892e-09
2011,3.82397197240536e-10
2012,1.0212758416727752e-09
2013,1.9523875849358774e-09
2014,8.661780737106994e-10
2015,1.329945265027277e-09
2016,8.285360175719347e-10
2017,2.515611330355938e-10
2018,1.8070267504555204e-09
2019,2.55098775436835e-10
