year,premières_ADJ heures_NOUN,premières_ADJ peurs_NOUN
1939,2.1151672626729123e-06,6.117620188206274e-09
1940,1.638115804780682e-06,2.5357829169792012e-09
1941,1.3547396520152688e-06,0.0
1942,1.4655242921435274e-06,9.102635090130207e-09
1943,1.5212953030641074e-06,5.806470415592457e-09
1944,1.5423293007188477e-06,0.0
1945,1.6316995470333495e-06,2.178504043826024e-09
1946,1.61763227879419e-06,0.0
1947,1.6868032162165036e-06,1.1920871401116528e-08
1948,1.5764237559778849e-06,1.0871887834440486e-09
1949,1.3410033261607168e-06,1.9634016634739737e-09
1950,1.4198207054505474e-06,2.1270722960764488e-09
1951,1.3902467799198348e-06,1.0661401761424827e-09
1952,1.3750424159297836e-06,0.0
1953,1.3564248320108163e-06,1.0773827385790469e-09
1954,1.282156745219254e-06,9.772536113672459e-10
1955,1.364667355119309e-06,9.385607846468247e-10
1956,1.4494537481368752e-06,4.360570571293465e-09
1957,1.4683832887385506e-06,0.0
1958,1.307014485973923e-06,1.6544486891589827e-09
1959,1.3734324966208078e-06,1.5501495642666896e-09
1960,1.2969641147719813e-06,4.152500121534786e-09
1961,1.4605030855818768e-06,2.08444772553662e-09
1962,1.4757732742509688e-06,1.2683912808952869e-09
1963,1.547326519357739e-06,1.2932106496776896e-09
1964,1.4218234127838514e-06,3.6503808864551957e-09
1965,1.2552867474369123e-06,1.6416130677043839e-09
1966,1.292820002163353e-06,0.0
1967,1.47564946928469e-06,7.395503320850594e-09
1968,1.3806612741973368e-06,2.6948494546985557e-09
1969,1.1340769106027437e-06,0.0
1970,1.0282749371981481e-06,4.598724956395017e-09
1971,1.1037277545256075e-06,5.138397485282553e-10
1972,1.0203862075286452e-06,2.565073486948677e-09
1973,1.1268988373558386e-06,3.3079223804577396e-09
1974,1.045793737830536e-06,4.500457340128605e-09
1975,1.108598326027277e-06,0.0
1976,1.0781425316963578e-06,4.570821499072508e-09
1977,9.014983106681029e-07,2.938390863960194e-09
1978,9.267322411687928e-07,1.7821774056514528e-09
1979,9.819610795602784e-07,5.851973350345929e-10
1980,9.249740173800092e-07,5.116635559687666e-09
1981,9.722369895825977e-07,3.1627747087981106e-09
1982,9.603005537428544e-07,5.586751949948621e-09
1983,9.750848448675242e-07,6.315316269933646e-09
1984,1.0200456017628312e-06,1.739702604197646e-09
1985,9.071461590792751e-07,3.609334831011779e-09
1986,9.435320293960103e-07,4.196139880008332e-09
1987,8.628473437966022e-07,6.110816741511371e-09
1988,9.534520586385042e-07,4.197587610832443e-09
1989,8.632816275166988e-07,1.6464366536794728e-09
1990,9.42071778808895e-07,5.448650863826288e-09
1991,9.571772352501284e-07,6.4476117778156095e-09
1992,8.468784358228731e-07,2.2039776670368383e-09
1993,8.934741799748736e-07,5.539207315052863e-09
1994,1.0106759873451665e-06,5.274926717646622e-09
1995,8.600006822234718e-07,2.1689803286761844e-09
1996,8.669061912769394e-07,3.736664311304594e-09
1997,9.230171826857259e-07,6.7128524960935465e-09
1998,9.8604914455791e-07,3.814503379828693e-09
1999,9.277508183913596e-07,5.941261704833778e-09
2000,9.419243269803701e-07,7.510653432518666e-09
2001,8.701086358087196e-07,1.7524847129024579e-09
2002,9.949753803084604e-07,6.133709984368352e-09
2003,1.1442369896030868e-06,2.9168460979889232e-09
2004,1.2531630773082725e-06,7.488145215006625e-09
2005,1.2200657693028916e-06,1.1259373877692269e-08
2006,1.195423465105705e-06,7.823991232669414e-09
2007,1.3022003031437634e-06,1.078509459517818e-08
2008,1.2653110843530158e-06,7.663391698997657e-09
2009,1.3884977079214877e-06,3.814554005998616e-09
2010,1.5460974509551306e-06,6.613310343794865e-09
2011,1.722699380479753e-06,4.971163480860241e-09
2012,1.9009347624887596e-06,1.1234034147378225e-08
2013,1.5200731695586e-06,5.857162754807632e-09
2014,1.647254180170421e-06,9.094869746206768e-09
2015,1.5278853879863163e-06,6.64972610309178e-09
2016,1.4723085541845649e-06,5.178350193091319e-09
2017,1.4492436548607657e-06,8.553078245654433e-09
2018,1.5163535636020242e-06,9.29327992338358e-09
2019,1.4109513131188578e-06,9.438654302584837e-09
