year,auriez_VERB osé_VERB,auriez_VERB posé_VERB
1936,0.0,1.2124714565686645e-09
1937,3.777335333410292e-09,0.0
1938,1.2965214457594243e-09,0.0
1939,0.0,0.0
1940,0.0,0.0
1941,0.0,0.0
1942,3.034211770724937e-09,0.0
1943,0.0,0.0
1944,0.0,0.0
1945,0.0,0.0
1946,1.3921104269343232e-09,0.0
1947,2.3841741914054637e-09,0.0
1948,4.348755133776194e-09,0.0
1949,0.0,1.9634016634739737e-09
1950,3.190608444114673e-09,1.0635361480382244e-09
1951,5.330700769690111e-09,2.1322803522849654e-09
1952,0.0,0.0
1953,2.1547654771580937e-09,0.0
1954,9.772536113672459e-10,3.9090144454689835e-09
1955,0.0,0.0
1956,8.72114158667614e-10,8.72114158667614e-10
1957,8.835037701437898e-10,8.835037701437898e-10
1958,8.272243445794913e-10,0.0
1959,7.750747821333448e-10,7.750747821333448e-10
1960,3.460416619915918e-09,6.920833350854139e-10
1961,1.3896318540318475e-09,0.0
1962,1.9025869768540815e-09,3.170978146727066e-09
1963,6.466053248388448e-10,1.2932106496776896e-09
1964,1.8251904432275978e-09,0.0
1965,1.0944086747954884e-09,0.0
1966,0.0,1.1078149508847446e-09
1967,0.0,1.4791006197611978e-09
1968,1.7965663401398047e-09,8.982831700699023e-10
1969,1.8167031212712459e-09,1.3625273131978588e-09
1970,4.5987250119061684e-10,1.3796175313274261e-09
1971,3.083038491169532e-09,0.0
1972,4.6171320100540925e-09,0.0
1973,0.0,0.0
1974,1.1251143350321513e-09,2.812785782069227e-09
1975,5.711480177694739e-10,5.711480177694739e-10
1976,1.142705374768127e-09,5.713526873840635e-10
1977,0.0,0.0
1978,0.0,0.0
1979,0.0,5.851973350345929e-10
1980,3.411090521154847e-09,5.685150683554241e-10
1981,0.0,2.5302198114474095e-09
1982,0.0,0.0
1983,6.315316047889041e-10,6.315316047889041e-10
1984,5.799008495621649e-10,0.0
1985,2.4062232206745193e-09,3.609334831011779e-09
1986,2.3977941854269602e-09,5.994485463567401e-10
1987,1.2221633705067347e-09,3.6664902225425067e-09
1988,5.996553809062277e-10,1.1993107618124554e-09
1989,0.0,5.488122178931576e-10
1990,0.0,0.0
1991,0.0,1.7584396161396398e-09
1992,0.0,1.65298330578878e-09
1993,5.539207426075166e-10,0.0
1994,5.274926606624319e-10,0.0
1995,5.422450821690461e-10,1.626735190995987e-09
1996,5.338092190498855e-10,1.067618438099771e-09
1997,0.0,4.79489448146353e-10
1998,4.768129224785866e-10,0.0
1999,4.570201161957499e-10,1.3710603763428253e-09
2000,8.836062992401139e-10,4.4180314962005696e-10
2001,4.3812117822561447e-10,0.0
2002,0.0,2.6287327870022636e-09
2003,8.333845835650777e-10,0.0
2004,0.0,8.809582507929292e-10
2005,9.007499190971657e-10,1.8014998381943315e-09
2006,0.0,2.0589450144825605e-09
2007,0.0,1.1983438685803094e-09
2008,4.257439678578834e-10,1.7029758714315335e-09
2009,9.53638501499654e-10,4.76819250749827e-10
2010,0.0,1.4171379625338432e-09
2011,0.0,7.64794394481072e-10
2012,6.808505426114664e-10,4.765953853791416e-09
2013,2.5102124823206395e-09,3.0680376017500066e-09
2014,1.0827225782605865e-09,2.165445156521173e-09
2015,1.994917786518613e-09,2.659890530054554e-09
2016,2.0713399884186856e-09,3.1070099826280284e-09
2017,1.2578056374223934e-09,2.264050280587071e-09
2018,1.8070267504555204e-09,7.744400121190154e-10
2019,2.04079020349468e-09,2.5509878653906526e-09
