year,vieux_ADJ airs_NOUN,vieux_ADJ pairs_NOUN
1856,3.986435714864456e-08,6.73034605824796e-09
1857,8.200935042168567e-08,3.4170564155999728e-09
1858,9.200110895335456e-08,0.0
1859,8.656694916453489e-08,5.601390462572908e-09
1860,8.284703056915532e-08,4.577183909670879e-10
1861,5.659156343540417e-08,0.0
1862,6.054101933661293e-08,2.2589932147099034e-09
1863,5.8437063188421234e-08,2.4973103585068657e-09
1864,6.376988181955312e-08,2.3973640850272204e-09
1865,4.8009813014004976e-08,1.882737743486018e-09
1866,8.90407179099384e-08,9.731225825149181e-10
1867,8.104195359237565e-08,1.94112459439566e-09
1868,5.8290513749170714e-08,8.397785578040384e-09
1869,9.132180878168583e-08,1.0743741896135361e-08
1870,5.6193677266946906e-08,3.4404292748035914e-09
1871,3.9298356568906456e-08,1.0621177271019633e-09
1872,5.2007116613239646e-08,0.0
1873,5.3874039451784483e-08,1.1972008939764578e-09
1874,5.377148326601855e-08,1.7923826867161097e-09
1875,4.63443683429432e-08,7.437985338754061e-09
1876,6.711076139254146e-08,7.859819461941697e-09
1877,9.772008979780367e-08,2.4739263970730008e-09
1878,1.2017786316098622e-07,6.039088673581716e-10
1879,6.231511662235789e-08,0.0
1880,5.455169471701993e-08,7.059631101924424e-09
1881,9.970685965754456e-08,2.7890030285249168e-09
1882,9.517200694197925e-08,6.655385131892899e-10
1883,6.76169292224138e-08,5.0554711528150165e-09
1884,1.2411189942440615e-07,7.2618666635548834e-09
1885,9.346171503388234e-08,3.2228177904158883e-09
1886,1.0002868777725382e-07,7.098810428374236e-09
1887,9.466940931179835e-08,6.528924623161458e-10
1888,1.1476512651320547e-07,2.53624587998047e-09
1889,1.2217016320814622e-07,5.6386229019267375e-09
1890,1.0093755165030416e-07,6.554386478008212e-10
1891,1.1983533576565009e-07,2.5496880162734215e-09
1892,9.966934966243457e-08,2.5074049503359674e-09
1893,1.0407723793903756e-07,1.2316833108982905e-09
1894,8.065970291681879e-08,0.0
1895,9.509410858754563e-08,1.2037228991346183e-09
1896,8.314810606702139e-08,4.717623180994224e-09
1897,1.042981736532056e-07,1.1653427112179315e-09
1898,1.1939128796711884e-07,0.0
1899,9.175780135706191e-08,5.527578395003729e-10
1900,1.1160764457063266e-07,2.07642125715779e-09
1901,1.1456914705831878e-07,5.588738916095792e-10
1902,8.151071506645735e-08,2.455141867585553e-09
1903,1.0962446839180018e-07,0.0
1904,9.190608896147978e-08,0.0
1905,1.0476341022469526e-07,5.160759042333041e-10
1906,8.745114010721977e-08,0.0
1907,1.2291396112029673e-07,4.6285588695127444e-09
1908,1.394834490131558e-07,3.929111258571538e-09
1909,1.0671907746395703e-07,5.500983557560346e-10
1910,1.2558754658442695e-07,0.0
1911,1.3992584269040265e-07,1.0640748282497725e-09
1912,1.963951805628028e-07,1.1460726589973547e-08
1913,1.643926804129059e-07,5.30298971401777e-10
1914,1.4464966524574407e-07,1.3393487430235496e-09
1915,8.364340686739524e-08,1.1780761921542648e-09
1916,2.2084799100596797e-07,0.0
1917,2.127486361525044e-07,0.0
1918,1.5162017064085376e-07,0.0
1919,1.8507775578768815e-07,9.207848372660976e-10
1920,1.673463265738917e-07,0.0
1921,2.02949634209304e-07,0.0
1922,1.7338148583512236e-07,0.0
1923,1.5817763010517183e-07,1.0615948120573648e-09
1924,1.456753575546088e-07,0.0
1925,1.5287467647340236e-07,1.0998177923937646e-09
1926,1.460144134490804e-07,0.0
1927,1.2487131950678076e-07,1.1149224876660924e-09
1928,1.096899955310704e-07,0.0
1929,1.2477255495468853e-07,0.0
1930,1.1764036145223145e-07,2.100720708497761e-09
1931,1.3914535657022498e-07,0.0
1932,1.074034559067627e-07,0.0
1933,1.1700075530640675e-07,0.0
1934,1.1502316965561477e-07,0.0
1935,8.497481829294884e-08,5.98414207075848e-09
1936,8.244806082302603e-08,0.0
1937,8.310137644684801e-08,1.2591118148108649e-09
1938,1.2835562479551754e-07,0.0
1939,8.258787165260628e-08,0.0
1940,1.1664601373695405e-07,2.5357829169792012e-09
1941,1.8299315662773097e-07,0.0
1942,1.2136847038490828e-07,6.068423541449874e-09
1943,1.0741970157823744e-07,0.0
1944,8.032965581605822e-08,0.0
1945,1.742803275028848e-07,0.0
1946,1.0858461507723405e-07,0.0
1947,8.583027044650748e-08,0.0
1948,1.0437012409880708e-07,0.0
1949,6.479225411748502e-08,2.945102384188658e-09
1950,8.933703710134466e-08,0.0
1951,8.102665338682868e-08,1.0661401761424827e-09
1952,9.701219738644795e-08,1.0544803918932644e-09
1953,6.572034605412114e-08,4.3095309543161875e-09
1954,8.59983206868975e-08,9.772536113672459e-10
1955,6.94534967315974e-08,0.0
1956,5.1454734917300016e-08,1.744228317335228e-09
1957,6.626277981869322e-08,0.0
1958,6.948684810881289e-08,8.272243445794913e-10
1959,7.208195551555718e-08,0.0
1960,7.543708191448673e-08,6.920833350854139e-10
1961,6.670232721717184e-08,0.0
1962,8.942158374880549e-08,6.341956404476434e-10
1963,7.306640270599019e-08,1.939815863494232e-09
1964,4.806334885643082e-08,1.8251904432275978e-09
1965,7.825021930418785e-08,1.6416130677043839e-09
1966,6.868452961938942e-08,1.6617224263271169e-09
1967,6.162919419239188e-08,1.4791006197611978e-09
1968,1.2935277360348607e-07,1.3474247273492779e-09
1969,6.176790401379861e-08,4.5417578031781147e-10
1970,6.668151542044143e-08,9.197450023812337e-10
1971,7.245140343226097e-08,0.0
1972,9.336867634601731e-08,5.130146862875051e-10
1973,5.402939884380231e-08,5.513203782392395e-10
1974,4.444201562314731e-08,0.0
1975,5.311676432029344e-08,0.0
1976,7.02763819360186e-08,5.142174241967723e-09
1977,5.994317309188091e-08,0.0
1978,6.297027099755326e-08,1.1881182704343018e-09
1979,5.6178943497187106e-08,1.1703946700691858e-09
1980,5.11663575952781e-08,1.1370301367108482e-09
1981,6.452060574702045e-08,0.0
1982,5.58675191664193e-08,6.207502289967692e-10
1983,4.736487113632393e-08,1.89459470334441e-09
1984,4.929157376709625e-08,0.0
1985,5.1132242995244326e-08,3.0077789148208467e-09
1986,4.495863992204363e-08,0.0
1987,4.033139050507728e-08,6.110816852533674e-10
1988,4.9171742178000244e-08,1.1993107618124554e-09
1989,4.93931004985626e-08,0.0
1990,4.7403264924472666e-08,0.0
1991,5.978694517239092e-08,5.861465202094962e-10
1992,4.573253775674857e-08,1.1019888335184191e-09
1993,5.539207492688547e-08,5.539207426075166e-10
1994,4.430938460586731e-08,0.0
1995,4.12106260228029e-08,0.0
1996,4.804283104675733e-08,5.338092190498855e-10
1997,4.842843281949172e-08,0.0
1998,5.435667460584881e-08,0.0
1999,4.2959889867688617e-08,4.570201161957499e-10
2000,4.550572407779896e-08,2.2090156370779823e-09
2001,4.381211837767296e-08,0.0
2002,4.731719166484183e-08,2.1906108038649563e-09
2003,4.375269146983385e-08,0.0
2004,5.373845368694674e-08,0.0
2005,4.0533746248350155e-08,4.5037495954858286e-10
2006,6.01211951334335e-08,0.0
2007,4.0743690032929436e-08,3.994479469415779e-10
2008,5.7475436937570734e-08,4.257439678578834e-10
2009,4.434418943155549e-08,4.76819250749827e-10
2010,5.1489344343735866e-08,0.0
2011,4.81820474629302e-08,3.82397197240536e-10
2012,7.114888089798654e-08,2.7234021704458655e-09
2013,7.028595266911353e-08,2.5102124823206395e-09
2014,8.18538248847922e-08,1.5158115873603606e-09
2015,7.292533191205486e-08,2.659890530054554e-09
2016,9.362457209505237e-08,1.4499380585064614e-09
2017,5.182159290573196e-08,1.0062445321423752e-09
2018,6.969959942537685e-08,1.0325866828253538e-09
2019,7.474394408957252e-08,2.5509878653906526e-09
