year,plusieurs_DET heures_NOUN,plusieurs_DET peurs_NOUN
1861,3.5813027565723132e-06,0.0
1862,3.5122824648681217e-06,0.0
1863,2.9608112406265263e-06,0.0
1864,3.3975443010092476e-06,0.0
1865,3.0698039950038947e-06,0.0
1866,3.3582459515457685e-06,0.0
1867,3.06600624355724e-06,0.0
1868,3.4045611556621225e-06,0.0
1869,3.4296954503076904e-06,0.0
1870,3.376781407382623e-06,0.0
1871,3.8905373855868675e-06,0.0
1872,3.6362651130161794e-06,0.0
1873,3.841817598271291e-06,0.0
1874,3.7568341468841027e-06,0.0
1875,3.2326628591761164e-06,0.0
1876,3.1269987950111044e-06,0.0
1877,2.9835551771384416e-06,0.0
1878,3.3021735816873843e-06,0.0
1879,3.047331414762766e-06,0.0
1880,3.2050723675070003e-06,0.0
1881,3.0455912618521097e-06,0.0
1882,3.390253137780519e-06,0.0
1883,3.2828966070042043e-06,0.0
1884,3.34970102500165e-06,0.0
1885,3.137090965665834e-06,0.0
1886,3.08088367440007e-06,0.0
1887,3.1051564981510182e-06,0.0
1888,3.218496098966739e-06,6.340614699951175e-10
1889,3.2960883835642107e-06,0.0
1890,3.356501267148815e-06,0.0
1891,3.2597760544206267e-06,0.0
1892,3.2671486707158692e-06,0.0
1893,3.2633449826846572e-06,0.0
1894,3.1671536575572645e-06,0.0
1895,3.2909783556078764e-06,0.0
1896,3.4621456457273325e-06,0.0
1897,3.122535700228468e-06,0.0
1898,3.154532961957557e-06,0.0
1899,3.019163251849477e-06,0.0
1900,2.8187419545133707e-06,0.0
1901,2.9542073853860984e-06,0.0
1902,3.070891498424544e-06,0.0
1903,3.0360038874022166e-06,0.0
1904,3.153830004265501e-06,0.0
1905,2.8714463375933974e-06,0.0
1906,2.852964660959856e-06,0.0
1907,2.904677947057621e-06,5.142843373384665e-10
1908,2.7955627306397446e-06,0.0
1909,2.925423164157337e-06,0.0
1910,3.109226755171335e-06,0.0
1911,2.842675977277054e-06,5.320374141248863e-10
1912,2.845906891479899e-06,2.0837684910901544e-09
1913,2.7920239844547723e-06,1.060597942803554e-09
1914,2.866206369134261e-06,6.696743715117748e-10
1915,3.2491341581675215e-06,0.0
1916,2.8677275487609677e-06,0.0
1917,3.065115574685251e-06,0.0
1918,2.9451069671893038e-06,0.0
1919,2.708948969143421e-06,0.0
1920,2.292871695175336e-06,0.0
1921,2.803431112141652e-06,0.0
1922,2.7313116710558916e-06,0.0
1923,2.140175102027797e-06,0.0
1924,2.2560343371225144e-06,0.0
1925,2.3382125498017103e-06,0.0
1926,2.3206260877373097e-06,0.0
1927,2.2822464025296085e-06,0.0
1928,2.286350904157075e-06,0.0
1929,2.3138623976848294e-06,0.0
1930,2.334951130222862e-06,0.0
1931,2.372314213516802e-06,0.0
1932,2.3486286764295983e-06,0.0
1933,2.2195731066432245e-06,0.0
1934,2.3519841931829433e-06,0.0
1935,2.416396487348038e-06,2.393656828303392e-09
1936,2.308545543172613e-06,0.0
1937,2.3369115567106746e-06,0.0
1938,2.4841351820015234e-06,0.0
1939,2.682576486279231e-06,0.0
1940,2.632142564351625e-06,0.0
1941,2.582564878395033e-06,0.0
1942,2.6094220260119982e-06,0.0
1943,2.598395427710898e-06,0.0
1944,2.6990764823153768e-06,0.0
1945,2.5858842214177002e-06,0.0
1946,2.2872375282645407e-06,0.0
1947,2.194632358509807e-06,0.0
1948,2.2754860964369072e-06,0.0
1949,1.992852627807906e-06,0.0
1950,2.052624672899128e-06,0.0
1951,2.067245763015535e-06,0.0
1952,2.13848615615575e-06,0.0
1953,2.020092685128816e-06,0.0
1954,1.8773042107511628e-06,0.0
1955,1.9475135921709352e-06,0.0
1956,1.996269377357862e-06,0.0
1957,1.8845135709710803e-06,0.0
1958,1.9266055470978927e-06,0.0
1959,1.8128998959809906e-06,1.5501495642666896e-09
1960,1.926760104353775e-06,0.0
1961,1.8155539720510205e-06,0.0
1962,1.9609329484637783e-06,6.341956404476434e-10
1963,1.8189007526814294e-06,6.466053248388448e-10
1964,1.7162875014520296e-06,0.0
1965,1.6908614455246607e-06,0.0
1966,1.6722466362750765e-06,0.0
1967,1.6309550368021064e-06,4.930335584241163e-10
1968,1.8392347840290313e-06,0.0
1969,1.5541895077575418e-06,4.5417578031781147e-10
1970,1.4223856048545258e-06,9.197450023812337e-10
1971,1.4146008417981193e-06,1.541519245584766e-09
1972,1.4508054846373852e-06,0.0
1973,1.3352979664205122e-06,0.0
1974,1.36307605203001e-06,5.625571675160757e-10
1975,1.2570967928837717e-06,0.0
1976,1.3061122903224032e-06,0.0
1977,1.1647781104073829e-06,0.0
1978,1.305742010515587e-06,5.940591352171509e-10
1979,1.2874340882262914e-06,5.851973350345929e-10
1980,1.283707034005488e-06,1.1370301367108482e-09
1981,1.2682726939772238e-06,1.8976649140967083e-09
1982,1.3209565068450502e-06,0.0
1983,1.3356893155958005e-06,6.315316047889041e-10
1984,1.311735687181681e-06,1.1598016991243298e-09
1985,1.336656961115068e-06,0.0
1986,1.3487592553929062e-06,0.0
1987,1.3333801884840568e-06,6.110816852533674e-10
1988,1.3840046602098255e-06,1.1993107618124554e-09
1989,1.3187957144111806e-06,1.0976244357863152e-09
1990,1.3300157384321665e-06,4.90378582185258e-09
1991,1.2133232729638621e-06,5.861465202094962e-10
1992,1.2353294422950967e-06,1.65298330578878e-09
1993,1.3044833533371047e-06,5.539207426075166e-10
1994,1.3757009007520082e-06,5.274926606624319e-10
1995,1.3371763820657634e-06,1.0844901643380922e-09
1996,1.2693982860412234e-06,1.067618438099771e-09
1997,1.4355914395025593e-06,2.3974471297094624e-09
1998,1.4099358196517642e-06,9.536258449571733e-10
1999,1.3724314200658227e-06,3.1991407301035224e-09
2000,1.3810765935318159e-06,8.836062992401139e-10
2001,1.3498513560250558e-06,1.3143635069212678e-09
2002,1.4839197639560098e-06,0.0
2003,1.5300941242912813e-06,1.2500769308587678e-09
2004,1.5905700969653935e-06,2.642874807889939e-09
2005,1.6470212642616389e-06,2.251874686720612e-09
2006,1.7031592989269484e-06,8.235779835885637e-10
2007,2.0144160473023476e-06,7.988958938831558e-10
2008,2.1359574020607397e-06,8.514879357157668e-10
2009,2.3941094227097892e-06,3.814554005998616e-09
2010,2.791761716025576e-06,2.3618964561933353e-09
2011,3.395687159013505e-06,7.265546830836911e-09
2012,3.883912029323255e-06,6.468080293586809e-09
2013,3.93071387350119e-06,1.3945624655065103e-09
2014,4.012353400639768e-06,2.815078836704288e-09
2015,3.9678915300100925e-06,3.768178213903184e-09
2016,4.223669435532429e-06,1.6570720351438695e-09
2017,4.196039498083337e-06,4.2765391228272165e-09
2018,4.594752724074169e-06,2.323319980845895e-09
2019,4.359127913744487e-06,3.5713827450933877e-09
