year,mêmes_ADJ airs_NOUN,mêmes_ADJ paires_NOUN
1859,3.971895168319861e-08,1.5276520048956854e-09
1860,2.746310379109218e-08,4.577183909670879e-10
1861,1.744906619194353e-08,2.8295783494058924e-09
1862,1.9879140111811466e-08,0.0
1863,3.346395871517416e-08,0.0
1864,2.3973639073915365e-08,0.0
1865,4.047886292823932e-08,4.706844358715045e-10
1866,2.4814625021463144e-08,8.271541673821048e-09
1867,1.747012134956094e-08,3.396968040192405e-09
1868,3.359114231216154e-08,2.4699371437009177e-09
1869,1.8069020057964735e-08,8.30198221279943e-09
1870,2.752343419842873e-08,0.0
1871,4.991953161948004e-08,3.18635318130589e-09
1872,3.084143074261192e-08,7.861540751719076e-09
1873,2.8134220286801792e-08,6.584604861359367e-09
1874,2.8080663128093875e-08,9.559374625212058e-09
1875,1.716458086775674e-08,9.7265964171811e-09
1876,2.5997863417615008e-08,3.627608879952504e-09
1877,2.8450154232473324e-08,2.4739263970730008e-09
1878,1.8117265909722846e-08,1.2078177347163432e-09
1879,2.6270098985037293e-08,3.0546627449723474e-09
1880,1.9895322722618403e-08,1.0910338410496934e-08
1881,2.1614773970668466e-08,5.5780060570498335e-09
1882,3.5939081044489285e-08,1.3310770263785798e-08
1883,2.0853818227806187e-08,1.0742875922176154e-08
1884,2.442627788923346e-08,0.0
1885,2.7716232864349877e-08,8.379326565943757e-09
1886,4.130216879616455e-08,2.5813855497602844e-09
1887,1.566941953967671e-08,4.570247291724172e-09
1888,1.9655905347804037e-08,3.804368819970705e-09
1889,2.8193115397812107e-08,1.1277245803853475e-08
1890,2.1629475099871343e-08,1.3108772956016423e-09
1891,1.9122660788184476e-08,7.649063604731055e-09
1892,5.014809900671935e-09,1.3163876211308434e-08
1893,1.3548516086814288e-08,1.7243566574620672e-08
1894,1.5753848003896564e-08,4.411077725308132e-09
1895,1.5046536461227333e-08,1.8055843487019274e-09
1896,2.240870955461105e-08,0.0
1897,2.3889525024856084e-08,2.330685422435863e-09
1898,1.6975064909274806e-08,3.3950129374460403e-09
1899,1.9899282222013426e-08,1.6582735185011188e-09
1900,1.5054054003371675e-08,2.07642125715779e-09
1901,1.2295225282343836e-08,1.2295225282343836e-08
1902,1.5712908307818907e-08,4.910283735171106e-09
1903,2.052083658554693e-08,1.0800440541913758e-09
1904,3.439760121182189e-08,2.1498500757388683e-09
1905,2.4255568220610257e-08,2.0643036169332163e-09
1906,1.2346042410626978e-08,9.259531807970234e-09
1907,1.697138252154673e-08,4.114274698707732e-09
1908,1.4734167663732478e-08,3.437972351250096e-09
1909,1.5402754627302784e-08,2.7504918342913243e-09
1910,1.60324518105881e-08,1.068830179917768e-08
1911,6.916486494645824e-09,1.5961122423746588e-09
1912,1.927485904218429e-08,2.0837684910901544e-09
1913,6.363587878865928e-09,2.6514948014977335e-09
1914,2.0090231700464756e-08,3.3483718020477227e-09
1915,2.0027295377644805e-08,4.712304768617059e-09
1916,1.538244731591476e-08,3.2962386153911893e-09
1917,3.289927441585405e-09,0.0
1918,1.722956355365568e-08,2.2972752589112133e-09
1919,3.222746869369075e-08,5.524709134618888e-09
1920,2.1959472462640406e-08,4.543339038320937e-09
1921,2.0446417892117097e-08,5.300923255902035e-09
1922,4.131644004701229e-08,6.640141769764796e-09
1923,2.441668023323018e-08,4.246379248229459e-09
1924,1.4180787211159895e-08,5.156649773851996e-09
1925,2.0896537833436923e-08,2.1996355847875293e-09
1926,2.8979959765251806e-08,8.916910765321973e-09
1927,1.1149224654616319e-08,0.0
1928,2.170947865920425e-08,3.4278122562625413e-09
1929,1.2254447234738564e-08,8.912325100141061e-09
1930,3.2561171536826805e-08,2.100720708497761e-09
1931,2.737285598186645e-08,6.843213995466613e-09
1932,3.1782654730250215e-08,4.383814644626227e-09
1933,2.523545639121494e-08,5.735331320977366e-09
1934,3.2350264689284813e-08,0.0
1935,3.111753699158726e-08,1.3165112555668657e-08
1936,2.182448710641438e-08,7.274828739411987e-09
1937,1.3850230295986421e-08,5.0364472592434595e-09
1938,2.9819993585533666e-08,0.0
1939,1.070583532936098e-08,7.647025235257843e-09
1940,1.0143131667916805e-08,2.5357829169792012e-09
1941,1.4757512545315876e-08,2.9515025978810172e-09
1942,2.1239483061208375e-08,9.102635090130207e-09
1943,8.709705845433291e-09,5.806470415592457e-09
1944,1.927911696952833e-08,0.0
1945,1.5249527862692958e-08,2.178504043826024e-09
1946,1.5313215584455975e-08,1.3921104269343232e-09
1947,1.3112957830685446e-08,3.5762612871081956e-09
1948,1.6307831529616124e-08,6.523132700664291e-09
1949,2.5524220959027843e-08,7.853606653895895e-09
1950,1.701657836861159e-08,0.0
1951,3.4116485636559446e-08,1.0661401761424827e-09
1952,1.0544804140977249e-08,2.1089607837865287e-09
1953,2.3702419582605216e-08,3.232148326759443e-09
1954,1.7590565448699635e-08,5.863521668203475e-09
1955,4.129667274810345e-08,1.8771215692936494e-09
1956,2.3547082506070183e-08,9.593255967388359e-09
1957,1.0602045463770082e-08,3.534015080575159e-09
1958,2.9780077070995503e-08,2.4816730892496253e-09
1959,1.6276571201956358e-08,1.5501495642666896e-09
1960,1.591791587429725e-08,6.2287499602575735e-09
1961,1.876002997391879e-08,2.08444772553662e-09
1962,1.77574772664002e-08,6.341956404476434e-10
1963,2.133797494252576e-08,6.466053248388448e-10
1964,2.981144575642247e-08,7.909158661334459e-09
1965,2.5718604135249734e-08,7.660860390501512e-09
1966,1.5509408868297214e-08,2.215629901769489e-09
1967,2.3172576746333107e-08,6.409436092980059e-09
1968,2.380450325745187e-08,6.737123747768692e-09
1969,2.4071315607443466e-08,6.8126366770115965e-09
1970,1.4256047897731605e-08,5.978342709767048e-09
1971,2.8775026805760717e-08,6.166076982339064e-09
1972,1.846852804021637e-08,3.5911027485013847e-09
1973,2.0950174928202614e-08,7.718485406371656e-09
1974,5.06301445213353e-09,1.012602890426706e-08
1975,1.770558810676448e-08,1.028066431985053e-08
1976,1.2569759455516305e-08,1.0284348483935446e-08
1977,1.3516598507123945e-08,5.876781727920388e-09
1978,1.9603952239322098e-08,3.5643548113029055e-09
1979,1.404473604083023e-08,8.777959692451986e-09
1980,1.6486936260662333e-08,7.95921106799824e-09
1981,1.9609203150139365e-08,5.69299452024552e-09
1982,1.4277254933858785e-08,3.1037510339615437e-09
1983,9.47297440490047e-09,3.78918940668882e-09
1984,1.275781880138993e-08,6.958810416790584e-09
1985,1.2632671797518924e-08,1.8046674155058895e-09
1986,2.038125046510686e-08,1.1389522214244607e-08
1987,2.199894133525504e-08,4.888653482026939e-09
1988,5.396898483667201e-09,4.197587610832443e-09
1989,1.4269117443177493e-08,1.0976244357863152e-09
1990,1.4166492867673242e-08,3.814055737905164e-09
1991,1.4067516929117119e-08,2.9307325455363298e-09
1992,1.4876849085965205e-08,3.856960972825618e-09
1993,2.1048988330107932e-08,1.1078414852150331e-09
1994,1.635227242502424e-08,5.274926606624319e-10
1995,1.843633334885908e-08,8.133675954979935e-09
1996,1.2277611816102763e-08,3.2028553142993132e-09
1997,1.8700088588730068e-08,4.315404922294874e-09
1998,1.144351013948608e-08,6.198567881199324e-09
1999,1.3253583119876566e-08,4.113180906983871e-09
2000,1.7230322058026104e-08,1.7672125984802278e-09
2001,1.9277331730904734e-08,2.190605918883648e-09
2002,1.1829298429688606e-08,1.752488598683044e-09
2003,1.583430631058036e-08,5.416999737661854e-09
2004,1.3214373595360485e-08,6.166707589017051e-09
2005,1.6663873836364473e-08,4.053374524914943e-09
2006,1.4412615101377924e-08,1.6471559671771274e-09
2007,1.5179022483380322e-08,2.7961355453243186e-09
2008,1.4901038625225738e-08,3.8316958494988285e-09
2009,1.8119131084404216e-08,4.291373478793048e-09
2010,1.369900015646408e-08,4.723792912386671e-09
2011,1.3766299211681599e-08,4.5887662558641296e-09
2012,1.3617010630184723e-08,3.744677901096338e-09
2013,1.7292574483462886e-08,3.6258624991347688e-09
2014,2.7284610126798725e-08,4.114345752981308e-09
2015,1.9727520950141297e-08,1.994917786518613e-09
2016,2.6720286427917017e-08,3.1070099826280284e-09
2017,1.282961736848165e-08,4.2765391228272165e-09
2018,1.884470712809616e-08,4.904786798931582e-09
2019,1.811201322254874e-08,6.12237061048404e-09
