year,six_DET oies_NOUN,six_DET poids_NOUN
1937,7.554670666820584e-09,1.2591118148108649e-09
1938,1.2965214457594243e-09,1.2965214457594243e-09
1939,1.5294050470515685e-09,9.176430282309411e-09
1940,0.0,0.0
1941,5.9030051957620344e-09,5.9030051957620344e-09
1942,1.2136847082899749e-08,0.0
1943,1.1612940831184915e-08,0.0
1944,6.4263723231761105e-09,0.0
1945,2.178504043826024e-09,2.178504043826024e-09
1946,8.352662561605939e-09,0.0
1947,1.1920870957027319e-09,1.1920870957027319e-09
1948,3.2615663503321457e-09,1.0871887834440486e-09
1949,7.853606653895895e-09,1.9634016634739737e-09
1950,1.0635361480382244e-09,0.0
1951,2.1322803522849654e-09,0.0
1952,6.326882129314981e-09,0.0
1953,1.0773827385790469e-09,1.0773827385790469e-09
1954,1.9545072227344917e-09,1.9545072227344917e-09
1955,0.0,0.0
1956,0.0,8.72114158667614e-10
1957,0.0,0.0
1958,2.4816730892496253e-09,0.0
1959,1.5501495642666896e-09,0.0
1960,2.076250060767393e-09,2.7683333403416555e-09
1961,2.08444772553662e-09,0.0
1962,2.5367825617905737e-09,6.341956404476434e-10
1963,1.939815863494232e-09,6.466053248388448e-10
1964,4.867174663303331e-09,0.0
1965,1.0944086747954884e-09,0.0
1966,1.1078149508847446e-09,1.6617224263271169e-09
1967,4.437302081328198e-09,0.0
1968,4.0422742653145605e-09,4.4914158503495116e-10
1969,1.3625273131978588e-09,1.3625273409534344e-09
1970,4.5987250119061684e-10,4.5987250119061684e-10
1971,6.679916619845017e-09,5.138397485282553e-10
1972,3.0780880067027283e-09,1.0260293725750103e-09
1973,1.102640756478479e-09,1.6539611902288698e-09
1974,1.6876715580593782e-09,5.625571675160757e-10
1975,1.1422960355389478e-09,5.711480177694739e-10
1976,1.7140580066410394e-09,1.7140580621521906e-09
1977,3.526069047854463e-09,5.876781838942691e-10
1978,1.7821774056514528e-09,1.1881182704343018e-09
1979,1.7555920051037788e-09,5.851973350345929e-10
1980,3.411090521154847e-09,0.0
1981,2.5302198114474095e-09,5.060439622894819e-09
1982,2.483000915987077e-09,3.7245013739806154e-09
1983,2.5261264191556165e-09,6.315316047889041e-10
1984,1.739702604197646e-09,1.7397025486864948e-09
1985,1.8046674155058895e-09,1.2031116103372597e-09
1986,1.7983456945813714e-09,0.0
1987,0.0,0.0
1988,2.398621523624911e-09,1.1993107618124554e-09
1989,3.292873196336643e-09,5.488122178931576e-10
1990,2.724325487424295e-09,3.269190584909154e-09
1991,2.344586136349136e-09,5.861465202094962e-10
1992,3.3059665005552574e-09,1.1019888335184191e-09
1993,0.0,0.0
1994,2.6374632478010085e-09,1.0549853213248639e-09
1995,3.253470381991974e-09,5.422450821690461e-10
1996,0.0,1.067618438099771e-09
1997,2.8769365778558154e-09,4.79489448146353e-10
1998,1.43043876743576e-09,0.0
1999,1.8280804647829996e-09,0.0
2000,1.3254094488601709e-09,8.836062992401139e-10
2001,1.9277332619083154e-08,5.695575122643959e-09
2002,3.0668549366730247e-09,1.3143663935011318e-09
2003,1.2500768753476166e-09,3.333538334260311e-09
2004,1.7619165015858584e-09,1.3214374039449694e-09
2005,2.251874686720612e-09,4.5037495954858286e-10
2006,4.1178899179428186e-09,1.6471559671771274e-09
2007,2.3966877371606188e-09,3.994479469415779e-10
2008,8.514879357157668e-10,1.2772318758180745e-09
2009,4.76819250749827e-10,0.0
2010,9.447586046817946e-10,0.0
2011,1.911985902935953e-09,1.529588788962144e-09
2012,3.744677901096338e-09,1.0212758416727752e-09
2013,3.068037435216553e-09,1.952387473913575e-09
2014,5.4136128913029324e-09,1.5158116567492996e-09
2015,2.881548111233201e-09,2.2165753954528356e-10
2016,1.6570720351438695e-09,4.1426800878596737e-10
2017,2.0124891197959016e-09,2.515611330355938e-10
2018,7.744400065679002e-09,7.744400121190154e-10
2019,3.316284080678855e-09,5.1019755087367e-10
